category,year,quarter,context_label,n_mentions,sum_amount_usd
Hurricane_Rita2,2017,4,expended,21,220731976.82
Hurricane_Rita2,2017,4,obligated,18,107675.82
Wildfire_I,2017,4,drawdown,73,78791115.44
Wildfire_I,2017,4,expended,27,3164150623088.82
Wildfire_I,2017,4,unknown,23,6263976265324.17
Wildfire_I,2017,4,obligated,20,1278985.48
Wildfire_I,2017,4,budget,17,142606189.1
2015_Floods,2018,1,drawdown,37,103590083.93
2015_Floods,2018,1,unknown,25,821854982.52
2015_Floods,2018,1,expended,12,2514374.42
2015_Floods,2018,1,budget,9,75406466.3
2015_Floods,2018,1,obligated,6,419196.45
Hurricane_Ike,2018,1,drawdown,2804,17807575634.24
Hurricane_Ike,2018,1,expended,1084,111607280072530.7
Hurricane_Ike,2018,1,obligated,975,3044488625.8500004
Hurricane_Ike,2018,1,budget,573,5086586732.81
Hurricane_Ike,2018,1,unknown,475,14716218870.79
Wildfire_I,2018,1,drawdown,80,59944450.2
Wildfire_I,2018,1,expended,34,12545788.36
Wildfire_I,2018,1,obligated,29,1043275.96
Wildfire_I,2018,1,unknown,20,6263948854002.33
Wildfire_I,2018,1,budget,18,113673221.5
2015_Floods,2018,2,drawdown,231,76782446.32
2015_Floods,2018,2,expended,89,21546861.98
2015_Floods,2018,2,obligated,69,49216.65
2015_Floods,2018,2,unknown,64,824511232.89
2015_Floods,2018,2,budget,43,188574859.26
2016_Floods,2018,2,drawdown,28,250597928.64
2016_Floods,2018,2,unknown,23,1657462505.82
2016_Floods,2018,2,obligated,5,166666.91
2016_Floods,2018,2,expended,5,929044.91
2016_Floods,2018,2,budget,3,272272600.0
Hurricane_Ike,2018,2,drawdown,3063,6474353873.37
Hurricane_Ike,2018,2,unknown,1194,8715262502.62
Hurricane_Ike,2018,2,obligated,1066,2694353754.99
Hurricane_Ike,2018,2,expended,830,80327684054641.73
Hurricane_Ike,2018,2,budget,564,39626446058120.66
Wildfire_I,2018,2,drawdown,89,68467222.26
Wildfire_I,2018,2,expended,34,13803091.13
Wildfire_I,2018,2,obligated,30,1137635.07
Wildfire_I,2018,2,unknown,19,6263952003897.89
Wildfire_I,2018,2,budget,19,144726499.64
2015_Floods,2018,3,drawdown,197,72467753.01
2015_Floods,2018,3,expended,85,18881405.31
2015_Floods,2018,3,unknown,66,837977015.26
2015_Floods,2018,3,obligated,55,45241078.39
2015_Floods,2018,3,budget,37,232921349.20000002
2016_Floods,2018,3,drawdown,87,270976583.55
2016_Floods,2018,3,unknown,61,1724623738.58
2016_Floods,2018,3,expended,30,28530462.38
2016_Floods,2018,3,obligated,22,459406.2
2016_Floods,2018,3,budget,12,299853144.76
Harvey_57M_Performance,2018,3,drawdown,37,61008435.78
Harvey_57M_Performance,2018,3,unknown,13,24703351.96
Harvey_57M_Performance,2018,3,expended,8,291675.98
Harvey_57M_Performance,2018,3,obligated,6,0.0
Harvey_57M_Performance,2018,3,budget,4,60690000.0
Harvey_5B_Performance,2018,3,drawdown,25,5034707919.91
Harvey_5B_Performance,2018,3,unknown,15,2263992029.94
Harvey_5B_Performance,2018,3,expended,5,6124184.7
Harvey_5B_Performance,2018,3,obligated,3,0.0
Harvey_5B_Performance,2018,3,budget,3,5063104619.6
Hurricane_Ike,2018,3,drawdown,3227,6976079030.83
Hurricane_Ike,2018,3,expended,1124,37194768985763.86
Hurricane_Ike,2018,3,obligated,1007,15749286.85
Hurricane_Ike,2018,3,unknown,802,11184238298.039999
Hurricane_Ike,2018,3,budget,573,4937711612.22
Wildfire_I,2018,3,drawdown,89,66316296.69
Wildfire_I,2018,3,expended,34,1136495914336.27
Wildfire_I,2018,3,obligated,29,9057.119999999999
Wildfire_I,2018,3,unknown,18,6263951997947.85
Wildfire_I,2018,3,budget,18,113720228.31
2015_Floods,2018,4,drawdown,181,136120587.77
2015_Floods,2018,4,unknown,75,837878360.35
2015_Floods,2018,4,expended,64,5539333.14
2015_Floods,2018,4,obligated,56,7250193.279999999
2015_Floods,2018,4,budget,39,215304426.98
2016_Floods,2018,4,drawdown,232,304648374.06
2016_Floods,2018,4,unknown,88,1703838492.75
2016_Floods,2018,4,obligated,71,33055711.14
2016_Floods,2018,4,expended,70,34677745.980000004
2016_Floods,2018,4,budget,40,372853644.14
Harvey_57M_Performance,2018,4,drawdown,42,145331735.76
Harvey_57M_Performance,2018,4,unknown,13,25573842.12
Harvey_57M_Performance,2018,4,expended,13,42603996.28
Harvey_57M_Performance,2018,4,obligated,7,43465600.0
Harvey_57M_Performance,2018,4,budget,7,106176288.0
Harvey_5B_Performance,2018,4,drawdown,27,5069295453.4
Harvey_5B_Performance,2018,4,unknown,18,2444035566.26
Harvey_5B_Performance,2018,4,expended,6,23734092.69
Harvey_5B_Performance,2018,4,budget,6,5259981467.46
Harvey_5B_Performance,2018,4,obligated,5,15500000.0
Hurricane_Ike,2018,4,drawdown,2722,6070118803.06
Hurricane_Ike,2018,4,expended,962,86527490121266.86
Hurricane_Ike,2018,4,obligated,896,13573880.76
Hurricane_Ike,2018,4,unknown,585,9852149015.74
Hurricane_Ike,2018,4,budget,480,4662792540.02
Wildfire_I,2018,4,drawdown,113,93223656.71000001
Wildfire_I,2018,4,obligated,37,270999.74
Wildfire_I,2018,4,expended,35,5193305104746.37
Wildfire_I,2018,4,unknown,23,6263953241787.85
Wildfire_I,2018,4,budget,22,142930637.02
2015_Floods,2019,1,drawdown,282,122124071.62
2015_Floods,2019,1,expended,103,87014691.59
2015_Floods,2019,1,unknown,84,829701150.48
2015_Floods,2019,1,obligated,77,11423698.62
2015_Floods,2019,1,budget,56,247094618.85
2016_Floods,2019,1,drawdown,92,429123789.94
2016_Floods,2019,1,unknown,73,1850386939.81
2016_Floods,2019,1,expended,40,274490434.39
2016_Floods,2019,1,obligated,28,33423116.88
2016_Floods,2019,1,budget,16,325731361.84
Harvey_5B_Performance,2019,1,drawdown,44,4500503532635.08
Harvey_5B_Performance,2019,1,unknown,27,2491847243.03
Harvey_5B_Performance,2019,1,expended,10,168637786.82
Harvey_5B_Performance,2019,1,budget,8,5441425000.0
Harvey_5B_Performance,2019,1,obligated,5,18000000.0
Hurricane_Ike,2019,1,drawdown,2344,6103414408.13
Hurricane_Ike,2019,1,expended,841,65703858886403.07
Hurricane_Ike,2019,1,obligated,761,16655723.54
Hurricane_Ike,2019,1,unknown,619,10153768118.42
Hurricane_Ike,2019,1,budget,411,4515449744.31
Wildfire_I,2019,1,drawdown,109,91848695.85
Wildfire_I,2019,1,expended,36,15579907.06
Wildfire_I,2019,1,obligated,33,1084.81
Wildfire_I,2019,1,budget,22,142930215.42000002
Wildfire_I,2019,1,unknown,20,6263952155195.89
2015_Floods,2019,2,drawdown,280,109166039.07
2015_Floods,2019,2,expended,98,1068742034197.9299
2015_Floods,2019,2,unknown,91,857952685.38
2015_Floods,2019,2,obligated,79,462098.99
2015_Floods,2019,2,budget,51,252189196.07
2016_Floods,2019,2,drawdown,213,341726260.33
2016_Floods,2019,2,unknown,95,2022568136.53
2016_Floods,2019,2,expended,85,33096388.83
2016_Floods,2019,2,obligated,79,452596.05
2016_Floods,2019,2,budget,61,426269725.84
Harvey_57M_Performance,2019,2,drawdown,68,112151463.23
Harvey_57M_Performance,2019,2,expended,29,12329888.94
Harvey_57M_Performance,2019,2,unknown,27,73053192.17999999
Harvey_57M_Performance,2019,2,obligated,26,453398.78
Harvey_57M_Performance,2019,2,budget,15,79463283.14
Harvey_5B_Performance,2019,2,drawdown,1309,5077588216.58
Harvey_5B_Performance,2019,2,expended,509,1345174746553.92
Harvey_5B_Performance,2019,2,obligated,468,13945788.95
Harvey_5B_Performance,2019,2,unknown,251,9586164552.25
Harvey_5B_Performance,2019,2,budget,196,8066489944.96
Hurricane_Ike,2019,2,drawdown,7107,13173222454.65
Hurricane_Ike,2019,2,obligated,2793,2835626895.1099997
Hurricane_Ike,2019,2,unknown,2319,8751434167.98
Hurricane_Ike,2019,2,expended,1994,177476990614928.06
Hurricane_Ike,2019,2,budget,1390,5447574298.71
Wildfire_I,2019,2,drawdown,130,22595372628.86
Wildfire_I,2019,2,expended,37,15767135.03
Wildfire_I,2019,2,obligated,34,1011.63
Wildfire_I,2019,2,unknown,25,6263978405527.79
Wildfire_I,2019,2,budget,22,147972248.55
2015_Floods,2019,3,drawdown,223,113102566.5
2015_Floods,2019,3,expended,88,6328258.15
2015_Floods,2019,3,unknown,87,823974604.62
2015_Floods,2019,3,obligated,68,1219332.72
2015_Floods,2019,3,budget,53,251806357.38
2016_Floods,2019,3,drawdown,254,358716398.79
2016_Floods,2019,3,unknown,95,1646178952.32
2016_Floods,2019,3,expended,94,36364270.2
2016_Floods,2019,3,obligated,72,699648.98
2016_Floods,2019,3,budget,60,410205563.94
Harvey_57M_Performance,2019,3,drawdown,41,196832584.74
Harvey_57M_Performance,2019,3,unknown,31,111102653.28
Harvey_57M_Performance,2019,3,expended,14,22527485.22
Harvey_57M_Performance,2019,3,obligated,8,1489382.96
Harvey_57M_Performance,2019,3,budget,6,133712208.0
Harvey_5B_Performance,2019,3,unknown,1730,7.45974287947332e+17
Harvey_5B_Performance,2019,3,drawdown,681,3.212785896497714e+17
Harvey_5B_Performance,2019,3,expended,264,2.102884160208644e+17
Harvey_5B_Performance,2019,3,obligated,147,387099147.74
Harvey_5B_Performance,2019,3,budget,121,16697219677.86
Hurricane_Ike,2019,3,drawdown,2605,5480432077.17
Hurricane_Ike,2019,3,unknown,983,8319117825.82
Hurricane_Ike,2019,3,obligated,871,11491973.0
Hurricane_Ike,2019,3,expended,719,87099160531434.55
Hurricane_Ike,2019,3,budget,509,4613627186.440001
Wildfire_I,2019,3,drawdown,80,58880344.23
Wildfire_I,2019,3,expended,31,11285606.94
Wildfire_I,2019,3,obligated,28,3185.2999999999997
Wildfire_I,2019,3,unknown,22,35732467.9
Wildfire_I,2019,3,budget,21,149932948.63
2015_Floods,2019,4,drawdown,514,159187900.38
2015_Floods,2019,4,expended,186,10261934.62
2015_Floods,2019,4,obligated,166,1626514.6
2015_Floods,2019,4,unknown,153,352029594625.79
2015_Floods,2019,4,budget,111,295508480.44
2016_Floods,2019,4,drawdown,511,444899366.08
2016_Floods,2019,4,expended,199,4749954874678.03
2016_Floods,2019,4,obligated,180,1967652.21
2016_Floods,2019,4,unknown,176,1667768686.3
2016_Floods,2019,4,budget,120,432630338.59
Harvey_57M_ActionPlan,2019,4,budget,14,234251840.0
Harvey_57M_ActionPlan,2019,4,unknown,6,11155500.0
Harvey_57M_ActionPlan,2019,4,drawdown,2,30425920.0
Harvey_57M_Performance,2019,4,drawdown,49,208829789.77
Harvey_57M_Performance,2019,4,unknown,33,93482709.74
Harvey_57M_Performance,2019,4,budget,21,355793680.0
Harvey_57M_Performance,2019,4,expended,12,11796756.16
Harvey_57M_Performance,2019,4,obligated,11,44627339.9
Harvey_5B_ActionPlan,2019,4,budget,439,3128973100.71
Harvey_5B_ActionPlan,2019,4,unknown,215,3.430038465707014e+16
Harvey_5B_Performance,2019,4,unknown,3926,15728600275.33
Harvey_5B_Performance,2019,4,drawdown,1518,1.1691343108431842e+16
Harvey_5B_Performance,2019,4,expended,612,146246471843134.6
Harvey_5B_Performance,2019,4,obligated,371,10408669.719999999
Harvey_5B_Performance,2019,4,budget,209,10491164463.35
Hurricane_Ike,2019,4,drawdown,1609,3265861679084.58
Hurricane_Ike,2019,4,unknown,676,11045876509.17
Hurricane_Ike,2019,4,obligated,511,10375667.89
Hurricane_Ike,2019,4,expended,414,31701689488075.9
Hurricane_Ike,2019,4,budget,287,4076325123.6800003
Wildfire_I,2019,4,drawdown,74,18226253.48
Wildfire_I,2019,4,expended,44,7953548935675.72
Wildfire_I,2019,4,budget,7,72907455.07
Wildfire_I,2019,4,obligated,1,730.92
2015_Floods,2020,1,drawdown,484,153205429.87
2015_Floods,2020,1,expended,174,9228789.74
2015_Floods,2020,1,unknown,153,849867768.81
2015_Floods,2020,1,obligated,145,708671.95
2015_Floods,2020,1,budget,123,316772227.49
2016_Floods,2020,1,drawdown,461,425912717.1
2016_Floods,2020,1,unknown,177,65055449043.96
2016_Floods,2020,1,expended,171,92372371486.65
2016_Floods,2020,1,obligated,142,1769251.35
2016_Floods,2020,1,budget,127,430402164.98
Harvey_57M_ActionPlan,2020,1,budget,10,219473536.0
Harvey_57M_ActionPlan,2020,1,drawdown,9,86931200.0
Harvey_57M_Performance,2020,1,drawdown,48,286159353.4
Harvey_57M_Performance,2020,1,unknown,26,139005462.42
Harvey_57M_Performance,2020,1,expended,13,21846872.73
Harvey_57M_Performance,2020,1,obligated,11,26876660.0
Harvey_57M_Performance,2020,1,budget,9,115600000.0
Harvey_5B_ActionPlan,2020,1,unknown,132,7868197525.99
Harvey_5B_ActionPlan,2020,1,budget,35,1351260108.58
Harvey_5B_Performance,2020,1,unknown,7353,25446231101.57
Harvey_5B_Performance,2020,1,drawdown,2771,2.44534483387584e+16
Harvey_5B_Performance,2020,1,expended,1034,1174802929180388.0
Harvey_5B_Performance,2020,1,obligated,605,44004186.79
Harvey_5B_Performance,2020,1,budget,385,13018296305.75
Hurricane_Ike,2020,1,drawdown,1406,4791543059.84
Hurricane_Ike,2020,1,unknown,613,8034191956.97
Hurricane_Ike,2020,1,obligated,477,5468386.87
Hurricane_Ike,2020,1,expended,364,29285115593459.26
Hurricane_Ike,2020,1,budget,291,4391681301.34
Wildfire_I,2020,1,drawdown,87,69431205.59
Wildfire_I,2020,1,expended,31,11302942.64
Wildfire_I,2020,1,obligated,27,2788.07
Wildfire_I,2020,1,unknown,23,10888360.38
Wildfire_I,2020,1,budget,22,146650217.35
2015_Floods,2020,2,drawdown,507,391522693368748.0
2015_Floods,2020,2,expended,183,1515351878104.14
2015_Floods,2020,2,unknown,182,856357698.72
2015_Floods,2020,2,obligated,156,3017534.55
2015_Floods,2020,2,budget,112,292117334.12
2016_Floods,2020,2,drawdown,432,413470522.6
2016_Floods,2020,2,expended,175,9916571331755.15
2016_Floods,2020,2,unknown,166,1658255325.71
2016_Floods,2020,2,obligated,152,1722245.1099999999
2016_Floods,2020,2,budget,101,385054399.55
Expenditure_Reports,2020,2,unknown,65,6980590760.0
Harvey_57M_ActionPlan,2020,2,budget,14,260331200.0
Harvey_57M_ActionPlan,2020,2,unknown,5,11155500.0
Harvey_57M_ActionPlan,2020,2,drawdown,2,43465600.0
Harvey_57M_Performance,2020,2,drawdown,43,196565109.04
Harvey_57M_Performance,2020,2,unknown,28,139269986.41
Harvey_57M_Performance,2020,2,expended,11,8158348728632.11
Harvey_57M_Performance,2020,2,obligated,10,2006019.07
Harvey_57M_Performance,2020,2,budget,7,60690000.0
Harvey_5B_ActionPlan,2020,2,unknown,146,7852065757.380268
Harvey_5B_ActionPlan,2020,2,budget,34,1137754481.76
Harvey_5B_Performance,2020,2,unknown,5400,1.3033670272193414e+17
Harvey_5B_Performance,2020,2,drawdown,2130,1.6860635805515212e+16
Harvey_5B_Performance,2020,2,expended,896,1827144730677939.8
Harvey_5B_Performance,2020,2,obligated,508,219608827.02
Harvey_5B_Performance,2020,2,budget,340,10841589938.26
Hurricane_Ike,2020,2,drawdown,1221,5285830368.48
Hurricane_Ike,2020,2,expended,425,62889025071891.34
Hurricane_Ike,2020,2,obligated,387,2515833.57
Hurricane_Ike,2020,2,unknown,339,9674425979.789999
Hurricane_Ike,2020,2,budget,213,4283591761.6000004
Wildfire_I,2020,2,drawdown,97,74589667.29
Wildfire_I,2020,2,expended,36,1427183711567.53
Wildfire_I,2020,2,unknown,33,4933509.86
Wildfire_I,2020,2,obligated,33,531342.61
Wildfire_I,2020,2,budget,21,142733928.98999998
2015_Floods,2020,3,drawdown,515,187785345.0
2015_Floods,2020,3,expended,188,1751985375343.05
2015_Floods,2020,3,unknown,181,848529762.7
2015_Floods,2020,3,obligated,157,4180782.43
2015_Floods,2020,3,budget,115,302344942.74
2016_Floods,2020,3,drawdown,460,455463648.07
2016_Floods,2020,3,expended,191,1146236428970.52
2016_Floods,2020,3,unknown,181,1639932378.01
2016_Floods,2020,3,obligated,159,2873315.7
2016_Floods,2020,3,budget,117,401999267.21999997
Expenditure_Reports,2020,3,unknown,62,6311510451.0
Harvey_57M_ActionPlan,2020,3,budget,14,260331200.0
Harvey_57M_ActionPlan,2020,3,unknown,5,11155500.0
Harvey_57M_ActionPlan,2020,3,drawdown,2,43465600.0
Harvey_57M_Performance,2020,3,drawdown,45,213288116.56
Harvey_57M_Performance,2020,3,unknown,26,149567747.07
Harvey_57M_Performance,2020,3,expended,11,13289077.190000001
Harvey_57M_Performance,2020,3,budget,9,115600000.0
Harvey_57M_Performance,2020,3,obligated,8,0.0
Harvey_5B_ActionPlan,2020,3,unknown,165,7911372882.910268
Harvey_5B_ActionPlan,2020,3,budget,33,1178908913.79
Harvey_5B_Performance,2020,3,unknown,3879,18223330051.670002
Harvey_5B_Performance,2020,3,drawdown,2112,1.4599973026467672e+16
Harvey_5B_Performance,2020,3,expended,1063,2520758736514084.0
Harvey_5B_Performance,2020,3,obligated,525,178360646.16
Harvey_5B_Performance,2020,3,budget,440,12170245013.77
Hurricane_Ike,2020,3,drawdown,1415,3277584350676.9
Hurricane_Ike,2020,3,expended,506,69515153988064.14
Hurricane_Ike,2020,3,obligated,456,2486448.63
Hurricane_Ike,2020,3,unknown,368,10706481153.84
Hurricane_Ike,2020,3,budget,262,3959341570.1400003
Wildfire_I,2020,3,drawdown,86,71051156.78
Wildfire_I,2020,3,expended,30,2933626062943.1
Wildfire_I,2020,3,unknown,26,9119680.7
Wildfire_I,2020,3,obligated,22,635.84
Wildfire_I,2020,3,budget,17,118995991.45
2015_Floods,2020,4,drawdown,447,159211389.69
2015_Floods,2020,4,expended,207,30910348.31
2015_Floods,2020,4,unknown,198,964998298.78
2015_Floods,2020,4,obligated,172,4337335.91
2015_Floods,2020,4,budget,71,264084160.92000002
2016_Floods,2020,4,drawdown,382,374092916.98
2016_Floods,2020,4,unknown,215,394267772888023.8
2016_Floods,2020,4,expended,181,6449145697214.75
2016_Floods,2020,4,obligated,156,4098751.2399999998
2016_Floods,2020,4,budget,61,351942084.76
Expenditure_Reports,2020,4,unknown,73,7041488452.0
Harvey_57M_ActionPlan,2020,4,unknown,189,6755068086.030268
Harvey_57M_ActionPlan,2020,4,budget,167,0.0
Harvey_57M_Performance,2020,4,unknown,26,91236647.26
Harvey_57M_Performance,2020,4,drawdown,19,81689242.98
Harvey_57M_Performance,2020,4,expended,13,10996898.16
Harvey_57M_Performance,2020,4,obligated,6,27570.43
Harvey_57M_Performance,2020,4,budget,4,59820688.0
Harvey_5B_ActionPlan,2020,4,unknown,189,6755068086.030268
Harvey_5B_ActionPlan,2020,4,budget,167,0.0
Harvey_5B_Performance,2020,4,unknown,6430,12059759380.105068
Harvey_5B_Performance,2020,4,drawdown,2107,6681848474.06
Harvey_5B_Performance,2020,4,expended,1469,24799332079719.92
Harvey_5B_Performance,2020,4,obligated,708,147979818.0
Harvey_5B_Performance,2020,4,budget,285,10411738796.95
Hurricane_Ike,2020,4,drawdown,1237,4196992941.68
Hurricane_Ike,2020,4,expended,486,53464091050668.22
Hurricane_Ike,2020,4,unknown,484,5868195033.32
Hurricane_Ike,2020,4,budget,141,6393504805.66
Hurricane_Ike,2020,4,obligated,1,1343991.44
Wildfire_I,2020,4,drawdown,57,54564662.62
Wildfire_I,2020,4,expended,36,1427297355142.47
Wildfire_I,2020,4,unknown,27,42870239.38
Wildfire_I,2020,4,obligated,24,436265.59
Wildfire_I,2020,4,budget,14,109954544.69
2015_Floods,2021,1,drawdown,356,139011300.24
2015_Floods,2021,1,expended,152,1821795797725.71
2015_Floods,2021,1,unknown,148,900700328.55
2015_Floods,2021,1,obligated,131,2295779.61
2015_Floods,2021,1,budget,62,263514000.12
2016_Floods,2021,1,drawdown,399,376999533.79
2016_Floods,2021,1,unknown,215,18610344444.14
2016_Floods,2021,1,expended,181,8576138323893.82
2016_Floods,2021,1,obligated,155,4556855.59
2016_Floods,2021,1,budget,66,364472944.35
Harvey_57M_ActionPlan,2021,1,budget,72,241486088.0
Harvey_57M_ActionPlan,2021,1,drawdown,9,43465600.0
Harvey_57M_ActionPlan,2021,1,unknown,5,100.0
Harvey_57M_Performance,2021,1,unknown,30,132529643.74
Harvey_57M_Performance,2021,1,drawdown,20,87721987.73
Harvey_57M_Performance,2021,1,expended,14,22041819.97
Harvey_57M_Performance,2021,1,obligated,5,868554.76
Harvey_57M_Performance,2021,1,budget,3,59820688.0
Harvey_5B_ActionPlan,2021,1,unknown,198,6755079656.25636
Harvey_5B_ActionPlan,2021,1,budget,168,458036.62
Harvey_5B_Performance,2021,1,unknown,6365,33652088154.33116
Harvey_5B_Performance,2021,1,drawdown,1853,1960702960849.21
Harvey_5B_Performance,2021,1,expended,1260,26499394446111.34
Harvey_5B_Performance,2021,1,obligated,586,67420172.67
Harvey_5B_Performance,2021,1,budget,277,14759205150.23
Hurricane_Ike,2021,1,drawdown,1027,4955824931.49
Hurricane_Ike,2021,1,expended,877,21611240305095.77
Hurricane_Ike,2021,1,unknown,801,10383526016.3
Hurricane_Ike,2021,1,obligated,345,2783568.15
Hurricane_Ike,2021,1,budget,131,4193494171.9700003
Mitigation_ActionPlan,2021,1,budget,41,16823840330.0
Mitigation_ActionPlan,2021,1,unknown,21,0
Mitigation_ActionPlan,2021,1,drawdown,4,0.0
Mitigation_Performance,2021,1,drawdown,233,5015526491.1
Mitigation_Performance,2021,1,unknown,139,3266211194.63
Mitigation_Performance,2021,1,obligated,113,630261.72
Mitigation_Performance,2021,1,expended,113,4011922039.34
Mitigation_Performance,2021,1,budget,40,6232588660.0
Wildfire_I,2021,1,drawdown,78,65026771.96
Wildfire_I,2021,1,expended,41,1427479560539.14
Wildfire_I,2021,1,unknown,37,51247894.42
Wildfire_I,2021,1,obligated,32,903318.61
Wildfire_I,2021,1,budget,17,138708539.23
2015_Floods,2021,2,drawdown,452,167717271.2
2015_Floods,2021,2,unknown,204,143102374162.7
2015_Floods,2021,2,expended,188,3440597282614.45
2015_Floods,2021,2,obligated,169,2069891.59
2015_Floods,2021,2,budget,83,288604868.63
2016_Floods,2021,2,drawdown,502,454760090.99
2016_Floods,2021,2,unknown,237,1740451576.24
2016_Floods,2021,2,expended,198,9457583094085.14
2016_Floods,2021,2,obligated,177,7389786.93
2016_Floods,2021,2,budget,103,512491071.06
2019_Disasters_Performance,2021,2,drawdown,183,496058342.28999996
2019_Disasters_Performance,2021,2,expended,63,0.0
2019_Disasters_Performance,2021,2,obligated,35,0.0
2019_Disasters_Performance,2021,2,unknown,33,68815500.0
2019_Disasters_Performance,2021,2,budget,19,144128100.0
Harvey_57M_ActionPlan,2021,2,budget,74,241486088.0
Harvey_57M_ActionPlan,2021,2,drawdown,10,43465600.0
Harvey_57M_ActionPlan,2021,2,unknown,5,100.0
Harvey_57M_Performance,2021,2,unknown,29,118721341.36
Harvey_57M_Performance,2021,2,drawdown,25,134350029.68
Harvey_57M_Performance,2021,2,expended,14,12905184.860000001
Harvey_57M_Performance,2021,2,obligated,4,0.0
Harvey_57M_Performance,2021,2,budget,3,59820688.0
Harvey_5B_ActionPlan,2021,2,unknown,193,6753473310.25636
Harvey_5B_ActionPlan,2021,2,budget,170,128581587.62
Harvey_5B_Performance,2021,2,unknown,5841,31674349493.48129
Harvey_5B_Performance,2021,2,drawdown,1609,269617376688.93
Harvey_5B_Performance,2021,2,expended,1151,1592741696831.19
Harvey_5B_Performance,2021,2,obligated,526,64515792.58
Harvey_5B_Performance,2021,2,budget,253,13931734846.74
Hurricane_Ike,2021,2,drawdown,621,3844065812.31
Hurricane_Ike,2021,2,expended,327,25896112241428.71
Hurricane_Ike,2021,2,unknown,274,8238269582.95
Hurricane_Ike,2021,2,obligated,260,3647123.19
Hurricane_Ike,2021,2,budget,101,3667815638.88
Mitigation_Performance,2021,2,unknown,32,2834579010.0
Mitigation_Performance,2021,2,drawdown,2,4297189000.0
Mitigation_Performance,2021,2,budget,1,4297189000.0
Wildfire_I,2021,2,unknown,22,25793695.47
Wildfire_I,2021,2,drawdown,11,61570355.07
Wildfire_I,2021,2,expended,8,21677257.06
Wildfire_I,2021,2,budget,6,124372688.32000001
2015_Floods,2021,3,drawdown,363,150981644.83
2015_Floods,2021,3,unknown,170,1023511574727.71
2015_Floods,2021,3,expended,160,7021027738728.39
2015_Floods,2021,3,obligated,146,2494305.72
2015_Floods,2021,3,budget,66,263847690.06
2016_Floods,2021,3,drawdown,499,403255622.27
2016_Floods,2021,3,unknown,248,738479884303.42
2016_Floods,2021,3,expended,220,6864312208772.96
2016_Floods,2021,3,obligated,192,2138837.74
2016_Floods,2021,3,budget,110,473315220.88
2018_Floods_ActionPlan,2021,3,unknown,16,163578000.0
2018_Floods_ActionPlan,2021,3,budget,8,108417000.0
2018_Floods_Performance,2021,3,unknown,440,398187680.7
2018_Floods_Performance,2021,3,drawdown,125,117932633.94
2018_Floods_Performance,2021,3,expended,84,93485309.22
2018_Floods_Performance,2021,3,obligated,31,310988.47
2018_Floods_Performance,2021,3,budget,20,336698086.44
2019_Disasters_ActionPlan,2021,3,unknown,24,0
2019_Disasters_ActionPlan,2021,3,budget,8,78714100.0
2019_Disasters_ActionPlan,2021,3,drawdown,4,10637050.0
2019_Disasters_Performance,2021,3,drawdown,173,250943317.25
2019_Disasters_Performance,2021,3,unknown,81,8671802447.27
2019_Disasters_Performance,2021,3,expended,76,56865369.58
2019_Disasters_Performance,2021,3,obligated,56,831137.17
2019_Disasters_Performance,2021,3,budget,27,5150690300.0
Harvey_57M_ActionPlan,2021,3,budget,76,220215941.93
Harvey_57M_ActionPlan,2021,3,drawdown,17,22329728.0
Harvey_57M_ActionPlan,2021,3,unknown,10,200.0
Harvey_57M_Performance,2021,3,drawdown,118,155662589.23
Harvey_57M_Performance,2021,3,expended,54,53394067.13
Harvey_57M_Performance,2021,3,unknown,45,156450496.84
Harvey_57M_Performance,2021,3,obligated,34,5860.54
Harvey_57M_Performance,2021,3,budget,19,88613179.02
Harvey_5B_ActionPlan,2021,3,budget,175,129297814.78
Harvey_5B_ActionPlan,2021,3,unknown,144,6789118794.62
Harvey_5B_Performance,2021,3,unknown,6409,37215143748.28
Harvey_5B_Performance,2021,3,drawdown,1774,11668902869.66
Harvey_5B_Performance,2021,3,expended,1257,16252801016591.49
Harvey_5B_Performance,2021,3,obligated,559,115369716.73
Harvey_5B_Performance,2021,3,budget,260,12000294230.16
Hurricane_Ike,2021,3,drawdown,634,4096252281.42
Hurricane_Ike,2021,3,expended,279,13823782941275.01
Hurricane_Ike,2021,3,obligated,208,1945570.67
Hurricane_Ike,2021,3,unknown,182,13633135735.199999
Hurricane_Ike,2021,3,budget,86,3575021150.9300003
Mitigation_ActionPlan,2021,3,budget,57,4297189000.0
Mitigation_ActionPlan,2021,3,unknown,48,8599030000.0
Mitigation_Performance,2021,3,unknown,422,3642260840.09
Mitigation_Performance,2021,3,drawdown,200,1388767535.26
Mitigation_Performance,2021,3,expended,173,1719658853.1
Mitigation_Performance,2021,3,obligated,69,2167858.12
Mitigation_Performance,2021,3,budget,31,5159559900.0
Wildfire_I,2021,3,drawdown,94,108164090.26
Wildfire_I,2021,3,expended,47,3894432902386.11
Wildfire_I,2021,3,obligated,40,762.94
Wildfire_I,2021,3,unknown,36,86835303.39
Wildfire_I,2021,3,budget,19,98192507.92
2015_Floods,2021,4,drawdown,354,141641181.78
2015_Floods,2021,4,unknown,169,983214712.46
2015_Floods,2021,4,expended,145,4015036770411.73
2015_Floods,2021,4,obligated,139,1261342.16
2015_Floods,2021,4,budget,67,263043325.09
2016_Floods,2021,4,drawdown,445,470582501.53
2016_Floods,2021,4,unknown,241,1368740105095.02
2016_Floods,2021,4,expended,201,7633494238025.67
