category,disaster_code,year,quarter,n_documents,page_count,file_size_bytes,n_activity_pages,n_activities,money_sum_amount_usd_budget,money_sum_amount_usd_drawdown,money_sum_amount_usd_expended,money_sum_amount_usd_obligated,money_sum_amount_usd_unknown,entity_CARDINAL,entity_DAMAGE_METRIC,entity_DATE,entity_DISASTER,entity_EVENT,entity_FAC,entity_FEMA_DECLARATION,entity_GPE,entity_LANGUAGE,entity_LAW,entity_LOC,entity_MONEY,entity_NORP,entity_ORDINAL,entity_ORG,entity_PERCENT,entity_PERSON,entity_PRODUCT,entity_PROGRAM,entity_QUANTITY,entity_QUARTER,entity_RAINFALL,entity_TIME,entity_TX_COUNTY,entity_WIND_SPEED,entity_WORK_OF_ART,act_n_unique_activities,act_n_activity_documents,act_n_counties,act_n_cities,act_mean_benef_lmi_percent,act_sum_budget_usd,act_sum_obligated_usd,act_sum_drawdown_usd,act_sum_expended_usd,act_sum_benef_persons_this_period,act_sum_benef_persons_total_actual,act_sum_benef_persons_total_expected,act_sum_benef_households_this_period,act_sum_benef_households_total_actual,act_sum_benef_households_total_expected,act_sum_benef_owner_households_this_period,act_sum_benef_owner_households_total_actual,act_sum_benef_owner_households_total_expected,act_sum_benef_renter_households_this_period,act_sum_benef_renter_households_total_actual,act_sum_benef_renter_households_total_expected,act_sum_benef_jobs_created_this_period,act_sum_benef_jobs_created_total_actual,act_sum_benef_jobs_created_total_expected,act_sum_benef_jobs_retained_this_period,act_sum_benef_jobs_retained_total_actual,act_sum_benef_jobs_retained_total_expected,act_sum_benef_housing_units_this_period,act_sum_benef_housing_units_total_actual,act_sum_benef_housing_units_total_expected,act_n_status_cancelled,act_n_status_completed,act_n_status_under_way,act_n_status_unknown,act_n_type_acquisition_buyout,act_n_type_administration,act_n_type_housing,act_n_type_infrastructure,act_n_type_other,act_n_type_planning,act_n_type_unknown,act_completion_rate,severity_rainfall_inches_max_value,severity_wind_speed_mph_max_value,severity_rainfall_inches_n_mentions,severity_wind_speed_mph_n_mentions
2015_Floods,15f,2022,2,1,87,272133,84,42,270413546.71,136221377.21,4603455630200.76,1166.48,990898432.94,227.0,2.0,264.0,1.0,5.0,82.0,5.0,91.0,0.0,0.0,12.0,808.0,2.0,9.0,442.0,14.0,74.0,10.0,15.0,15.0,0.0,2.0,0.0,128.0,0.0,3.0,42.0,1.0,8.0,25.0,,40406874.9,1166.48,34717490.89,4603453150183.15,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,42.0,0.0,4.0,1.0,3.0,26.0,7.0,1.0,0.0,0.0,,,2.0,
2015_Floods,15f,2022,3,1,75,245163,72,36,257593701.76,107418168.22,5044605474170.83,0.0,979577909.0,168.0,1.0,235.0,1.0,4.0,76.0,5.0,78.0,0.0,1.0,9.0,658.0,1.0,3.0,372.0,15.0,63.0,5.0,13.0,16.0,0.0,2.0,0.0,110.0,0.0,2.0,36.0,1.0,7.0,20.0,,36135038.48,0.0,20300124.18,5044604619757.37,,,,,,,,,,,,,,,,,,,,,,0.0,5.0,31.0,0.0,4.0,2.0,2.0,21.0,6.0,1.0,0.0,0.1388888888888889,,,2.0,
2015_Floods,15f,2022,4,1,34,146493,30,15,233340800.87,91775066.66,10049488.26,0.0,34926674874944.574,65.0,0.0,141.0,3.0,2.0,14.0,5.0,40.0,0.0,0.0,2.0,341.0,0.0,1.0,167.0,11.0,15.0,3.0,7.0,10.0,0.0,3.0,0.0,49.0,0.0,0.0,15.0,1.0,4.0,9.0,,14796557.04,0.0,4357353.24,8650665.93,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,15.0,0.0,2.0,2.0,0.0,7.0,3.0,1.0,0.0,0.0,1.0,,3.0,
2015_Floods,15f,2023,1,1,21,117299,18,9,230870674.72,87027052.5,9701219.65,0.0,941770926.62,50.0,0.0,62.0,3.0,2.0,10.0,5.0,25.0,0.0,0.0,1.0,226.0,0.0,1.0,125.0,11.0,7.0,7.0,3.0,4.0,0.0,2.0,0.0,33.0,0.0,0.0,9.0,1.0,3.0,6.0,,13638314.66,0.0,4835267.15,8453776.74,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,9.0,0.0,1.0,1.0,1.0,3.0,2.0,1.0,0.0,0.0,,,2.0,
2015_Floods,15f,2023,2,1,21,115673,18,9,230499749.13,75103942.81,2047846399171.16,0.0,1010033191.18,56.0,0.0,41.0,3.0,2.0,12.0,5.0,27.0,0.0,0.0,1.0,235.0,0.0,1.0,120.0,11.0,12.0,2.0,0.0,3.0,0.0,2.0,0.0,30.0,0.0,1.0,9.0,1.0,2.0,7.0,,13367389.07,0.0,476072.30999999994,2047845815691.59,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,9.0,0.0,1.0,2.0,0.0,5.0,0.0,1.0,0.0,0.0,,,2.0,
2015_Floods,15f,2023,3,1,115,335913,112,56,278761109.44,145263503.45,5285814008845.23,1165186.54,1063542376.61,181.0,1.0,270.0,2.0,3.0,60.0,5.0,86.0,0.0,0.0,5.0,1017.0,6.0,9.0,523.0,17.0,74.0,5.0,10.0,18.0,0.0,3.0,0.0,127.0,0.0,4.0,56.0,1.0,7.0,37.0,,42634351.230000004,1165186.54,36133277.94,5285808465717.9795,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,56.0,0.0,3.0,5.0,5.0,35.0,7.0,1.0,0.0,0.0,1.0,,3.0,
2015_Floods,15f,2024,1,1,41,164027,38,19,247337013.28,96085304.11,6615955051590.39,19952.5,1012004652.18,68.0,1.0,148.0,1.0,1.0,18.0,5.0,27.0,0.0,0.0,2.0,405.0,0.0,3.0,207.0,15.0,20.0,2.0,7.0,5.0,0.0,2.0,0.0,65.0,0.0,0.0,19.0,1.0,4.0,10.0,,23605480.39,19952.5,12800088.98,6615954886427.99,,,,,,,,,,,,,,,,,,,,,,0.0,2.0,17.0,0.0,3.0,1.0,3.0,7.0,4.0,1.0,0.0,0.10526315789473684,,,2.0,
2015_Floods,15f,2024,2,1,81,261937,78,39,257114442.85,118760130.17,11110628934054.25,1858.83,948131270.43,178.0,1.0,211.0,1.0,2.0,45.0,5.0,71.0,0.0,1.0,4.0,728.0,2.0,6.0,375.0,18.0,55.0,3.0,12.0,10.0,0.0,2.0,0.0,108.0,0.0,3.0,39.0,1.0,6.0,27.0,,35608420.800000004,1858.83,25553449.72,11110627147409.041,,,,,,,,,,,,,,,,,,,,,,0.0,6.0,33.0,0.0,3.0,1.0,4.0,23.0,7.0,1.0,0.0,0.15384615384615385,,,2.0,
2015_Floods,15f,2024,3,1,35,151076,32,16,234519588.2,93708689.61,4888549037563.09,41.08,929217322.27,71.0,0.0,76.0,1.0,1.0,15.0,5.0,42.0,0.0,0.0,2.0,345.0,0.0,4.0,194.0,13.0,32.0,3.0,2.0,9.0,0.0,2.0,0.0,30.0,0.0,1.0,16.0,1.0,3.0,13.0,,12597330.52,41.08,10014474.12,4888549014043.04,,,,,,,,,,,,,,,,,,,,,,0.0,8.0,8.0,0.0,1.0,0.0,4.0,9.0,1.0,1.0,0.0,0.5,,,2.0,
2015_Floods,15f,2024,4,1,23,122097,20,10,220595024.86999997,80766134.54,6884019589967.19,5516.89,1072301562.14,46.0,0.0,78.0,1.0,2.0,6.0,5.0,25.0,0.0,0.0,0.0,257.0,0.0,1.0,152.0,10.0,8.0,5.0,2.0,7.0,0.0,2.0,0.0,30.0,0.0,0.0,10.0,1.0,2.0,8.0,,7492251.0,5516.89,2401868.48,6884019589496.08,,,,,,,,,,,,,,,,,,,,,,0.0,5.0,5.0,0.0,1.0,1.0,4.0,2.0,1.0,1.0,0.0,0.5,,,2.0,
2015_Floods,15f,2025,1,1,39,176551,36,18,239795181.76999998,93408848.09,7968032948488.46,910810.42,1002959341.14,66.0,1.0,122.0,1.0,2.0,14.0,5.0,29.0,0.0,0.0,0.0,376.0,0.0,1.0,213.0,10.0,20.0,3.0,3.0,6.0,0.0,2.0,0.0,54.0,0.0,3.0,18.0,1.0,5.0,12.0,,20935162.92,910810.42,11370439.17,7968031892467.04,,,,,,,,,,,,,,,,,,,,,,0.0,9.0,9.0,0.0,1.0,1.0,5.0,8.0,2.0,1.0,0.0,0.5,,,2.0,
2015_Floods,15f,2025,2,1,31,143271,28,14,224878109.29,82626265.57,6150076566898.19,100.79,958307198.47,75.0,0.0,98.0,1.0,1.0,11.0,5.0,28.0,0.0,0.0,0.0,329.0,1.0,1.0,173.0,11.0,8.0,3.0,5.0,5.0,0.0,2.0,0.0,36.0,0.0,4.0,14.0,1.0,2.0,6.0,,13374726.92,100.79,5829229.95,6150076531371.79,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,10.0,0.0,3.0,1.0,2.0,3.0,4.0,1.0,0.0,0.14285714285714285,,,2.0,
2015_Floods,15f,2025,3,1,29,142680,26,13,233021046.79999998,90111648.91,16323875.22,1190.52,998566086.91,47.0,1.0,62.0,1.0,3.0,11.0,5.0,31.0,0.0,0.0,0.0,292.0,1.0,1.0,173.0,9.0,5.0,4.0,2.0,5.0,0.0,2.0,0.0,23.0,0.0,0.0,13.0,1.0,2.0,6.0,,4761088.04,1190.52,13644779.04,15705489.89,,,,,,,,,,,,,,,,,,,,,,2.0,4.0,7.0,0.0,1.0,1.0,3.0,6.0,1.0,1.0,0.0,0.3076923076923077,,,2.0,
2015_Floods,f15,2017,2,1,7,29952,3,2,51622437.46,51079075.95,127326.77,22935.52,846989064.39,18.0,0.0,24.0,1.0,1.0,0.0,3.0,10.0,0.0,1.0,0.0,83.0,0.0,1.0,59.0,7.0,5.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,2.0,1.0,1.0,0.0,,122125.94,22935.52,145977.9,127326.77,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,,2.0,
2015_Floods,f15,2017,3,1,6,29062,3,2,75043183.32,53766972.51,307518.96,13121.07,821592538.88,15.0,0.0,22.0,1.0,1.0,0.0,6.0,9.0,0.0,0.0,0.0,83.0,0.0,1.0,48.0,7.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,,122125.94,13121.07,363282.98,191052.53,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,,2.0,
2015_Floods,f15,2017,4,1,6,29062,3,2,75043183.32,53766972.51,307518.96,13121.07,821592538.88,15.0,0.0,22.0,1.0,1.0,0.0,6.0,9.0,0.0,0.0,0.0,83.0,0.0,1.0,48.0,7.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,,122125.94,13121.07,363282.98,191052.53,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,,2.0,
2015_Floods,f15,2018,1,1,6,34407,3,2,75406466.3,103590083.93,2514374.42,419196.45,821854982.52,14.0,0.0,21.0,1.0,1.0,0.0,3.0,9.0,0.0,0.0,0.0,89.0,0.0,1.0,49.0,6.0,3.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,2.0,,122125.94,55933.81,363262.64,294207.76,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,,2.0,
2015_Floods,f15,2018,2,1,57,116616,54,28,188574859.26,76782446.32,21546861.98,49216.65,824511232.89,292.0,2.0,93.0,1.0,2.0,45.0,3.0,19.0,0.0,2.0,4.0,506.0,0.0,4.0,247.0,56.0,33.0,0.0,2.0,7.0,0.0,4.0,0.0,11.0,0.0,3.0,28.0,1.0,5.0,20.0,,18291405.97,49216.65,19749404.33,21216758.01,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,28.0,0.0,1.0,4.0,2.0,20.0,0.0,1.0,0.0,0.0,323.0,,4.0,
2015_Floods,f15,2018,3,1,50,88441,47,26,232921349.20000002,72467753.01,18881405.31,45241078.39,837977015.26,180.0,3.0,76.0,3.0,4.0,27.0,3.0,32.0,0.0,1.0,6.0,447.0,1.0,16.0,252.0,11.0,22.0,6.0,3.0,2.0,0.0,2.0,0.0,31.0,0.0,0.0,26.0,1.0,5.0,17.0,,15979067.04,163103.46,19016808.88,18881405.31,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,26.0,0.0,2.0,6.0,4.0,13.0,0.0,1.0,0.0,0.0,,,2.0,
2015_Floods,f15,2019,1,1,67,111969,63,33,247094618.85,122124071.62,87014691.59,11423698.62,829701150.48,280.0,3.0,85.0,2.0,5.0,50.0,6.0,51.0,0.0,4.0,9.0,618.0,1.0,19.0,333.0,29.0,57.0,4.0,3.0,10.0,0.0,5.0,0.0,42.0,0.0,1.0,33.0,1.0,7.0,24.0,,23649868.13,700640.86,27898852.25,8131057.8100000005,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,33.0,0.0,1.0,3.0,6.0,22.0,0.0,1.0,0.0,0.0,718.47,,5.0,
2015_Floods,f15,2019,2,1,65,112071,62,33,252189196.07,109166039.07,1068742034197.9299,462098.99,857952685.38,322.0,0.0,94.0,1.0,3.0,45.0,6.0,39.0,0.0,3.0,3.0,610.0,1.0,3.0,301.0,46.0,58.0,3.0,3.0,7.0,0.0,4.0,0.0,47.0,0.0,1.0,33.0,1.0,6.0,26.0,,29173702.84,462098.99,30547462.89,1068741799567.9299,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,33.0,0.0,3.0,2.0,1.0,24.0,3.0,0.0,0.0,0.0,323.0,,4.0,
2015_Floods,f15,2019,3,1,56,102533,53,29,251806357.38,113102566.5,6328258.15,1219332.72,823974604.62,273.0,1.0,91.0,2.0,4.0,41.0,6.0,28.0,0.0,1.0,5.0,539.0,5.0,6.0,272.0,39.0,65.0,5.0,1.0,9.0,0.0,4.0,0.0,47.0,0.0,2.0,29.0,1.0,7.0,20.0,,26332390.63,1219332.72,32309739.63,6105911.54,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,29.0,0.0,1.0,2.0,1.0,24.0,0.0,1.0,0.0,0.0,323.0,,4.0,
2015_Floods,f15,2020,2,1,121,190855,118,62,292117334.12,391522693368748.0,1515351878104.14,3017534.55,856357698.72,663.0,2.0,168.0,2.0,6.0,111.0,6.0,90.0,0.0,6.0,16.0,1157.0,4.0,14.0,579.0,68.0,105.0,7.0,11.0,19.0,0.0,5.0,0.0,95.0,0.0,5.0,62.0,1.0,9.0,48.0,,51946081.3,3017534.55,391522590539718.2,1515351741290.22,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,62.0,0.0,3.0,1.0,7.0,44.0,6.0,1.0,0.0,0.0,323.0,,5.0,
2016_Floods,16f,2019,4,1,127,202788,124,66,432630338.59,444899366.08,4749954874678.03,1967652.21,1667768686.3,896.0,4.0,228.0,0.0,3.0,107.0,3.0,99.0,0.0,3.0,19.0,1204.0,2.0,4.0,680.0,53.0,116.0,7.0,15.0,13.0,0.0,4.0,1.0,148.0,0.0,4.0,66.0,1.0,10.0,43.0,,136011404.01,1967652.21,178233467.43,4749949761552.63,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,66.0,0.0,8.0,3.0,3.0,42.0,8.0,2.0,0.0,0.0,10.0,,4.0,
2016_Floods,16f,2020,1,1,110,219995,107,57,430402164.98,425912717.1,92372371486.65,1769251.35,65055449043.96,834.0,3.0,211.0,0.0,2.0,108.0,3.0,94.0,0.0,3.0,21.0,1100.0,5.0,4.0,582.0,49.0,100.0,5.0,11.0,8.0,0.0,4.0,1.0,128.0,0.0,3.0,57.0,1.0,10.0,32.0,,125432295.45,1769251.35,151931926.72,92364954935.18001,,,,0.0,6.0,93.0,,,,,,,,,,,,,,,,0.0,0.0,57.0,0.0,9.0,3.0,1.0,36.0,7.0,1.0,0.0,0.0,16.0,,4.0,
2016_Floods,16f,2020,3,1,120,237498,117,63,401999267.21999997,455463648.07,1146236428970.52,2873315.7,1639932378.01,875.0,2.0,232.0,0.0,1.0,123.0,3.0,100.0,0.0,3.0,17.0,1130.0,2.0,4.0,603.0,68.0,98.0,4.0,14.0,13.0,0.0,3.0,1.0,128.0,0.0,5.0,63.0,1.0,11.0,42.0,,121533963.82,2873315.6999999997,160390340.19,1146224974781.22,,,,0.0,18.0,93.0,,,,,,,,,,,,,,,,0.0,0.0,63.0,0.0,8.0,4.0,3.0,41.0,6.0,1.0,0.0,0.0,4.0,,3.0,
2016_Floods,16f,2020,4,1,120,234683,116,58,351942084.76,374092916.98,6449145697214.75,4098751.2399999998,394267772888023.8,793.0,1.0,276.0,0.0,2.0,92.0,3.0,116.0,0.0,3.0,20.0,1064.0,2.0,3.0,654.0,72.0,99.0,4.0,12.0,15.0,0.0,3.0,1.0,137.0,0.0,3.0,58.0,1.0,9.0,39.0,,111671051.52,4098751.24,101433944.28,6449140123618.84,,,,0.0,18.0,93.0,,,,,,,,,,,,,,,,0.0,0.0,58.0,0.0,9.0,1.0,1.0,39.0,7.0,1.0,0.0,0.0,4.0,,3.0,
2016_Floods,16f,2021,1,1,127,249402,122,61,364472944.35,376999533.79,8576138323893.82,4556855.59,18610344444.14,867.0,5.0,236.0,1.0,1.0,107.0,3.0,127.0,0.0,4.0,16.0,1074.0,2.0,5.0,728.0,78.0,113.0,4.0,11.0,11.0,0.0,3.0,1.0,150.0,0.0,7.0,61.0,1.0,8.0,38.0,,120392004.2,4556855.59,84438938.03999999,8576134620854.5,,,,0.0,19.0,102.0,,,,,,,,,,,,,,,,0.0,0.0,61.0,0.0,8.0,2.0,2.0,39.0,9.0,1.0,0.0,0.0,3.0,,3.0,
2016_Floods,16f,2021,2,1,138,292174,134,67,512491071.06,454760090.99,9457583094085.14,7389786.93,1740451576.24,1178.0,6.0,279.0,0.0,3.0,149.0,3.0,154.0,0.0,4.0,22.0,1280.0,7.0,4.0,796.0,96.0,131.0,8.0,11.0,19.0,0.0,4.0,1.0,151.0,0.0,5.0,67.0,1.0,11.0,47.0,41.79,188255956.36,7389786.93,98860104.27,9457579940209.621,8161.0,14245.0,14245.0,0.0,22.0,124.0,,,,,,,,,,,,,,,,0.0,0.0,67.0,0.0,7.0,1.0,3.0,48.0,7.0,1.0,0.0,0.0,4.0,,4.0,
2016_Floods,16f,2021,3,1,150,289480,146,73,473315220.88,403255622.27,6864312208772.96,2138837.74,738479884303.42,341.0,7.0,548.0,1.0,5.0,83.0,3.0,196.0,0.0,2.0,12.0,1337.0,7.0,7.0,670.0,41.0,106.0,5.0,15.0,7.0,0.0,3.0,1.0,196.0,0.0,3.0,73.0,1.0,12.0,47.0,41.79,177447170.65,2138837.74,98778068.49,6864297758895.069,0.0,14245.0,14245.0,0.0,22.0,124.0,,,,,,,,,,,,,,,,0.0,0.0,73.0,0.0,9.0,3.0,4.0,49.0,7.0,1.0,0.0,0.0,3.0,,3.0,
2016_Floods,16f,2021,4,1,140,272135,136,68,477476654.02,470582501.53,7633494238025.67,6716605.83,1368740105095.02,302.0,8.0,441.0,0.0,5.0,82.0,3.0,184.0,0.0,2.0,10.0,1249.0,8.0,5.0,599.0,39.0,95.0,7.0,10.0,7.0,0.0,3.0,1.0,180.0,0.0,6.0,68.0,1.0,12.0,46.0,41.79,184033434.18,6716605.83,128014075.5,7633489777340.46,0.0,11935.0,11935.0,2.0,25.0,147.0,,,,,,,,,,,,,,,,0.0,0.0,68.0,0.0,9.0,1.0,4.0,48.0,5.0,1.0,0.0,0.0,2022.0,,3.0,
2016_Floods,16f,2022,1,1,148,399930,144,72,500611257.97,507700328.9,3208917749284.95,1576.76,1266219778203.6,306.0,3.0,659.0,0.0,2.0,80.0,3.0,180.0,0.0,2.0,10.0,1314.0,7.0,5.0,662.0,24.0,94.0,4.0,13.0,7.0,0.0,1.0,1.0,195.0,0.0,2.0,72.0,1.0,12.0,46.0,,197798343.64,1576.76,144019047.81,3208892203967.44,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,72.0,0.0,10.0,1.0,5.0,48.0,7.0,1.0,0.0,0.0,,,1.0,
2016_Floods,16f,2022,2,1,152,412375,148,74,514712590.24,463916827.99,29689351306820.97,706.03,1923764057.03,423.0,3.0,552.0,0.0,2.0,82.0,3.0,182.0,0.0,3.0,8.0,1312.0,13.0,5.0,673.0,32.0,104.0,5.0,13.0,7.0,0.0,2.0,1.0,206.0,0.0,2.0,74.0,1.0,12.0,45.0,,204307948.46,706.03,134761041.96,29689339218859.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,74.0,0.0,10.0,3.0,5.0,48.0,7.0,1.0,0.0,0.0,2016.0,,2.0,
2016_Floods,16f,2022,3,1,132,368865,128,64,418706748.12,361099263.76,2624921992715.87,0.0,80117880994.09,289.0,3.0,457.0,1.0,1.0,72.0,3.0,175.0,0.0,0.0,8.0,1101.0,11.0,6.0,554.0,24.0,90.0,7.0,13.0,7.0,0.0,1.0,1.0,178.0,0.0,0.0,64.0,1.0,9.0,39.0,,177289570.12,0.0,87786342.56,2624916757759.46,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,63.0,0.0,10.0,4.0,3.0,41.0,5.0,1.0,0.0,0.0,,,1.0,
2016_Floods,16f,2022,4,1,132,370936,128,64,473487195.27,491255597.78,7854221320314.04,7586523.16,108449728855.26,285.0,1.0,613.0,1.0,2.0,69.0,3.0,170.0,0.0,0.0,9.0,1162.0,9.0,5.0,566.0,24.0,91.0,3.0,12.0,6.0,0.0,5.0,1.0,185.0,0.0,1.0,64.0,1.0,9.0,40.0,,160780361.05,7586523.16,137873547.10999998,7854206019593.14,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,64.0,0.0,11.0,2.0,1.0,41.0,8.0,1.0,0.0,0.0,5.0,,5.0,
2016_Floods,16f,2023,1,1,142,387223,138,69,493946034.37,436836678.96,14448984393653.87,0.0,1946751759.53,307.0,4.0,676.0,1.0,2.0,75.0,3.0,168.0,0.0,0.0,10.0,1213.0,11.0,5.0,575.0,24.0,98.0,7.0,12.0,5.0,0.0,2.0,1.0,197.0,0.0,1.0,69.0,1.0,10.0,40.0,,195084406.5,0.0,104559577.17,14448978169727.43,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,69.0,0.0,11.0,4.0,4.0,41.0,8.0,1.0,0.0,0.0,7.0,,2.0,
2016_Floods,16f,2023,2,1,146,399352,142,71,439245931.1,417490813.57,21166523653060.85,306034.55000000005,1939484260.44,378.0,6.0,675.0,1.0,2.0,71.0,3.0,165.0,0.0,0.0,7.0,1222.0,12.0,5.0,594.0,21.0,94.0,5.0,13.0,5.0,0.0,1.0,1.0,193.0,0.0,6.0,68.0,1.0,8.0,38.0,,163168713.3,232928.95,116967521.89999999,21166514882394.09,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,68.0,0.0,11.0,4.0,6.0,39.0,7.0,1.0,0.0,0.0,,,1.0,
2016_Floods,16f,2023,3,1,150,414371,146,73,482817184.49,422954127.4,33180429079867.99,50237.590000000004,156359178453.95,317.0,3.0,638.0,3.0,4.0,76.0,3.0,166.0,0.0,0.0,11.0,1268.0,16.0,5.0,655.0,25.0,100.0,6.0,14.0,1.0,0.0,1.0,1.0,210.0,0.0,5.0,73.0,1.0,10.0,41.0,,181532337.54,50237.590000000004,116915102.21000001,33180418333062.3,,,,,,,,,,,,,,,,,,,,,,0.0,10.0,63.0,0.0,12.0,4.0,6.0,42.0,8.0,1.0,0.0,0.136986301369863,,,1.0,
2016_Floods,16f,2023,4,1,86,269807,82,41,407849686.3,421248733.77,9837643905495.42,2567681.78,1772260823.39,172.0,2.0,524.0,2.0,2.0,32.0,3.0,99.0,0.0,0.0,3.0,752.0,7.0,4.0,431.0,15.0,56.0,2.0,9.0,2.0,0.0,1.0,1.0,140.0,0.0,0.0,41.0,1.0,5.0,20.0,,139153520.9,2567681.78,80456547.03,9837634533247.57,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,41.0,0.0,9.0,2.0,5.0,18.0,6.0,1.0,0.0,0.0,,,1.0,
2016_Floods,16f,2024,1,1,116,529392,112,56,402990184.55,434957817.73,21305050265337.43,1976.62,75718175762365.3,204.0,4.0,638.0,1.0,4.0,34.0,3.0,101.0,0.0,1.0,4.0,959.0,6.0,6.0,538.0,15.0,77.0,3.0,8.0,4.0,0.0,1.0,1.0,192.0,0.0,1.0,53.0,1.0,6.0,29.0,,129429089.28,1976.62,87702203.85,21305042443003.75,,,,,,,,,,,,,,,,,,,,,,0.0,3.0,50.0,0.0,10.0,0.0,8.0,25.0,8.0,2.0,0.0,0.05660377358490566,,,1.0,
2016_Floods,16f,2024,2,1,86,264527,82,41,411243717.25,420507585.37,10098774162761.1,13085.369999999999,1593369278.1,200.0,3.0,475.0,1.0,3.0,11.0,3.0,78.0,0.0,2.0,1.0,732.0,3.0,4.0,363.0,19.0,46.0,2.0,5.0,2.0,0.0,1.0,1.0,120.0,0.0,2.0,38.0,1.0,6.0,17.0,,139062490.71,13085.369999999999,96996373.03,10098767595235.73,,,,,,,,,,,,,,,,,,,,,,0.0,2.0,36.0,0.0,7.0,2.0,6.0,17.0,4.0,2.0,0.0,0.05263157894736842,,,1.0,
2016_Floods,16f,2024,3,1,110,324668,106,53,412210342.81,439703187.54,12084590430876.99,5010.4,1900998716.68,236.0,4.0,595.0,1.0,2.0,34.0,3.0,95.0,0.0,1.0,5.0,953.0,10.0,3.0,490.0,19.0,69.0,2.0,10.0,3.0,0.0,1.0,1.0,184.0,0.0,4.0,50.0,1.0,7.0,24.0,,137702997.12,5010.4,105849780.65,12084582341424.44,,,,,,,,,,,,,,,,,,,,,,0.0,8.0,42.0,0.0,12.0,1.0,7.0,23.0,6.0,1.0,0.0,0.16,,,1.0,
2016_Floods,16f,2024,4,1,74,238139,70,35,353204324.1,430969641.71,20779025280270.87,2594.7700000000004,1895443837.51,131.0,3.0,422.0,1.0,2.0,7.0,3.0,49.0,0.0,0.0,1.0,691.0,6.0,4.0,350.0,12.0,59.0,2.0,4.0,3.0,0.0,11.0,1.0,150.0,0.0,1.0,32.0,1.0,6.0,11.0,,104385929.09,2594.7700000000004,100422207.32,20779021679758.5,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,31.0,0.0,11.0,2.0,4.0,11.0,2.0,2.0,0.0,0.0,27.0,,11.0,
2016_Floods,16f,2025,1,1,78,274145,74,37,387546079.8,419881534.9,28552235909626.03,2041196.4000000001,2040658011.77,174.0,2.0,352.0,1.0,1.0,12.0,3.0,59.0,0.0,0.0,1.0,705.0,4.0,4.0,353.0,15.0,47.0,3.0,7.0,2.0,0.0,1.0,1.0,147.0,0.0,0.0,34.0,1.0,8.0,13.0,,129331875.4,2041196.4000000001,93706258.98,28552231356150.91,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,32.0,0.0,9.0,1.0,4.0,15.0,4.0,1.0,0.0,0.029411764705882353,,,1.0,
2016_Floods,16f,2025,2,1,92,288730,88,44,394816169.75,411058908.31,10694174159611.29,1258.52,12002439592001.39,237.0,3.0,530.0,1.0,1.0,16.0,3.0,65.0,0.0,0.0,1.0,840.0,4.0,4.0,437.0,19.0,57.0,4.0,10.0,6.0,0.0,1.0,1.0,166.0,0.0,9.0,41.0,1.0,7.0,15.0,,127920837.28,1258.52,87633625.5,10694167644133.1,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,41.0,0.0,10.0,1.0,7.0,16.0,6.0,1.0,0.0,0.0,,,1.0,
