document_id,filename,category,disaster_code,year,quarter,page_count,file_size_bytes,processed_at,quarter_label,money_max_amount_usd_budget,money_max_amount_usd_drawdown,money_max_amount_usd_expended,money_max_amount_usd_obligated,money_max_amount_usd_unknown,money_n_mentions_budget,money_n_mentions_drawdown,money_n_mentions_expended,money_n_mentions_obligated,money_n_mentions_unknown,money_sum_amount_usd_budget,money_sum_amount_usd_drawdown,money_sum_amount_usd_expended,money_sum_amount_usd_obligated,money_sum_amount_usd_unknown,entity_CARDINAL,entity_DAMAGE_METRIC,entity_DATE,entity_DISASTER,entity_EVENT,entity_FAC,entity_FEMA_DECLARATION,entity_GPE,entity_LANGUAGE,entity_LAW,entity_LOC,entity_MONEY,entity_NORP,entity_ORDINAL,entity_ORG,entity_PERCENT,entity_PERSON,entity_PRODUCT,entity_PROGRAM,entity_QUANTITY,entity_QUARTER,entity_RAINFALL,entity_TIME,entity_TX_COUNTY,entity_WIND_SPEED,entity_WORK_OF_ART,n_activities,n_activity_pages,n_unique_activities
319,rita1-2014-q1.pdf,Hurricane_Rita1,rita1,2014,1,31,75235,2026-01-29 19:40:45.552669,Q1 2014,74523000.0,74523000.0,22129290.42,0.0,39133452.78,30.0,84.0,52.0,45.0,44.0,157992883.48,182044120.11,36176897.760000005,0.0,178557578.04,68.0,2.0,85.0,22.0,0.0,2.0,1.0,66.0,0.0,4.0,11.0,258.0,2.0,0.0,215.0,9.0,4.0,3.0,4.0,2.0,0.0,0.0,0.0,2.0,0.0,3.0,14,28,14
341,rita2-2014-q1.pdf,Hurricane_Rita2,rita2,2014,1,51,118855,2026-01-29 19:40:47.027326,Q1 2014,428671849.0,428671849.0,190720147.58,153087.78,5200000000.0,80.0,131.0,75.0,64.0,127.0,1395056116.0,1568598541.9,249956688.45000002,153087.78,19742225223.02,124.0,3.0,74.0,45.0,10.0,6.0,1.0,64.0,0.0,25.0,17.0,505.0,3.0,2.0,408.0,30.0,25.0,10.0,51.0,4.0,0.0,5.0,0.0,47.0,0.0,3.0,23,47,23
396,wf1-2014-q1.pdf,Wildfire_I,wf1,2014,1,20,59959,2026-01-29 19:45:34.272619,Q1 2014,31319686.0,31319686.0,3540800.04,17966.39,6263937200000.0,14.0,51.0,26.0,20.0,30.0,70035558.0,103861940.48,6579195.99,17966.39,6263976777200.87,58.0,8.0,37.0,1.0,0.0,2.0,5.0,14.0,0.0,0.0,0.0,154.0,0.0,1.0,156.0,18.0,26.0,7.0,1.0,7.0,0.0,4.0,0.0,19.0,0.0,2.0,8,16,8
263,ike-2014-q2.pdf,Hurricane_Ike,ike,2014,2,1473,12085532,2026-01-29 19:39:37.258693,Q2 2014,3113475856.0,3013127647.43,688411850000000.0,,1420370010000.0,673.0,9641.0,2812.0,,1478.0,11144779242.65,6188862529.9,889793113455827.0,,2706968933515.74,10623.0,48.0,5540.0,1134.0,181.0,5968.0,2.0,5244.0,2.0,138.0,914.0,19737.0,167.0,355.0,13601.0,291.0,2692.0,257.0,9.0,2002.0,0.0,760.0,24.0,1868.0,1.0,1337.0,1263,1443,1191
320,rita1-2014-q2.pdf,Hurricane_Rita1,rita1,2014,2,5,32686,2026-01-29 19:40:45.586043,Q2 2014,74523000.0,74523000.0,140.28,0.0,39133452.78,5.0,14.0,6.0,2.0,18.0,74543000.0,74533561.12,420.84000000000003,0.0,177342156.59,6.0,0.0,8.0,6.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,48.0,0.0,0.0,43.0,4.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,1
342,rita2-2014-q2.pdf,Hurricane_Rita2,rita2,2014,2,11,44857,2026-01-29 19:40:47.072120,Q2 2014,428671849.0,428671849.0,600000.0,400.0,2020000000.0,9.0,38.0,12.0,9.0,36.0,432437804.35,1286568014.2,1319704.59,400.0,2333453348.98,31.0,4.0,21.0,24.0,7.0,1.0,1.0,24.0,0.0,1.0,13.0,114.0,1.0,1.0,98.0,11.0,3.0,3.0,8.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,4,7,4
397,wf1-2014-q2.pdf,Wildfire_I,wf1,2014,2,19,58543,2026-01-29 19:45:34.323697,Q2 2014,31319686.0,31319686.0,4697952.0,818512.69,6263937200000.0,15.0,43.0,26.0,21.0,31.0,58488710.0,88402120.95,12102093.41,1493327.5899999999,6263972915475.4,50.0,7.0,32.0,1.0,0.0,1.0,5.0,12.0,0.0,3.0,0.0,154.0,0.0,1.0,149.0,18.0,21.0,4.0,1.0,7.0,0.0,4.0,0.0,28.0,0.0,2.0,8,15,8
264,ike-2014-q3.pdf,Hurricane_Ike,ike,2014,3,2199,3055587,2026-01-29 19:39:51.074648,Q3 2014,3113475856.0,3113472856.0,115260102.54,1493734294.07,90428378.92,2237.0,5856.0,3389.0,3504.0,748.0,4997836845.04,12251960186.41,1353993188.58,1552668152.06,241186329.66,6655.0,17.0,3651.0,1080.0,174.0,5561.0,2.0,4856.0,0.0,57.0,782.0,16136.0,113.0,186.0,10891.0,459.0,2026.0,127.0,6.0,1571.0,0.0,648.0,44.0,1332.0,0.0,173.0,1049,2195,1049
321,rita1-2014-q3.pdf,Hurricane_Rita1,rita1,2014,3,6,41748,2026-01-29 19:40:45.626503,Q3 2014,74523000.0,74523000.0,512.97,0.0,39133452.78,5.0,14.0,7.0,2.0,19.0,147915491.93,74534771.32,1258.35,0.0,181069051.97,6.0,0.0,8.0,6.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,51.0,0.0,0.0,42.0,4.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3,1
343,rita2-2014-q3.pdf,Hurricane_Rita2,rita2,2014,3,15,128625,2026-01-29 19:40:47.130515,Q3 2014,428671849.0,428671849.0,12587865.71,3630.52,2020000000.0,19.0,41.0,14.0,10.0,45.0,472662468.44,930650225.17,20132388.150000002,3630.52,2291103760.67,56.0,3.0,31.0,23.0,7.0,1.0,1.0,28.0,0.0,1.0,11.0,156.0,2.0,1.0,137.0,20.0,7.0,3.0,13.0,0.0,0.0,2.0,0.0,3.0,0.0,2.0,5,11,5
398,wf1-2014-q3.pdf,Wildfire_I,wf1,2014,3,16,144587,2026-01-29 19:45:34.392159,Q3 2014,31319686.0,31319686.0,4502401.95,351078.09,6263937200000.0,12.0,37.0,16.0,13.0,24.0,64979798.62,58587483.37,5381758.28,670562.9,6263968255152.17,30.0,4.0,30.0,1.0,0.0,37.0,5.0,17.0,0.0,1.0,12.0,122.0,0.0,1.0,171.0,17.0,38.0,4.0,1.0,56.0,0.0,3.0,1.0,22.0,0.0,5.0,6,12,6
265,ike-2014-q4.pdf,Hurricane_Ike,ike,2014,4,2684,4589124,2026-01-29 19:39:54.582941,Q4 2014,3113475856.0,3113472856.0,239524865.11,1654214160.21,90428378.92,2985.0,8276.0,4085.0,4643.0,1501.0,5275902086.2,14256302468.84,2265477105.4,1749349858.2,584705143.49,8622.0,24.0,4446.0,1352.0,183.0,6332.0,2.0,5255.0,2.0,71.0,939.0,21891.0,148.0,190.0,13309.0,518.0,2340.0,164.0,6.0,2250.0,0.0,850.0,37.0,1987.0,1.0,178.0,1325,2680,1325
322,rita1-2014-q4.pdf,Hurricane_Rita1,rita1,2014,4,5,32762,2026-01-29 19:40:45.658824,Q4 2014,74523000.0,74523000.0,1015.74,0.0,39133452.78,5.0,16.0,5.0,2.0,18.0,74543000.0,296955031.72,1518.51,0.0,177343907.51000002,7.0,0.0,8.0,6.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,51.0,0.0,0.0,43.0,4.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,1
344,rita2-2014-q4.pdf,Hurricane_Rita2,rita2,2014,4,13,38908,2026-01-29 19:40:47.173947,Q4 2014,428671849.0,428671849.0,12587865.71,0.0,2020000000.0,11.0,47.0,14.0,8.0,40.0,446373062.06,1324175574.1200001,15311299.850000001,0.0,2333680107.47,39.0,3.0,28.0,22.0,7.0,2.0,1.0,26.0,0.0,1.0,15.0,130.0,2.0,1.0,109.0,16.0,5.0,4.0,9.0,0.0,0.0,2.0,0.0,3.0,0.0,2.0,5,9,5
399,wf1-2014-q4.pdf,Wildfire_I,wf1,2014,4,19,58598,2026-01-29 19:45:34.452476,Q4 2014,31319686.0,31319686.0,4708056.89,177588.64,15659843.0,19.0,46.0,22.0,17.0,20.0,94594781.89,83004124.07,19202423.28,200114.06000000003,25707023.169999998,43.0,4.0,33.0,1.0,0.0,37.0,5.0,26.0,0.0,1.0,13.0,146.0,0.0,1.0,172.0,18.0,43.0,4.0,1.0,60.0,0.0,3.0,0.0,22.0,0.0,2.0,7,15,7
266,ike-2015-q1.pdf,Hurricane_Ike,ike,2015,1,2661,4607277,2026-01-29 19:39:58.154614,Q1 2015,3113475856.0,22588540000000.0,119861425.92,1771076393.5,7210000000.0,2868.0,8486.0,4115.0,4545.0,1489.0,5133579329.05,22604158987612.4,2057897017.68,1805537988.6,10762247766.09,8878.0,14.0,4362.0,1354.0,185.0,6392.0,2.0,5368.0,2.0,59.0,939.0,21939.0,150.0,201.0,13828.0,480.0,2471.0,153.0,2.0,2350.0,0.0,896.0,51.0,1966.0,1.0,193.0,1315,2658,1315
323,rita1-2015-q1.pdf,Hurricane_Rita1,rita1,2015,1,7,86718,2026-01-29 19:40:45.714765,Q1 2015,74523000.0,74523000.0,1698.49,682.75,39133452.78,6.0,26.0,6.0,4.0,27.0,75674632.8,78264595.23,3746.74,682.75,173868094.65,14.0,1.0,12.0,10.0,0.0,0.0,1.0,5.0,0.0,1.0,4.0,74.0,1.0,0.0,60.0,5.0,1.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,4,2
345,rita2-2015-q1.pdf,Hurricane_Rita2,rita2,2015,1,13,117624,2026-01-29 19:40:47.228144,Q1 2015,428671849.0,428671849.0,6056804.96,0.0,2020000000.0,9.0,50.0,17.0,12.0,36.0,440501218.17,1303616591.3,7248039.51,0.0,2325282178.64,34.0,3.0,26.0,23.0,7.0,2.0,1.0,24.0,0.0,1.0,17.0,126.0,1.0,1.0,99.0,11.0,7.0,5.0,9.0,0.0,0.0,2.0,0.0,5.0,0.0,2.0,5,9,5
400,wf1-2015-q1.pdf,Wildfire_I,wf1,2015,1,28,178744,2026-01-29 19:45:34.557188,Q1 2015,31319686.0,31319686.0,4786000.0,149113.0,15659843.0,24.0,89.0,31.0,30.0,30.0,75039649.7,81424441.89,17610436.03,198784.77,35130825.42,62.0,3.0,45.0,1.0,0.0,42.0,5.0,35.0,0.0,0.0,18.0,225.0,0.0,1.0,232.0,17.0,42.0,1.0,1.0,62.0,0.0,9.0,0.0,34.0,0.0,4.0,12,24,12
267,ike-2015-q2.pdf,Hurricane_Ike,ike,2015,2,1833,3454691,2026-01-29 19:40:00.806301,Q2 2015,3113475856.0,3113472856.0,149405131.77,1924335992.83,1556736428.0,2033.0,5750.0,2685.0,2581.0,1973.0,6443257831.87,20278159591.67,2018236134.18,1977885633.11,2768008013.36,7189.0,13.0,3866.0,800.0,158.0,4991.0,2.0,4069.0,0.0,70.0,778.0,15443.0,133.0,160.0,11233.0,269.0,1872.0,135.0,4.0,1584.0,0.0,595.0,19.0,1517.0,1.0,170.0,906,1829,893
324,rita1-2015-q2.pdf,Hurricane_Rita1,rita1,2015,2,7,30413,2026-01-29 19:40:45.749412,Q2 2015,74523000.0,74523000.0,434839.26,0.0,39133452.78,6.0,23.0,6.0,4.0,26.0,76113532.8,224675761.69,1099128.52,0.0,173869356.83,9.0,1.0,14.0,9.0,0.0,2.0,1.0,5.0,0.0,2.0,2.0,67.0,1.0,0.0,52.0,3.0,1.0,3.0,5.0,0.0,0.0,1.0,0.0,4.0,0.0,1.0,2,4,2
346,rita2-2015-q2.pdf,Hurricane_Rita2,rita2,2015,2,10,36175,2026-01-29 19:40:47.271929,Q2 2015,428671849.0,428671849.0,10150000.0,20499.66,2020000000.0,7.0,28.0,9.0,7.0,29.0,432923501.7,1319140302.92,10391888.85,20499.66,2276471789.2,32.0,4.0,23.0,22.0,7.0,1.0,1.0,26.0,0.0,1.0,7.0,94.0,1.0,1.0,90.0,14.0,3.0,2.0,6.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,3,6,3
401,wf1-2015-q2.pdf,Wildfire_I,wf1,2015,2,33,67067,2026-01-29 19:45:34.626691,Q2 2015,22500000000.0,31319686.0,4526334.42,474174.96,5381422.23,27.0,103.0,41.0,38.0,39.0,22554406372.82,66909098.17,20219769.94,489625.5,16933060.91,74.0,4.0,44.0,1.0,1.0,6.0,5.0,21.0,0.0,0.0,0.0,272.0,0.0,1.0,203.0,18.0,20.0,2.0,1.0,13.0,0.0,6.0,0.0,35.0,0.0,2.0,15,29,15
268,ike-2015-q3.pdf,Hurricane_Ike,ike,2015,3,1974,3454643,2026-01-29 19:40:03.592930,Q3 2015,3113475856.0,3113472856.0,118300112.03,2042138804.39,2350834048.4,2254.0,6324.0,3618.0,2214.0,1234.0,6361642707.72,20684095385.35,2380898554.25,2075087544.3600001,5354512723.41,6288.0,14.0,4620.0,845.0,171.0,5464.0,0.0,4454.0,0.0,62.0,848.0,15793.0,143.0,173.0,10884.0,160.0,1963.0,95.0,4.0,1722.0,0.0,673.0,21.0,1817.0,1.0,163.0,981,1970,976
325,rita1-2015-q3.pdf,Hurricane_Rita1,rita1,2015,3,8,27327,2026-01-29 19:40:45.786345,Q3 2015,74523000.0,74523000.0,1095589.64,3719110.67,39133452.78,8.0,31.0,11.0,8.0,25.0,150373388.54999998,158711347.10999998,5487336.4399999995,3728498.91,170778290.0,15.0,2.0,24.0,14.0,0.0,2.0,1.0,6.0,0.0,2.0,9.0,86.0,1.0,0.0,64.0,4.0,1.0,4.0,8.0,0.0,0.0,1.0,0.0,4.0,0.0,1.0,3,5,3
347,rita2-2015-q3.pdf,Hurricane_Rita2,rita2,2015,3,14,42483,2026-01-29 19:40:47.321396,Q3 2015,428671849.0,428671849.0,425035872.27,240681.0,2020000000.0,13.0,46.0,23.0,11.0,21.0,442570786.06,1766315377.95,449033552.09999996,240681.0,2282199910.48,50.0,3.0,33.0,18.0,7.0,1.0,1.0,29.0,0.0,2.0,10.0,139.0,1.0,1.0,115.0,17.0,7.0,3.0,8.0,0.0,0.0,2.0,0.0,9.0,0.0,1.0,6,10,6
402,wf1-2015-q3.pdf,Wildfire_I,wf1,2015,3,13,37565,2026-01-29 19:45:34.669955,Q3 2015,31319686.0,31319686.0,8622378.09,20351.72,6263937200000.0,8.0,46.0,20.0,14.0,23.0,32978438.44,46851032.32,12495503.35,44326.14,6264015768681.55,37.0,2.0,30.0,1.0,0.0,1.0,5.0,24.0,0.0,0.0,2.0,117.0,0.0,1.0,107.0,16.0,26.0,1.0,0.0,4.0,0.0,8.0,0.0,20.0,0.0,3.0,5,9,5
269,ike-2015-q4.pdf,Hurricane_Ike,ike,2015,4,1894,3322748,2026-01-29 19:40:06.235565,Q4 2015,3113735054.06,2259220000000.0,100337277.14,2144050565.51,1556736428.0,2202.0,6027.0,3465.0,2517.0,1137.0,6613461009.15,2270960020281.7,2164378067.09,2179330254.64,2915466450.28,6009.0,7.0,4312.0,839.0,177.0,5003.0,0.0,4185.0,0.0,38.0,760.0,15477.0,113.0,131.0,10199.0,149.0,1849.0,92.0,3.0,1618.0,0.0,604.0,22.0,1714.0,1.0,165.0,942,1890,942
326,rita1-2015-q4.pdf,Hurricane_Rita1,rita1,2015,4,5,19530,2026-01-29 19:40:45.821310,Q4 2015,74523000.0,74523000.0,4069.0,1108.33,39133452.78,5.0,15.0,5.0,3.0,15.0,74531884.42,78264681.99,6285.66,1108.33,177368790.51000002,9.0,0.0,8.0,6.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,47.0,0.0,0.0,45.0,4.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,2,1
348,rita2-2015-q4.pdf,Hurricane_Rita2,rita2,2015,4,15,44506,2026-01-29 19:40:47.372929,Q4 2015,428871849.0,200000000000.0,13778332.05,95046.01,2020000000.0,17.0,49.0,24.0,12.0,22.0,451178202.51,201790501330.37,34810231.2,114317.04,2277790736.04,54.0,6.0,40.0,20.0,7.0,1.0,1.0,32.0,0.0,2.0,11.0,145.0,2.0,1.0,132.0,19.0,10.0,2.0,8.0,0.0,0.0,2.0,0.0,9.0,0.0,1.0,6,11,6
403,wf1-2015-q4.pdf,Wildfire_I,wf1,2015,4,35,82748,2026-01-29 19:45:34.745543,Q4 2015,31319686.0,31319686.0,2651320.69,18000.0,6263937200000.0,37.0,101.0,58.0,40.0,26.0,70896942.4,63018760.66,7782536.34,80043.35,6263961577404.64,95.0,2.0,58.0,1.0,1.0,33.0,4.0,79.0,0.0,0.0,4.0,281.0,0.0,4.0,230.0,10.0,62.0,3.0,0.0,43.0,0.0,11.0,0.0,61.0,0.0,3.0,16,31,16
270,ike-2016-q1.pdf,Hurricane_Ike,ike,2016,1,1521,2688696,2026-01-29 19:40:08.392290,Q1 2016,3113798032.04,3113472856.0,102352169.68,2246608682.69,3400000000.0,1798.0,4771.0,2813.0,1871.0,963.0,5726397884.06,12221487634.44,1918102701.8799999,2304337827.01,13696262430.880001,4924.0,8.0,3462.0,674.0,154.0,4209.0,0.0,3446.0,2.0,45.0,638.0,12315.0,97.0,125.0,8381.0,139.0,1602.0,84.0,2.0,1233.0,0.0,469.0,18.0,1531.0,1.0,145.0,755,1516,755
327,rita1-2016-q1.pdf,Hurricane_Rita1,rita1,2016,1,10,30061,2026-01-29 19:40:45.859496,Q1 2016,74523000.0,74523000.0,1086201.4,373.21,39133452.78,11.0,30.0,18.0,12.0,25.0,151232956.35,226803214.05,1148644.24,484.54999999999995,117376577.59,13.0,1.0,16.0,10.0,0.0,0.0,1.0,5.0,0.0,1.0,4.0,99.0,1.0,0.0,74.0,4.0,1.0,2.0,6.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,4,7,4
349,rita2-2016-q1.pdf,Hurricane_Rita2,rita2,2016,1,23,61832,2026-01-29 19:40:47.434248,Q1 2016,428871849.0,428671849.0,15821439.0,0.0,2020000000.0,24.0,78.0,31.0,24.0,25.0,491080488.14,1180476656.84,86353578.51,0.0,2277753069.82,120.0,7.0,49.0,18.0,7.0,1.0,1.0,37.0,0.0,1.0,6.0,205.0,12.0,1.0,187.0,39.0,11.0,2.0,5.0,0.0,0.0,2.0,0.0,10.0,0.0,2.0,10,19,10
404,wf1-2016-q1.pdf,Wildfire_I,wf1,2016,1,37,87056,2026-01-29 19:45:34.826742,Q1 2016,31319686.0,31319686.0,10697886.82,42185.54,6263937200000.0,36.0,115.0,61.0,46.0,29.0,62240910.04,72711462.99,18280601.6,176592.48,6263986135021.45,97.0,4.0,60.0,1.0,1.0,33.0,3.0,80.0,0.0,0.0,4.0,299.0,0.0,4.0,244.0,11.0,60.0,3.0,0.0,45.0,0.0,12.0,0.0,70.0,0.0,4.0,17,33,17
271,ike-2016-q2.pdf,Hurricane_Ike,ike,2016,2,1145,2030210,2026-01-29 19:40:09.994315,Q2 2016,3113835744.26,3113472856.0,115262986.31,2331093878.71,3400000000.0,1353.0,3391.0,2080.0,1458.0,697.0,6202746533.75,20427668362.34,2029291631.06,2374181975.0,15078352419.36,4594.0,6.0,2296.0,483.0,106.0,2768.0,0.0,2073.0,0.0,48.0,449.0,9068.0,88.0,77.0,6345.0,121.0,1236.0,90.0,2.0,1001.0,0.0,390.0,15.0,1057.0,1.0,108.0,567,1140,567
328,rita1-2016-q2.pdf,Hurricane_Rita1,rita1,2016,2,7,23536,2026-01-29 19:40:45.895744,Q2 2016,74523000.0,74523000.0,1277.51,0.0,39133452.78,6.0,26.0,4.0,3.0,17.0,74534115.58,74625585.46,1277.51,0.0,120125575.91,15.0,0.0,12.0,10.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,59.0,0.0,0.0,44.0,4.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0,2,4,2
350,rita2-2016-q2.pdf,Hurricane_Rita2,rita2,2016,2,8,27335,2026-01-29 19:40:47.472075,Q2 2016,428871849.0,428671849.0,2231493.04,443.39,2020000000.0,5.0,22.0,6.0,3.0,17.0,429041301.39,864483947.36,2375068.56,443.39,2275866080.5,23.0,2.0,12.0,17.0,7.0,1.0,1.0,23.0,0.0,1.0,7.0,81.0,2.0,1.0,79.0,10.0,2.0,0.0,6.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,2,4,2
405,wf1-2016-q2.pdf,Wildfire_I,wf1,2016,2,31,75471,2026-01-29 19:45:34.898870,Q2 2016,31319686.0,31319686.0,12499164.92,137283.12,6263937200000.0,32.0,91.0,52.0,35.0,27.0,67334913.12,82894430.92,26704824.34,209511.22999999998,6263970577732.6,114.0,4.0,52.0,1.0,1.0,30.0,3.0,82.0,0.0,2.0,7.0,250.0,0.0,4.0,223.0,10.0,54.0,3.0,1.0,13.0,0.0,12.0,0.0,67.0,0.0,6.0,14,27,14
272,ike-2016-q3.pdf,Hurricane_Ike,ike,2016,3,1316,2307049,2026-01-29 19:40:11.857650,Q3 2016,3113894764.3,11771050000000.0,119834434.48,2395800559.33,3400000000.0,1509.0,4017.0,2492.0,1494.0,802.0,5771236520.74,11785785370598.84,2046957054.13,2426201515.46,13254897272.41,4328.0,7.0,1916.0,575.0,99.0,3556.0,0.0,2748.0,0.0,48.0,523.0,10470.0,77.0,89.0,6979.0,111.0,1443.0,83.0,2.0,1133.0,0.0,440.0,11.0,1334.0,1.0,111.0,653,1311,653
329,rita1-2016-q3.pdf,Hurricane_Rita1,rita1,2016,3,27,66324,2026-01-29 19:40:45.953079,Q3 2016,760453000000.0,74523000.0,1415519.53,45000.0,39133452.78,27.0,98.0,39.0,30.0,47.0,760534428156.33,97227127.35,3411345.23,46526.31,132863849.2,91.0,1.0,69.0,17.0,0.0,8.0,1.0,25.0,0.0,3.0,5.0,249.0,2.0,0.0,180.0,13.0,4.0,4.0,5.0,7.0,0.0,3.0,2.0,17.0,1.0,2.0,12,23,12
351,rita2-2016-q3.pdf,Hurricane_Rita2,rita2,2016,3,8,27050,2026-01-29 19:40:47.515234,Q3 2016,428871849.0,428827332.27,2231493.04,180728.97,2020000000.0,6.0,24.0,7.0,3.0,17.0,431273681.21,1288896306.16,2360648.41,180728.97,2275693362.57,21.0,2.0,12.0,17.0,7.0,1.0,1.0,23.0,0.0,1.0,7.0,79.0,1.0,1.0,75.0,10.0,3.0,0.0,6.0,0.0,0.0,2.0,0.0,2.0,0.0,3.0,2,4,2
406,wf1-2016-q3.pdf,Wildfire_I,wf1,2016,3,35,85275,2026-01-29 19:45:34.978148,Q3 2016,31319686.0,31319686.0,2755899.61,388272.11,6263937200000.0,39.0,109.0,59.0,47.0,32.0,70039524.83,69037053.69,10694030.58,475404.83,6263961722989.85,111.0,2.0,46.0,1.0,2.0,42.0,4.0,84.0,0.0,3.0,8.0,291.0,0.0,4.0,251.0,15.0,73.0,4.0,0.0,45.0,0.0,11.0,0.0,62.0,0.0,6.0,16,31,16
273,ike-2016-q4.pdf,Hurricane_Ike,ike,2016,4,2440,3561220,2026-01-29 19:40:15.030113,Q4 2016,3113930518.87,16081710000000.0,121781312.98,2448078720.16,3400000000.0,2755.0,7439.0,4416.0,3334.0,1334.0,6156789584.68,16091821193836.97,2218544865.86,2466915919.74,12931178052.03,8370.0,27.0,5690.0,1077.0,162.0,5383.0,0.0,4309.0,2.0,78.0,811.0,19417.0,122.0,183.0,12436.0,241.0,2140.0,106.0,3.0,2154.0,0.0,774.0,21.0,1551.0,1.0,424.0,1212,2435,1208
330,rita1-2016-q4.pdf,Hurricane_Rita1,rita1,2016,4,61,101740,2026-01-29 19:40:46.047086,Q4 2016,74523000.0,137487081.8,22129290.42,2753.97,39133452.78,62.0,187.0,91.0,95.0,84.0,169791919.63,370338773.18,46001115.43,2753.97,202308618.81,166.0,1.0,152.0,47.0,0.0,9.0,1.0,98.0,0.0,5.0,17.0,527.0,1.0,1.0,378.0,15.0,8.0,4.0,5.0,6.0,0.0,3.0,0.0,14.0,0.0,12.0,29,58,29
352,rita2-2016-q4.pdf,Hurricane_Rita2,rita2,2016,4,63,120424,2026-01-29 19:40:47.636376,Q4 2016,428871849.0,428671849.0,190720147.58,1500000.0,5200000000.0,81.0,183.0,84.0,74.0,126.0,1181702641.15,2006098030.8200002,314968625.22,1506407.55,19466033859.95,254.0,4.0,108.0,50.0,11.0,16.0,1.0,70.0,0.0,27.0,13.0,579.0,9.0,3.0,460.0,41.0,38.0,3.0,39.0,7.0,0.0,6.0,0.0,74.0,2.0,4.0,29,59,29
407,wf1-2016-q4.pdf,Wildfire_I,wf1,2016,4,42,81448,2026-01-29 19:45:35.064257,Q4 2016,31319686.0,31319686.0,4527030.37,425607.85,6263937200000.0,43.0,140.0,64.0,51.0,50.0,63372317.76,95740695.54,13527978.83,606752.5499999999,6263997976503.83,120.0,3.0,80.0,1.0,2.0,42.0,4.0,86.0,0.0,2.0,8.0,354.0,0.0,5.0,301.0,12.0,74.0,3.0,1.0,45.0,0.0,12.0,0.0,71.0,0.0,7.0,20,38,20
274,ike-2017-q1.pdf,Hurricane_Ike,ike,2017,1,1285,2322423,2026-01-29 19:40:16.879620,Q1 2017,3113952618.87,3113952618.87,125044469.73,2492455823.14,3400000000.0,1500.0,3718.0,2085.0,1847.0,796.0,6066761952.2699995,11602136483.9,1930594284.83,2510052135.17,14004851024.99,4958.0,8.0,2621.0,553.0,119.0,3530.0,0.0,2561.0,0.0,56.0,543.0,10038.0,91.0,102.0,7063.0,171.0,1448.0,123.0,3.0,1211.0,0.0,368.0,27.0,746.0,1.0,392.0,635,1280,635
353,rita2-2017-q1.pdf,Hurricane_Rita2,rita2,2017,1,18,48841,2026-01-29 19:40:47.690814,Q1 2017,428871849.0,428671849.0,21556515.44,1500000.0,5200000000.0,18.0,58.0,20.0,15.0,37.0,479292870.51,964584824.62,30416127.290000003,1713965.12,7935006525.41,51.0,2.0,26.0,25.0,8.0,2.0,1.0,30.0,0.0,14.0,17.0,176.0,1.0,1.0,140.0,10.0,9.0,4.0,17.0,2.0,0.0,3.0,0.0,15.0,0.0,3.0,7,14,7
408,wf1-2017-q1.pdf,Wildfire_I,wf1,2017,1,37,76137,2026-01-29 19:45:35.147928,Q1 2017,31319686.0,31319686.0,4527030.37,792180.76,6263937200000.0,38.0,115.0,53.0,48.0,41.0,58259440.47,109627808.89,11769466.620000001,1023242.16,6263974103112.79,147.0,4.0,71.0,1.0,1.0,51.0,4.0,92.0,0.0,5.0,10.0,302.0,4.0,1.0,349.0,8.0,143.0,2.0,1.0,68.0,0.0,24.0,0.0,67.0,0.0,10.0,17,33,17
24,f15-2017-q2.pdf,2015_Floods,f15,2017,2,7,29952,2026-01-29 18:39:47.876545,Q2 2017,50696000.0,50696000.0,123042.38,22935.52,315609790.0,10.0,25.0,9.0,6.0,21.0,51622437.46,51079075.95,127326.77,22935.52,846989064.39,18.0,0.0,24.0,1.0,1.0,0.0,3.0,10.0,0.0,1.0,0.0,83.0,0.0,1.0,59.0,7.0,5.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,2,3,2
