category,disaster_code,year,quarter,n_documents,programs_total,programs_completed,programs_in_progress,programs_cancelled,program_completion_rate,program_duration_quarters_mean,program_duration_quarters_n_obs,sum_budget_usd,sum_obligated_usd,sum_drawdown_usd,sum_expended_usd,admin_activity_count,admin_activity_budget_usd,admin_activity_obligated_usd,admin_activity_drawdown_usd,admin_activity_expended_usd,outcome_persons_total_actual,outcome_persons_total_expected,outcome_households_total_actual,outcome_households_total_expected,outcome_owner_households_total_actual,outcome_owner_households_total_expected,outcome_renter_households_total_actual,outcome_renter_households_total_expected,outcome_jobs_created_total_actual,outcome_jobs_created_total_expected,outcome_jobs_retained_total_actual,outcome_jobs_retained_total_expected,outcome_housing_units_total_actual,outcome_housing_units_total_expected,severity_rainfall_inches_max,severity_wind_speed_mph_max,sem_signal_count,sem_signal_confidence_mean,admin_staff_count_sum,admin_staff_count_n_obs,admin_staff_count_confidence_mean,admin_payroll_usd_sum,admin_payroll_usd_n_obs,admin_payroll_usd_confidence_mean,affected_population_persons_sum,affected_population_persons_n_obs,affected_population_persons_confidence_mean,affected_population_households_sum,affected_population_households_n_obs,affected_population_households_confidence_mean,severity_deaths_count_sum,severity_deaths_count_n_obs,severity_deaths_count_confidence_mean,severity_economic_loss_usd_sum,severity_economic_loss_usd_n_obs,severity_economic_loss_usd_confidence_mean,severity_property_damage_usd_sum,severity_property_damage_usd_n_obs,severity_property_damage_usd_confidence_mean,severity_unmet_need_usd_sum,severity_unmet_need_usd_n_obs,severity_unmet_need_usd_confidence_mean
Harvey_57M_ActionPlan,hh57m,2023,2,1,16.0,0.0,16.0,0.0,0.0,,0.0,16490600.0,0.0,0.0,0.0,1.0,2890000.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,150.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Harvey_57M_ActionPlan,hh57m,2023,3,1,16.0,0.0,16.0,0.0,0.0,,0.0,16490600.0,0.0,0.0,0.0,1.0,2890000.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,150.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Harvey_57M_ActionPlan,hh57m,2023,4,1,16.0,0.0,16.0,0.0,0.0,,0.0,5180797.93,0.0,0.0,0.0,1.0,2890000.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,150.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Harvey_57M_ActionPlan,hh57m,2024,1,1,16.0,0.0,16.0,0.0,0.0,,0.0,13520830.35,0.0,0.0,0.0,1.0,2890000.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,150.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Harvey_57M_ActionPlan,hh57m,2024,2,1,16.0,0.0,16.0,0.0,0.0,,0.0,13514127.79,0.0,0.0,0.0,1.0,2890000.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,150.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Harvey_57M_ActionPlan,hh57m,2024,3,1,16.0,0.0,16.0,0.0,0.0,,0.0,13510932.79,0.0,0.0,0.0,1.0,2890000.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,150.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Harvey_57M_ActionPlan,hh57m,2024,4,1,34.0,0.0,16.0,18.0,0.0,,0.0,13510932.79,0.0,0.0,0.0,4.0,2890000.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,150.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Harvey_57M_ActionPlan,hh57m,2025,1,1,34.0,0.0,16.0,18.0,0.0,,0.0,4223749.25,0.0,0.0,0.0,4.0,2890000.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,150.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Harvey_57M_ActionPlan,hh57m,2025,2,1,34.0,0.0,16.0,18.0,0.0,,0.0,13742488.120000001,0.0,0.0,0.0,4.0,2890000.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,150.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Harvey_57M_ActionPlan,hh57m,2025,3,1,34.0,0.0,16.0,18.0,0.0,,0.0,13742488.120000001,0.0,0.0,0.0,4.0,2890000.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,150.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Harvey_57M_ActionPlan,hh57m,2025,4,1,34.0,0.0,16.0,18.0,0.0,,0.0,13739612.9,0.0,0.0,0.0,4.0,2890000.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,150.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Harvey_57M_ActionPlan,hh57m-ap,2019,4,1,11.0,0.0,5.0,6.0,0.0,,0.0,30425920.0,0.0,30425920.0,0.0,4.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,150.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Harvey_57M_ActionPlan,hh57m-ap,2020,1,1,9.0,0.0,4.0,5.0,0.0,14.625,8.0,44334912.0,0.0,43465600.0,0.0,3.0,869312.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,150.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Harvey_57M_ActionPlan,hh57m-ap,2020,2,1,11.0,0.0,4.0,7.0,0.0,,0.0,43465600.0,0.0,43465600.0,0.0,4.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,150.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Harvey_57M_ActionPlan,hh57m-ap,2021,2,1,30.0,0.0,19.0,11.0,0.0,,0.0,56930688.0,0.0,43465600.0,0.0,4.0,2020688.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,150.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Harvey_57M_ActionPlan,hh57m-ap,2021,3,1,29.0,0.0,15.0,14.0,0.0,,0.0,35531128.0,0.0,22329728.0,0.0,4.0,2890000.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,150.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Harvey_57M_ActionPlan,hh57m-ap,2021,4,1,29.0,0.0,15.0,14.0,0.0,,0.0,35531128.0,0.0,22329728.0,0.0,4.0,2890000.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,150.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Harvey_57M_ActionPlan,hh57m-ap,2022,1,1,17.0,0.0,17.0,0.0,0.0,,0.0,35531128.0,0.0,21954728.0,0.0,2.0,2890000.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,150.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Harvey_57M_ActionPlan,hh57m-ap,2022,2,1,16.0,0.0,16.0,0.0,0.0,,0.0,35531128.0,0.0,22129728.0,0.0,1.0,2890000.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,150.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Harvey_57M_Performance,hh57m,2018,3,1,3.0,0.0,3.0,0.0,0.0,,0.0,2890000.0,0.0,289000.0,289000.0,2.0,2890000.0,0.0,289000.0,289000.0,,,,,,,,,,,,,,,,150.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Harvey_57M_Performance,hh57m,2018,4,1,3.0,0.0,3.0,0.0,0.0,,0.0,45486288.0,0.0,43754600.0,42599553.06,2.0,2890000.0,0.0,1158312.0,3265.06,,,,,,,,,,,,,,,,150.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Harvey_57M_Performance,hh57m,2019,2,1,9.0,0.0,9.0,0.0,0.0,,0.0,13761678.0,453398.78,50307339.69,11612905.3,2.0,2890000.0,25026.22,1738624.0,1756714.22,,,,,,,,,,,,,,,,150.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Harvey_57M_Performance,hh57m,2019,3,1,4.0,0.0,4.0,0.0,0.0,,0.0,45486288.0,1489382.96,46975670.96,15590195.21,1.0,2020688.0,0.0,2020688.0,1061132.25,,,,,,,,,,,,,,,,150.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Harvey_57M_Performance,hh57m,2019,4,1,4.0,0.0,4.0,0.0,0.0,,0.0,33315920.0,292427.89999999997,44760320.0,3837698.4600000004,2.0,2890000.0,292427.89999999997,2890000.0,863750.33,,,,,,,,,,,,,,,,150.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Harvey_57M_Performance,hh57m,2020,1,1,4.0,0.0,4.0,0.0,0.0,,0.0,57800000.0,797300.0,57800000.0,6636618.25,2.0,2890000.0,797300.0,2890000.0,66450.33,,,87.0,210.0,,,,,,,,,,,,150.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Harvey_57M_Performance,hh57m,2020,2,1,4.0,0.0,4.0,0.0,0.0,,0.0,2890000.0,2006019.07,57800000.0,8158346724291.08,2.0,2890000.0,71055.87,2890000.0,137506.19999999998,,,87.0,210.0,,,,,,,,,,,,150.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Harvey_57M_Performance,hh57m,2020,3,1,4.0,0.0,4.0,0.0,0.0,,0.0,57800000.0,0.0,57800000.0,10965857.260000002,2.0,2890000.0,0.0,2890000.0,137506.21,,,87.0,210.0,,,,,,,,,,,,150.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Harvey_57M_Performance,hh57m,2020,4,1,2.0,0.0,2.0,0.0,0.0,,0.0,2020688.0,27570.43,13465088.0,10212029.76,1.0,2020688.0,24099.96,2020688.0,32192.24,,,87.0,210.0,,,,,,,,,,,,150.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Harvey_57M_Performance,hh57m,2021,1,1,2.0,0.0,2.0,0.0,0.0,,0.0,2020688.0,868554.76,13465088.0,11080584.52,1.0,2020688.0,2154.67,2020688.0,34346.91,,,,,,,,,,,,,,,,150.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Harvey_57M_Performance,hh57m,2021,2,1,2.0,0.0,2.0,0.0,0.0,,0.0,2020688.0,0.0,13465088.0,12123786.93,1.0,2020688.0,0.0,2020688.0,775867.46,,,0.0,210.0,,,,,,,,,,,,150.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Harvey_57M_Performance,hh57m,2021,3,1,17.0,0.0,17.0,0.0,0.0,,0.0,30683765.09,5860.54,38322309.07,50153940.54,2.0,2890000.0,0.0,1950801.4300000002,2726668.89,,,0.0,210.0,,,,,,,,,,,,150.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Harvey_57M_Performance,hh57m,2021,4,1,2.0,0.0,2.0,0.0,0.0,,0.0,78000.0,5521.53,11444400.0,11359301.54,,,,,,,,0.0,210.0,,,,,,,,,,,,150.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Harvey_57M_Performance,hh57m,2022,1,1,6.0,0.0,6.0,0.0,0.0,,0.0,3769686.66,0.0,29147717.2,12278282.45,1.0,129413.93,0.0,129413.93,129413.93,,,,,,,,,,,,,,,,150.0,2.0,0.9,,,,2662.56,2.0,0.9,,,,,,,,,,,,,,,,,,
Harvey_57M_Performance,hh57m,2022,2,1,6.0,0.0,6.0,0.0,0.0,,0.0,6530272.73,0.0,31924252.509999998,3027262708852.31,1.0,2890000.0,0.0,2890000.0,1985992520000.0,,,,,,,,,,,,,,,,150.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Harvey_57M_Performance,hh57m,2022,3,1,6.0,0.0,6.0,0.0,0.0,,0.0,6530272.73,0.0,31935406.060000002,1081749074740.4001,1.0,2890000.0,0.0,2890000.0,1988758.21,,,,,,,,,,,,,,,,150.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Harvey_57M_Performance,hh57m,2022,4,1,17.0,0.0,17.0,0.0,0.0,,0.0,32242907.64,0.0,42759671.63,1135238769570.5898,1.0,2890000.0,0.0,2890000.0,1988758.21,,,,,,,,,,,,,,,,150.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Harvey_57M_Performance,hh57m,2023,1,1,13.0,0.0,12.0,0.0,0.0,,0.0,31235480.0,0.0,25455350.33,1988533692422.56,1.0,2890000.0,0.0,2890000.0,1988517810000.0,,,,,,,,,,,,,,,,150.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Harvey_57M_Performance,hh57m,2023,2,1,13.0,0.0,13.0,0.0,0.0,,0.0,20008298.0,0.0,12499196.520000001,13010828.51,,,,,,,,,,,,,,,,,,,,,150.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Harvey_57M_Performance,hh57m,2023,3,1,15.0,0.0,15.0,0.0,0.0,,0.0,48064698.0,0.0,52287360.59,44170131.76,,,,,,,,,,,,,,,,,,,,,150.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Harvey_57M_Performance,hh57m,2024,1,1,15.0,0.0,15.0,0.0,0.0,,0.0,43553461.9,481273.88,32271574.450000003,12349252303315.67,,,,,,,,,,,,,,,,,,,,,150.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Harvey_57M_Performance,hh57m,2024,2,1,14.0,0.0,14.0,0.0,0.0,,0.0,17284244.72,0.0,42702369.06,8634102529406.58,1.0,2890000.0,0.0,2890000.0,2011174.12,,,,,,,,,,,,,,,,150.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Harvey_57M_Performance,hh57m,2024,3,1,16.0,0.0,16.0,0.0,0.0,,0.0,13510932.79,0.0,0.0,0.0,1.0,2890000.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,150.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Harvey_57M_Performance,hh57m,2024,4,1,16.0,0.0,16.0,0.0,0.0,,0.0,22012518.77,2000.0,57095858.67,7750938742014.2,1.0,2890000.0,0.0,2890000.0,1997171.97,,,,,,,,,,,,,,,,150.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Harvey_57M_Performance,hh57m,2025,1,1,9.0,0.0,9.0,0.0,0.0,,0.0,38784000.269999996,546584.0,37955113.42,13476410864480.59,,,,,,,,,,,,,,,,,,,,,150.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Harvey_57M_Performance,hh57m,2025,3,1,6.0,0.0,6.0,0.0,0.0,,0.0,28145677.97,1.0,32459646.79,4362946242330.02,1.0,2890000.0,1.0,2890000.0,1998651.64,,,,,,,,,,,,,,,,150.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Harvey_57M_Performance,hh57m-ap,2019,4,1,11.0,0.0,5.0,6.0,0.0,,0.0,30425920.0,0.0,30425920.0,0.0,4.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,150.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Harvey_5B_ActionPlan,h5b,2022,3,1,532.0,2.0,530.0,0.0,0.0037593984962406013,,0.0,828293110.23,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,2000.0,150.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Harvey_5B_ActionPlan,h5b,2022,4,1,543.0,2.0,541.0,0.0,0.003683241252302026,,0.0,829398716.59,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,2000.0,150.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Harvey_5B_ActionPlan,h5b,2023,1,1,547.0,5.0,542.0,0.0,0.009140767824497258,,0.0,309489649.73,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,2000.0,150.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Harvey_5B_ActionPlan,h5b,2023,2,1,548.0,6.0,542.0,0.0,0.010948905109489052,,0.0,310032460.81,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,2000.0,150.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Harvey_5B_ActionPlan,h5b,2023,3,1,523.0,14.0,509.0,0.0,0.02676864244741874,,0.0,308803371.88,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,2000.0,150.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Harvey_5B_ActionPlan,h5b,2023,4,1,527.0,15.0,512.0,0.0,0.028462998102466792,,0.0,310553698.69,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,2000.0,150.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Harvey_5B_ActionPlan,h5b,2024,1,1,547.0,26.0,521.0,0.0,0.04753199268738574,,0.0,312850760.71000004,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,2000.0,150.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Harvey_5B_ActionPlan,h5b,2024,2,1,549.0,34.0,515.0,0.0,0.061930783242258654,,0.0,314270752.16,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,2000.0,150.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Harvey_5B_ActionPlan,h5b,2024,3,1,546.0,39.0,507.0,0.0,0.07142857142857142,,0.0,313459107.69,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,2000.0,150.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Harvey_5B_ActionPlan,h5b,2024,4,1,561.0,43.0,501.0,17.0,0.0766488413547237,,0.0,104841004.14,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,2000.0,150.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Harvey_5B_ActionPlan,h5b,2025,1,1,584.0,47.0,502.0,34.0,0.08047945205479452,,0.0,105416312.14,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,8122021095131.0,150.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Harvey_5B_ActionPlan,h5b,2025,2,1,614.0,47.0,529.0,38.0,0.07654723127035831,,0.0,101947831.29,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,8122021095131.0,150.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Harvey_5B_ActionPlan,h5b,2025,3,1,608.0,80.0,470.0,58.0,0.13157894736842105,,0.0,100343825.64,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,8122021095131.0,150.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Harvey_5B_ActionPlan,h5b,2025,4,1,613.0,76.0,478.0,59.0,0.12398042414355628,,0.0,102015640.7,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,8122021095131.0,150.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Harvey_5B_ActionPlan,hh5b,2020,3,1,586.0,0.0,491.0,95.0,0.0,,0.0,492381735.88,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,2000.0,150.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Harvey_5B_ActionPlan,hh5b,2020,4,1,612.0,2.0,517.0,93.0,0.0032679738562091504,,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,2000.0,150.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Harvey_5B_ActionPlan,hh5b,2021,1,1,636.0,2.0,539.0,95.0,0.0031446540880503146,,0.0,458036.62,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,2000.0,150.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Harvey_5B_ActionPlan,hh5b,2021,2,1,638.0,2.0,531.0,105.0,0.003134796238244514,,0.0,128581587.62,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,2000.0,150.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Harvey_5B_ActionPlan,hh5b,2021,3,1,603.0,2.0,482.0,119.0,0.003316749585406302,,0.0,129297814.78,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,2000.0,150.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Harvey_5B_ActionPlan,hh5b,2021,4,1,607.0,2.0,485.0,120.0,0.0032948929159802307,,0.0,226832814.78,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,2000.0,150.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Harvey_5B_ActionPlan,hh5b,2022,1,1,507.0,2.0,505.0,0.0,0.0039447731755424065,,0.0,228603505.6,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,2000.0,150.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Harvey_5B_ActionPlan,hh5b,2022,2,1,531.0,2.0,529.0,0.0,0.003766478342749529,,0.0,228603505.6,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,2000.0,150.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Harvey_5B_ActionPlan,hh5b-ap,2019,4,1,189.0,0.0,186.0,2.0,0.0,12.978260869565217,184.0,1546741660.68,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,2000.0,150.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Harvey_5B_ActionPlan,hh5b-ap,2020,1,1,462.0,0.0,367.0,95.0,0.0,,0.0,658583535.19,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,2000.0,150.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Harvey_5B_ActionPlan,hh5b-ap,2020,2,1,551.0,0.0,456.0,95.0,0.0,,0.0,485377240.88,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,2000.0,150.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Harvey_5B_Performance,h5b,2018,4,1,2.0,0.0,2.0,0.0,0.0,,0.0,38889619.6,0.0,21000000.0,15570630.88,1.0,25121075.0,0.0,20000000.0,15000000.0,,,,,,,,,,,,,,,,150.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Harvey_5B_Performance,h5b,2019,1,1,4.0,0.0,4.0,0.0,0.0,,0.0,277675000.0,18000000.0,4500223400000.0,124080892.2,1.0,125000000.0,0.0,125000000.0,105000000.0,,,,,,,,,,,,,,,0.0,150.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Harvey_5B_Performance,h5b,2019,2,1,171.0,0.0,167.0,4.0,0.0,,0.0,2658318157.24,13945788.95,4681053469.9,1345132595577.02,5.0,251210750.0,0.0,251210750.0,126210750.0,,,,,,,,,,,,,,,0.0,150.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Harvey_5B_Performance,h5b,2019,3,1,64.0,0.0,64.0,0.0,0.0,,0.0,6245892348.14,387099147.74,3.212785839946411e+17,2.1028841351802064e+17,4.0,99483301.0,0.0,252700524.0,271949015.0,,,,,,,,,,,,,,,2000.0,150.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Harvey_5B_Performance,h5b,2019,4,1,145.0,0.0,143.0,2.0,0.0,,0.0,3372300466.7,10408669.719999999,1.1691339715923492e+16,146245115115065.44,2.0,420166238.0,3373403.07,217583119.0,217583119.0,,,,,,,,,,,,,,,2000.0,150.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Harvey_5B_Performance,h5b,2020,1,1,254.0,0.0,254.0,0.0,0.0,,0.0,4927917554.809999,44004186.79000001,2.4453443913259736e+16,1174800769360181.2,5.0,517521595.0,911820.75,283819500.0,283819500.0,,,2038.0,14156.0,,,,,,,,,,,2000.0,150.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Harvey_5B_Performance,h5b,2020,2,1,209.0,0.0,209.0,0.0,0.0,,0.0,3799829477.95,219608827.02,1.6860630782401584e+16,1827141805408400.5,5.0,283819500.0,1536749.21,283819500.0,283819500.0,,,4319.0,13592.0,,,,,,,,,,,2000.0,150.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Harvey_5B_Performance,h5b,2020,3,1,229.0,0.0,229.0,0.0,0.0,,0.0,4717537215.56,178360646.16,1.459996884004114e+16,2520756117726733.5,5.0,486402619.0,8422444.86,283819500.0,283819500.0,,,7269.0,15597.0,,,,,,,,,,,2000.0,150.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Harvey_5B_Performance,h5b,2020,4,1,275.0,2.0,273.0,0.0,0.007272727272727273,,0.0,4528421033.809999,147979818.0,3759298034.29,24797520843760.57,5.0,545653292.0,2056676.42,261833793.0,4010261151778.83,,,9821.0,15597.0,,,,,,,,,,,2000.0,150.0,16.0,0.9,,,,493386.16,16.0,0.9,,,,,,,,,,,,,,,,,,
Harvey_5B_Performance,h5b,2021,1,1,234.0,0.0,233.0,1.0,0.0,,0.0,7534884702.68,67420172.67,1956511842153.5999,26495955110968.91,4.0,505401046.0,23626.91,252700523.0,247817649.86,7.0,300000.0,5741.0,13402.0,,,,,,,,,,,2000.0,150.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Harvey_5B_Performance,h5b,2021,2,1,207.0,0.0,201.0,6.0,0.0,,0.0,6611841781.24,64515792.58,264509504242.67,1590009497544.03,5.0,113971412.0,881018.73,283819500.0,280084270.24,460.0,300000.0,8543.0,18115.0,,,,,,,,,,,2000.0,150.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Harvey_5B_Performance,h5b,2021,3,1,230.0,0.0,230.0,0.0,0.0,,0.0,5389983040.72,115369716.73,5148290257.41,16249452933582.24,3.0,40000000.0,0.0,246833794.0,242041444.7,807.0,300260.0,5526.0,14409.0,,,,,,,,,,,2000.0,150.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Harvey_5B_Performance,h5b,2021,4,1,320.0,0.0,320.0,0.0,0.0,,0.0,5902213650.639999,85951309.62,161484474982291.66,39906550278359.57,4.0,70000000.0,482186.47,261833794.0,7617336219154.76,666.0,300066.0,5221.0,17475.0,,,,,,,,,,,2000.0,150.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Harvey_5B_Performance,h5b,2022,1,1,265.0,0.0,265.0,0.0,0.0,,0.0,5140245052.28,0.0,478519584802023.25,33114685503785.74,5.0,113971412.0,0.0,283819500.0,8563560316994.069,,,,,,,,,,,,,,,2000.0,150.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Harvey_5B_Performance,h5b,2022,2,1,203.0,0.0,203.0,0.0,0.0,,0.0,3107391063.17,32101661.71,302076117928634.5,49110660191759.53,5.0,282819500.0,0.0,282819500.0,3233990394102.92,,,,,,,,,,,,,,,2000.0,150.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Harvey_5B_Performance,h5b,2022,3,1,224.0,0.0,224.0,0.0,0.0,,0.0,153796344.92,5680371.26,91744695286558.33,40211254.89,5.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,2000.0,150.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Harvey_5B_Performance,h5b,2022,4,1,231.0,0.0,231.0,0.0,0.0,,0.0,4503038.699999999,4201457.5600000005,5501108.75,4593009.46,5.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,2000.0,150.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Harvey_5B_Performance,h5b,2023,2,1,276.0,3.0,273.0,0.0,0.010869565217391304,,0.0,7698088714.0199995,0.0,302077470877697.5,51568659359752.92,4.0,523667588.0,0.0,261833794.0,226377226.67999998,,,,,,,,,,,,,,,2000.0,150.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Harvey_5B_Performance,h5b,2023,3,1,256.0,10.0,246.0,0.0,0.0390625,,0.0,3820961432.04,2249247.97,15226060319647.84,560335765452115.6,5.0,283819500.0,0.0,283819500.0,4080643395765.86,,,,,,,,,,,,,,,2000.0,150.0,,,,,,,,,,,,,,,,,,,,,,,,,,
