activity_id,document_id,header_page,page_number,measure_raw,measure,canonical_measure,this_period,low_actual,low_expected,mod_actual,mod_expected,total_actual,total_expected,post1,post2,post3,lmi_percent
267:298,267,298,299,Persons,persons,persons,0.0,0,6547,0,0,0,6547,0.0,0.0,0.0,
267:300,267,300,301,Persons,persons,persons,0.0,0,4512,0,0,0,4512,0.0,0.0,0.0,
267:302,267,302,303,Persons,persons,persons,0.0,0,9882,0,0,0,20449,0.0,0.0,0.0,
267:304,267,304,305,Persons,persons,persons,0.0,0,0,0,8143,0,12977,0.0,0.0,0.0,
267:370,267,370,371,Households,households,households,0.0,2094,0,741,741,4057,1352,0.0,0.0,69.88,
267:707,267,707,708,Persons,persons,persons,0.0,0,9,0,0,0,16,0.0,0.0,0.0,
267:1169,267,1169,1170,Persons,persons,persons,0.0,0,0,0,40,0,40,0.0,0.0,0.0,
267:1624,267,1624,1625,Households,households,households,0.0,0,0,0,0,0,5,0.0,0.0,0.0,
267:1634,267,1634,1635,Persons,persons,persons,0.0,0,0,0,223,0,546,0.0,0.0,0.0,
267:1693,267,1693,1694,Households,households,households,26.0,36,0,111,0,147,220,6.0,32.0,100.0,
267:1698,267,1698,1699,Households,households,households,0.0,0,0,0,0,136,115,0.0,21.0,0.0,
267:1700,267,1700,1701,Households,households,households,0.0,3,4,0,0,3,4,3.0,3.0,100.0,
267:1702,267,1702,1703,Households,households,households,0.0,0,0,0,532,0,532,0.0,0.0,0.0,
267:1704,267,1704,1705,Households,households,households,0.0,204,0,93,275,297,275,0.0,0.0,100.0,
267:1706,267,1706,1707,Households,households,households,0.0,0,0,0,532,0,532,0.0,0.0,0.0,
267:1708,267,1708,1709,Households,households,households,0.0,0,0,0,0,189,245,0.0,0.0,0.0,
267:1714,267,1714,1715,Households,households,households,0.0,0,0,0,0,0,25,0.0,0.0,0.0,
267:1716,267,1716,1717,Households,households,households,0.0,0,0,0,0,0,208,0.0,0.0,0.0,
267:1718,267,1718,1719,Households,households,households,0.0,0,0,0,0,0,56,0.0,0.0,0.0,
267:1720,267,1720,1721,Households,households,households,0.0,0,0,0,0,0,75,0.0,0.0,0.0,
267:1722,267,1722,1723,Households,households,households,0.0,0,0,4,0,8,20,0.0,0.0,50.0,
267:1724,267,1724,1725,Households,households,households,0.0,324,750,185,0,509,750,0.0,0.0,100.0,
267:1728,267,1728,1729,Households,households,households,0.0,198,0,0,0,198,271,0.0,0.0,100.0,
267:1730,267,1730,1731,Households,households,households,0.0,0,0,71,0,71,109,0.0,0.0,100.0,
267:1732,267,1732,1733,Households,households,households,0.0,0,0,0,0,0,50,0.0,0.0,0.0,
267:1734,267,1734,1735,Households,households,households,0.0,0,0,0,0,0,102,0.0,0.0,0.0,
267:1736,267,1736,1737,Households,households,households,224.0,376,0,224,0,600,625,376.0,600.0,100.0,
267:1738,267,1738,1739,Households,households,households,0.0,0,0,0,0,0,21,0.0,0.0,0.0,
267:1740,267,1740,1741,Households,households,households,20.0,85,0,21,0,106,92,84.0,104.0,100.0,
267:1742,267,1742,1743,Households,households,households,0.0,0,0,0,0,0,18,0.0,0.0,0.0,
267:1744,267,1744,1745,Households,households,households,3.0,30,0,4,0,34,32,29.0,32.0,100.0,
267:1746,267,1746,1747,Households,households,households,0.0,0,0,0,46,0,83,0.0,0.0,0.0,
267:1748,267,1748,1749,Households,households,households,0.0,0,0,0,182,0,182,0.0,0.0,0.0,
267:1750,267,1750,1751,Households,households,households,0.0,37,32,34,43,71,75,0.0,0.0,100.0,
267:1752,267,1752,1753,Households,households,households,0.0,0,0,0,0,0,2498,0.0,0.0,0.0,
267:1754,267,1754,1755,Households,households,households,0.0,0,532,0,0,0,532,0.0,0.0,0.0,
267:1756,267,1756,1757,Households,households,households,0.0,0,0,0,0,0,60,0.0,0.0,0.0,
267:1758,267,1758,1759,Persons,persons,persons,0.0,0,0,0,1,0,1,0.0,0.0,0.0,
267:1760,267,1760,1761,Households,households,households,0.0,1,0,0,275,1,275,0.0,0.0,100.0,
267:1762,267,1762,1763,Households,households,households,0.0,0,910,0,0,0,910,0.0,0.0,0.0,
267:1764,267,1764,1765,Households,households,households,0.0,171,0,27,700,198,700,0.0,0.0,100.0,
267:1768,267,1768,1769,Households,households,households,0.0,9,476,3,0,12,476,0.0,0.0,100.0,
267:1774,267,1774,1775,Households,households,households,0.0,0,0,0,63,0,63,0.0,0.0,0.0,
267:1776,267,1776,1777,Households,households,households,0.0,0,0,0,110,0,110,0.0,0.0,0.0,
267:1782,267,1782,1783,Households,households,households,0.0,28,0,8,201,36,201,0.0,0.0,100.0,
267:1784,267,1784,1785,Households,households,households,0.0,0,0,0,20,0,20,0.0,0.0,0.0,
267:1786,267,1786,1787,Households,households,households,0.0,342,0,45,815,387,815,0.0,0.0,100.0,
267:1788,267,1788,1789,Households,households,households,0.0,0,20,0,0,0,20,0.0,0.0,0.0,
267:1790,267,1790,1791,Households,households,households,0.0,0,230,0,0,0,230,0.0,0.0,0.0,
267:1792,267,1792,1793,Households,households,households,0.0,0,0,0,0,0,0,0.0,0.0,0.0,
267:1794,267,1794,1795,Households,households,households,0.0,0,64,0,0,0,64,0.0,0.0,0.0,
267:1796,267,1796,1797,Households,households,households,0.0,0,0,0,456,0,911,0.0,0.0,0.0,
267:1798,267,1798,1799,Households,households,households,0.0,0,628,0,0,0,628,0.0,0.0,0.0,
267:1800,267,1800,1801,Households,households,households,0.0,0,54,0,0,0,54,0.0,0.0,0.0,
267:1802,267,1802,1803,Households,households,households,0.0,0,10,0,0,0,10,0.0,0.0,0.0,
267:1804,267,1804,1805,Households,households,households,0.0,0,0,0,0,0,0,0.0,0.0,0.0,
267:1806,267,1806,1807,Households,households,households,0.0,0,200,0,0,0,200,0.0,0.0,0.0,
267:1808,267,1808,1809,Households,households,households,0.0,0,40,0,0,0,40,0.0,0.0,0.0,
267:1810,267,1810,1811,Households,households,households,0.0,0,0,0,22,0,43,0.0,0.0,0.0,
267:1812,267,1812,1813,Households,households,households,0.0,0,0,0,32,0,32,0.0,0.0,0.0,
267:1814,267,1814,1815,Households,households,households,0.0,0,114,0,0,0,114,0.0,0.0,0.0,
267:1816,267,1816,1817,Households,households,households,0.0,0,38,0,0,0,38,0.0,0.0,0.0,
267:1818,267,1818,1819,Households,households,households,0.0,0,0,0,36,0,70,0.0,0.0,0.0,
267:1820,267,1820,1821,Households,households,households,0.0,0,0,0,30,0,30,0.0,0.0,0.0,
267:1822,267,1822,1823,Households,households,households,0.0,0,208,0,0,0,208,0.0,0.0,0.0,
267:1824,267,1824,1825,Households,households,households,0.0,0,0,0,110,0,211,0.0,0.0,0.0,
267:1826,267,1826,1827,Households,households,households,0.0,0,0,0,148,0,148,0.0,0.0,0.0,
267:1830,267,1830,1831,Households,households,households,0.0,0,145,0,0,0,282,0.0,0.0,0.0,
267:1832,267,1832,1833,Households,households,households,0.0,0,200,0,0,0,200,0.0,0.0,0.0,
324:5,324,5,5,Persons,persons,persons,0.0,0,0,0,0,0,1,0.0,0.0,0.0,
324:5,324,5,6,Households,households,households,0.0,0,0,0,8,0,8,0.0,0.0,0.0,
346:6,346,6,6,Households,households,households,0.0,0,0,175,309,175,309,0.0,0.0,100.0,
346:8,346,8,8,Households,households,households,0.0,0,0,0,12,0,12,0.0,0.0,0.0,
401:8,401,8,9,Households,households,households,0.0,0,0,6,6,6,6,0.0,0.0,100.0,
401:10,401,10,11,Households,households,households,0.0,0,0,28,28,28,28,0.0,0.0,100.0,
268:66,268,66,67,Households,households,households,0.0,18596,0,0,0,48073,0,0.0,0.0,38.68,67.0
268:405,268,405,406,Households,households,households,0.0,2094,0,741,741,4057,1352,0.0,0.0,69.88,
268:435,268,435,436,Households,households,households,0.0,0,0,0,0,0,0,0.0,0.0,0.0,436.0
268:1850,268,1850,1851,Households,households,households,0.0,36,36,111,111,147,147,0.0,0.0,100.0,
268:1853,268,1853,1854,Households,households,households,0.0,173,173,48,48,221,221,0.0,0.0,100.0,
268:1855,268,1855,1856,Households,households,households,0.0,0,0,0,0,136,136,0.0,0.0,0.0,
268:1859,268,1859,1860,Households,households,households,0.0,204,0,93,275,297,275,0.0,0.0,100.0,
268:1863,268,1863,1864,Households,households,households,0.0,0,0,0,0,189,245,0.0,0.0,0.0,
268:1865,268,1865,1866,Households,households,households,0.0,398,0,164,0,565,461,0.0,0.0,99.47,
268:1873,268,1873,1874,Households,households,households,0.0,0,0,4,0,8,20,0.0,0.0,50.0,
268:1875,268,1875,1876,Households,households,households,0.0,324,750,185,0,509,750,0.0,0.0,100.0,
268:1879,268,1879,1880,Households,households,households,0.0,198,0,0,0,198,271,0.0,0.0,100.0,
268:1883,268,1883,1884,Households,households,households,0.0,376,376,224,224,600,625,0.0,0.0,100.0,
268:1887,268,1887,1888,Households,households,households,0.0,85,0,21,0,106,92,0.0,0.0,100.0,
268:1889,268,1889,1890,Households,households,households,0.0,30,0,4,0,34,32,0.0,0.0,100.0,
268:1891,268,1891,1892,Households,households,households,37.0,46,46,37,0,83,83,46.0,83.0,100.0,
268:1893,268,1893,1894,Households,households,households,0.0,182,0,0,182,182,182,182.0,182.0,100.0,
268:1895,268,1895,1896,Households,households,households,0.0,37,32,34,43,71,75,0.0,0.0,100.0,
268:1907,268,1907,1908,Households,households,households,0.0,1,0,0,275,1,275,0.0,0.0,100.0,
268:1911,268,1911,1912,Households,households,households,5.0,191,0,32,783,223,783,20.0,25.0,100.0,
268:1913,268,1913,1914,Households,households,households,0.0,24,126,13,0,37,126,2.0,2.0,100.0,
268:1915,268,1915,1916,Households,households,households,0.0,9,476,3,0,12,476,0.0,0.0,100.0,
268:1923,268,1923,1924,Households,households,households,6.0,103,622,39,0,142,622,22.0,28.0,100.0,
268:1927,268,1927,1928,Households,households,households,1.0,31,0,9,201,40,201,3.0,4.0,100.0,
268:1931,268,1931,1932,Households,households,households,5.0,397,0,50,815,447,815,55.0,60.0,100.0,
325:7,325,7,8,Households,households,households,0.0,8,0,0,8,8,8,8.0,8.0,100.0,
347:5,347,5,6,Households,households,households,0.0,39,31,15,44,54,75,0.0,0.0,100.0,
347:8,347,8,8,Households,households,households,0.0,0,0,175,309,175,309,0.0,0.0,100.0,
347:11,347,11,11,Households,households,households,1.0,16,0,1,19,17,19,16.0,17.0,100.0,
347:11,347,11,12,Households,households,households,0.0,0,0,0,0,0,0,0.0,0.0,0.0,
269:50,269,50,51,Households,households,households,0.0,18596,0,0,0,48073,0,0.0,0.0,38.68,51.0
269:233,269,233,234,Persons,persons,persons,2408.0,0,0,2408,2408,3351,3351,0.0,3351.0,71.86,0.0
269:235,269,235,236,Persons,persons,persons,2408.0,0,0,2408,2408,3351,3351,0.0,3351.0,71.86,0.0
269:237,269,237,238,Persons,persons,persons,2408.0,0,0,2408,2408,3351,3351,0.0,3351.0,71.86,71.9
269:239,269,239,240,Persons,persons,persons,2408.0,0,0,2408,2408,3351,3351,0.0,3351.0,71.86,71.86
269:445,269,445,446,Persons,persons,persons,3698.0,0,0,3698,3698,6211,6211,0.0,6211.0,59.54,
269:447,269,447,448,Persons,persons,persons,3698.0,0,0,3698,3698,6211,6211,0.0,6211.0,59.54,
269:449,269,449,450,Households,households,households,0.0,2094,0,741,741,4057,1352,0.0,0.0,69.88,
269:471,269,471,472,Households,households,households,0.0,0,0,0,0,0,0,0.0,0.0,0.0,472.0
269:473,269,473,474,Persons,persons,persons,883.0,0,0,883,883,1976,1976,0.0,1976.0,44.69,474.0
269:475,269,475,476,Persons,persons,persons,883.0,0,0,883,883,1976,1976,0.0,1976.0,44.69,44.69
269:477,269,477,478,Persons,persons,persons,317.0,0,0,317,317,1018,1018,0.0,1018.0,31.14,478.0
269:479,269,479,480,Persons,persons,persons,883.0,0,0,883,883,1976,1976,0.0,1976.0,44.69,480.0
269:481,269,481,482,Persons,persons,persons,524.0,0,0,524,524,824,824,0.0,824.0,63.59,482.0
269:483,269,483,484,Persons,persons,persons,883.0,0,0,883,883,1976,1976,0.0,1976.0,44.69,484.0
269:555,269,555,556,Persons,persons,persons,193.0,0,0,193,193,619,619,0.0,619.0,31.18,31.18
269:559,269,559,560,Persons,persons,persons,157.0,0,0,157,157,301,301,0.0,301.0,52.16,52.16
269:583,269,583,584,Persons,persons,persons,1014.0,0,0,1014,1014,2103,2103,0.0,2103.0,48.22,584.0
269:585,269,585,586,Persons,persons,persons,1014.0,0,0,1014,1014,2103,2103,0.0,2103.0,48.22,48.22
269:587,269,587,588,Persons,persons,persons,1014.0,0,0,1014,1014,2103,2103,0.0,2103.0,48.22,48.22
269:589,269,589,590,Persons,persons,persons,1014.0,0,0,1014,1014,2103,2103,0.0,2103.0,48.22,48.22
269:615,269,615,616,Persons,persons,persons,690.0,0,0,690,690,1065,1065,0.0,1065.0,64.79,64.79
269:639,269,639,640,Persons,persons,persons,6615.0,0,0,6615,6615,16237,16237,0.0,16237.0,40.74,40.74
269:641,269,641,642,Persons,persons,persons,8115.0,0,0,8115,8115,19295,19295,0.0,19295.0,42.06,42.06
269:643,269,643,644,Persons,persons,persons,271.0,0,0,271,271,912,912,0.0,912.0,29.71,42.06
269:645,269,645,647,Persons,persons,persons,3768.0,0,0,3768,3768,9319,9319,0.0,9319.0,40.43,40.43
269:648,269,648,649,Persons,persons,persons,8115.0,0,0,8115,8115,19295,19295,0.0,19295.0,42.06,42.06
269:692,269,692,693,Persons,persons,persons,31531.0,0,0,31531,31531,84966,84966,0.0,84966.0,37.11,
269:694,269,694,695,Persons,persons,persons,1673.0,0,0,1673,1673,5700,5700,0.0,5700.0,29.35,29.35
269:696,269,696,697,Persons,persons,persons,31531.0,0,0,31531,31531,84966,84966,0.0,84966.0,37.11,37.11
269:739,269,739,740,Persons,persons,persons,269.0,0,0,269,269,1538,1538,0.0,1538.0,17.49,17.49
269:741,269,741,742,Persons,persons,persons,269.0,0,0,269,269,1538,1538,0.0,1538.0,17.49,17.49
269:743,269,743,744,Persons,persons,persons,269.0,0,0,269,269,1538,1538,0.0,1538.0,17.49,17.49
269:747,269,747,748,Persons,persons,persons,269.0,0,0,269,269,1538,1538,0.0,1538.0,17.49,17.49
269:753,269,753,754,Persons,persons,persons,2213.0,0,0,2213,2213,15453,15453,0.0,15453.0,14.32,14.32
269:755,269,755,756,Persons,persons,persons,2213.0,0,0,2213,2213,15453,15453,0.0,15453.0,14.32,14.32
269:765,269,765,766,Persons,persons,persons,3777.0,0,0,3777,3777,8556,8556,0.0,8556.0,44.14,34.46
269:803,269,803,804,Persons,persons,persons,70.0,0,0,70,70,95,95,0.0,95.0,73.68,
269:841,269,841,842,Persons,persons,persons,239.0,0,0,239,239,432,432,0.0,432.0,55.32,842.0
269:994,269,994,995,Persons,persons,persons,8827.0,0,0,8827,8827,12694,12694,0.0,12694.0,69.54,995.0
269:1016,269,1016,1017,Persons,persons,persons,269.0,0,0,269,269,1137,1137,0.0,1137.0,23.66,1017.0
269:1018,269,1018,1019,Persons,persons,persons,592.0,0,0,592,592,853,853,0.0,853.0,69.4,
269:1020,269,1020,1021,Persons,persons,persons,153.0,0,0,153,153,510,510,0.0,510.0,30.0,1021.0
269:1022,269,1022,1023,Persons,persons,persons,243.0,0,0,243,243,1291,1291,0.0,1291.0,18.82,1023.0
269:1024,269,1024,1025,Persons,persons,persons,536.0,0,0,536,536,1222,1222,0.0,1222.0,43.86,1025.0
269:1026,269,1026,1027,Persons,persons,persons,345.0,0,0,345,345,1020,1020,0.0,1020.0,33.82,1027.0
269:1082,269,1082,1083,Persons,persons,persons,840.0,0,0,840,840,1617,1617,0.0,1617.0,51.95,1083.0
269:1118,269,1118,1119,Persons,persons,persons,603.0,0,0,603,603,1000,1000,0.0,1000.0,60.3,1119.0
269:1144,269,1144,1145,Persons,persons,persons,2167.0,0,0,2167,2167,3435,3435,0.0,3435.0,63.09,1145.0
269:1146,269,1146,1147,Persons,persons,persons,2064.0,0,0,2064,2064,5429,5429,0.0,5429.0,38.02,1147.0
269:1148,269,1148,1149,Persons,persons,persons,921.0,0,0,921,921,1679,1679,0.0,1679.0,54.85,1149.0
269:1150,269,1150,1151,Persons,persons,persons,1378.0,0,0,1378,1378,2184,2184,0.0,2184.0,63.1,1151.0
269:1152,269,1152,1153,Persons,persons,persons,1037.0,0,0,1037,1037,1664,1664,0.0,1664.0,62.32,1153.0
269:1208,269,1208,1209,Persons,persons,persons,664.0,0,0,664,664,1245,1245,0.0,1245.0,53.33,1209.0
269:1212,269,1212,1213,Persons,persons,persons,40.0,0,0,40,40,40,40,0.0,40.0,100.0,
269:1288,269,1288,1289,Persons,persons,persons,1053.0,0,0,1053,1053,2637,2637,0.0,2637.0,39.93,1289.0
269:1290,269,1290,1291,Persons,persons,persons,1555.0,0,0,1555,1555,3688,3688,0.0,3688.0,42.16,1291.0
269:1292,269,1292,1293,Persons,persons,persons,1052.0,0,0,1052,1052,2083,2083,0.0,2083.0,50.5,1293.0
269:1360,269,1360,1361,Persons,persons,persons,307.0,0,0,307,307,559,559,0.0,559.0,54.92,
269:1362,269,1362,1363,Persons,persons,persons,307.0,0,0,307,307,559,559,0.0,559.0,54.92,
269:1376,269,1376,1377,Persons,persons,persons,265.0,0,0,265,265,424,424,0.0,424.0,62.5,
269:1404,269,1404,1405,Persons,persons,persons,18.0,0,0,18,18,22,22,0.0,22.0,81.82,
269:1406,269,1406,1407,Persons,persons,persons,56.0,0,0,56,56,60,60,0.0,60.0,93.33,
269:1408,269,1408,1409,Persons,persons,persons,3.0,0,0,3,3,3,3,0.0,3.0,100.0,
269:1410,269,1410,1411,Persons,persons,persons,126.0,0,0,126,126,132,132,0.0,132.0,95.45,
269:1420,269,1420,1421,Persons,persons,persons,429.0,0,0,429,429,939,939,0.0,939.0,45.69,1421.0
269:1422,269,1422,1423,Persons,persons,persons,429.0,0,0,429,429,939,939,0.0,939.0,45.69,1423.0
269:1424,269,1424,1425,Persons,persons,persons,429.0,0,0,429,429,939,939,0.0,939.0,45.69,1425.0
269:1426,269,1426,1427,Persons,persons,persons,60.0,0,0,60,60,84,84,0.0,84.0,71.43,
269:1510,269,1510,1511,Persons,persons,persons,10777.0,0,0,10777,10777,24844,24844,0.0,24844.0,43.38,1511.0
269:1512,269,1512,1513,Persons,persons,persons,10777.0,0,0,10777,10777,24844,24844,0.0,24844.0,43.38,1513.0
269:1534,269,1534,1535,Persons,persons,persons,63.0,0,0,63,63,1016,1016,0.0,1016.0,6.2,1535.0
269:1536,269,1536,1537,Persons,persons,persons,723.0,0,0,723,723,1124,1124,0.0,1124.0,64.32,1537.0
269:1538,269,1538,1539,Persons,persons,persons,348.0,0,0,348,348,592,592,0.0,592.0,58.78,1539.0
269:1650,269,1650,1651,Persons,persons,persons,2894.0,0,0,2894,2894,8833,8833,0.0,8833.0,32.76,1651.0
269:1700,269,1700,1701,Persons,persons,persons,267.0,0,0,267,150,401,401,0.0,401.0,66.58,
269:1702,269,1702,1703,Persons,persons,persons,1132.0,0,0,1132,1132,2892,2892,0.0,2892.0,39.14,1703.0
269:1704,269,1704,1705,Persons,persons,persons,5192.0,0,0,5192,5192,11161,11161,0.0,11161.0,46.52,1705.0
269:1706,269,1706,1707,Persons,persons,persons,46.0,0,0,46,46,67,67,0.0,67.0,68.66,
269:1746,269,1746,1747,Persons,persons,persons,2975.0,0,0,2975,2975,4461,4461,0.0,4461.0,66.69,1747.0
269:1775,269,1775,1776,Persons,persons,persons,638.0,0,0,638,638,1213,1213,0.0,1213.0,52.6,
269:1777,269,1777,1778,Persons,persons,persons,638.0,0,0,638,638,1213,1213,0.0,1213.0,52.6,
269:1780,269,1780,1781,Households,households,households,0.0,36,36,111,111,147,147,0.0,0.0,100.0,
269:1783,269,1783,1784,Households,households,households,0.0,173,173,48,48,221,221,0.0,0.0,100.0,
269:1785,269,1785,1786,Households,households,households,0.0,0,0,0,0,136,136,0.0,0.0,0.0,
269:1787,269,1787,1788,Households,households,households,0.0,204,0,93,275,297,275,0.0,0.0,100.0,
269:1789,269,1789,1790,Households,households,households,0.0,0,0,0,0,189,245,0.0,0.0,0.0,
269:1791,269,1791,1792,Households,households,households,0.0,398,0,164,0,565,461,0.0,0.0,99.47,
269:1797,269,1797,1798,Households,households,households,0.0,0,0,4,0,8,20,0.0,0.0,50.0,
269:1799,269,1799,1800,Households,households,households,0.0,324,750,185,0,509,750,0.0,0.0,100.0,
269:1803,269,1803,1804,Households,households,households,0.0,198,0,0,0,198,271,0.0,0.0,100.0,
269:1805,269,1805,1806,Households,households,households,0.0,376,376,224,224,600,625,0.0,0.0,100.0,
269:1809,269,1809,1810,Households,households,households,0.0,85,0,21,0,106,92,0.0,0.0,100.0,
269:1811,269,1811,1812,Households,households,households,0.0,30,0,4,0,34,32,0.0,0.0,100.0,
269:1813,269,1813,1814,Households,households,households,0.0,37,32,34,43,71,75,0.0,0.0,100.0,
269:1823,269,1823,1824,Households,households,households,16.0,72,0,16,275,88,275,71.0,87.0,100.0,
269:1827,269,1827,1828,Households,households,households,2.0,239,0,34,783,273,783,48.0,50.0,100.0,
269:1829,269,1829,1830,Households,households,households,0.0,27,126,13,0,40,126,3.0,3.0,100.0,
269:1831,269,1831,1832,Households,households,households,33.0,75,476,36,0,111,476,66.0,99.0,100.0,
269:1839,269,1839,1840,Households,households,households,6.0,135,622,45,0,180,622,32.0,38.0,100.0,
269:1843,269,1843,1844,Households,households,households,11.0,55,0,20,201,75,201,24.0,35.0,100.0,
269:1847,269,1847,1848,Households,households,households,15.0,455,0,65,815,520,815,58.0,73.0,100.0,
348:5,348,5,6,Households,households,households,0.0,39,31,15,44,54,75,0.0,0.0,100.0,
348:8,348,8,8,Households,households,households,0.0,16,8,56,150,72,158,0.0,0.0,100.0,
348:11,348,11,11,Households,households,households,0.0,0,0,0,0,0,0,0.0,0.0,0.0,
270:59,270,59,60,Households,households,households,0.0,18596,0,0,0,48073,0,0.0,0.0,38.68,60.0
270:179,270,179,180,Persons,persons,persons,0.0,0,0,2408,2408,3351,3351,0.0,0.0,71.86,71.86
270:181,270,181,182,Persons,persons,persons,8720.0,0,0,8720,8720,14342,14342,0.0,14342.0,60.8,39.88
270:183,270,183,184,Persons,persons,persons,10867.0,0,0,10867,10867,18289,18289,0.0,18289.0,59.42,59.42
270:187,270,187,188,Persons,persons,persons,5857.0,0,0,5857,5857,16017,16017,0.0,16017.0,36.57,188.0
270:189,270,189,190,Persons,persons,persons,5857.0,0,0,5857,5857,16017,16017,0.0,16017.0,36.57,190.0
270:329,270,329,330,Persons,persons,persons,3633.0,0,0,3633,3633,7597,7597,0.0,7597.0,47.82,47.82
270:331,270,331,332,Persons,persons,persons,3633.0,0,0,3633,3633,7597,7597,0.0,7597.0,47.82,47.82
270:333,270,333,334,Persons,persons,persons,12387.0,0,0,12387,12387,31380,31380,0.0,31380.0,39.47,39.82
270:335,270,335,336,Persons,persons,persons,5330.0,0,0,5330,5330,14747,14747,0.0,14747.0,36.14,36.14
270:339,270,339,340,Persons,persons,persons,580.0,0,0,580,580,1447,1447,0.0,1447.0,40.08,40.08
270:341,270,341,342,Persons,persons,persons,793.0,0,0,793,793,2053,2053,0.0,2053.0,38.63,342.0
270:343,270,343,344,Persons,persons,persons,1568.0,0,0,1568,1568,4841,4841,0.0,4841.0,32.39,28.76
270:345,270,345,346,Persons,persons,persons,1694.0,0,0,1694,1694,5047,5047,0.0,5047.0,33.56,33.56
270:347,270,347,348,Persons,persons,persons,923.0,0,0,923,923,2513,2513,0.0,2513.0,36.73,348.0
270:349,270,349,350,Persons,persons,persons,9321.0,0,0,9321,9321,44896,44896,0.0,44896.0,20.76,350.0
270:351,270,351,352,Persons,persons,persons,9321.0,0,0,9321,9321,44896,44896,0.0,44896.0,20.76,20.76
270:365,270,365,366,Persons,persons,persons,3777.0,0,0,3777,3777,24238,24238,0.0,24238.0,15.58,15.58
270:389,270,389,390,Persons,persons,persons,0.0,0,0,193,193,619,619,0.0,0.0,31.18,31.18
270:395,270,395,396,Persons,persons,persons,1056.0,0,0,1056,1056,1056,1056,0.0,1056.0,100.0,100.0
270:397,270,397,398,Persons,persons,persons,270.0,0,0,270,270,665,665,0.0,665.0,40.6,40.6
270:399,270,399,400,Persons,persons,persons,477.0,0,0,477,477,1272,1272,0.0,1272.0,37.5,37.5
270:401,270,401,402,Persons,persons,persons,465.0,0,0,465,465,1488,1488,0.0,1488.0,31.25,40.6
270:403,270,403,404,Persons,persons,persons,988.0,0,0,988,988,2991,2991,0.0,2991.0,33.03,33.03
270:407,270,407,408,Persons,persons,persons,782.0,0,0,782,782,2365,2365,0.0,2365.0,33.07,33.07
270:409,270,409,410,Persons,persons,persons,15159.0,0,0,15159,15159,37691,37691,0.0,37691.0,40.22,
270:411,270,411,412,Persons,persons,persons,16543.0,0,0,16543,16543,41133,41133,0.0,41133.0,40.22,40.22
270:433,270,433,434,Persons,persons,persons,0.0,0,0,690,690,1065,1065,0.0,0.0,64.79,64.79
270:584,270,584,585,Persons,persons,persons,0.0,0,0,70,70,95,95,0.0,0.0,73.68,
270:690,270,690,691,Persons,persons,persons,981.0,0,0,981,981,1056,1056,0.0,1056.0,92.9,691.0
270:692,270,692,693,Persons,persons,persons,981.0,0,0,981,981,1056,1056,0.0,1056.0,92.9,693.0
270:746,270,746,747,Persons,persons,persons,549.0,0,0,549,549,783,783,0.0,783.0,70.11,747.0
270:772,270,772,773,Persons,persons,persons,838.0,0,0,838,838,1184,1184,0.0,1184.0,70.78,773.0
270:774,270,774,775,Persons,persons,persons,838.0,0,0,838,838,1184,1184,0.0,1184.0,70.78,775.0
270:814,270,814,815,Persons,persons,persons,0.0,0,0,840,840,1617,1617,0.0,0.0,51.95,815.0
270:830,270,830,831,Persons,persons,persons,3665.0,0,0,3665,3665,6489,6489,0.0,6489.0,56.48,831.0
270:832,270,832,833,Persons,persons,persons,3665.0,0,0,3665,3665,6489,6489,0.0,6489.0,56.48,833.0
270:836,270,836,837,Persons,persons,persons,3665.0,0,0,3665,3665,6489,6489,0.0,6489.0,56.48,837.0
270:838,270,838,839,Persons,persons,persons,3665.0,0,0,3665,3665,6489,6489,0.0,6489.0,56.48,839.0
270:840,270,840,841,Persons,persons,persons,3665.0,0,0,3665,3665,6489,6489,0.0,6489.0,56.48,841.0
270:842,270,842,843,Persons,persons,persons,3665.0,0,0,3665,3665,6489,6489,0.0,6489.0,56.48,843.0
270:844,270,844,845,Persons,persons,persons,14.0,0,0,14,14,14,14,0.0,14.0,100.0,
270:846,270,846,847,Persons,persons,persons,12.0,0,0,12,12,12,12,0.0,12.0,100.0,
270:848,270,848,849,Persons,persons,persons,26.0,0,0,26,26,26,26,0.0,26.0,100.0,
270:850,270,850,851,Persons,persons,persons,1930.0,0,0,1930,1930,4077,4077,0.0,4077.0,47.34,851.0
270:852,270,852,853,Persons,persons,persons,2533.0,0,0,2533,2533,5698,5698,0.0,5698.0,44.45,853.0
270:928,270,928,929,Persons,persons,persons,0.0,0,0,40,40,40,40,0.0,0.0,100.0,
270:932,270,932,933,Persons,persons,persons,381.0,0,0,381,381,800,800,0.0,800.0,47.63,933.0
270:998,270,998,999,Persons,persons,persons,8783.0,0,0,8783,8783,20191,20191,0.0,20191.0,43.5,999.0
270:1000,270,1000,1001,Persons,persons,persons,2458.0,0,0,2458,2458,6713,6713,0.0,6713.0,36.62,
270:1088,270,1088,1089,Persons,persons,persons,24425.0,0,0,24425,24425,54683,54683,0.0,54683.0,44.67,1089.0
270:1090,270,1090,1091,Persons,persons,persons,215.0,0,0,215,215,1349,1349,0.0,1349.0,15.94,1091.0
270:1092,270,1092,1093,Persons,persons,persons,454.0,0,0,454,454,881,881,0.0,881.0,51.53,1093.0
270:1096,270,1096,1097,Persons,persons,persons,391.0,0,0,391,391,1106,1106,0.0,1106.0,35.35,1097.0
