activity_id,document_id,header_page,page_number,measure_raw,measure,canonical_measure,this_period,low_actual,low_expected,mod_actual,mod_expected,total_actual,total_expected,post1,post2,post3,lmi_percent
282:112,282,112,113,Persons,persons,persons,0.0,0,0,0,420,0,688,0.0,0.0,0.0,113.0
282:134,282,134,135,Persons,persons,persons,0.0,0,0,0,604,0,964,0.0,0.0,0.0,135.0
282:136,282,136,137,Persons,persons,persons,0.0,0,0,0,20,0,20,0.0,0.0,0.0,
282:138,282,138,139,Persons,persons,persons,0.0,0,0,0,44,0,57,0.0,0.0,0.0,
282:140,282,140,141,Persons,persons,persons,0.0,0,0,0,107,0,129,0.0,0.0,0.0,
282:142,282,142,143,Persons,persons,persons,0.0,0,0,0,15,0,20,0.0,0.0,0.0,
282:144,282,144,145,Persons,persons,persons,0.0,0,0,0,40,0,48,0.0,0.0,0.0,
282:146,282,146,147,Persons,persons,persons,0.0,0,0,0,128,0,140,0.0,0.0,0.0,
282:148,282,148,149,Persons,persons,persons,0.0,0,0,0,25,0,30,0.0,0.0,0.0,
282:150,282,150,151,Persons,persons,persons,0.0,0,0,0,16,0,22,0.0,0.0,0.0,
282:152,282,152,153,Persons,persons,persons,0.0,0,0,0,59,0,70,0.0,0.0,0.0,
282:154,282,154,155,Persons,persons,persons,0.0,0,0,0,16,0,16,0.0,0.0,0.0,
282:156,282,156,157,Persons,persons,persons,0.0,0,0,0,0,0,6,0.0,0.0,0.0,
282:158,282,158,159,Persons,persons,persons,0.0,0,0,0,13,0,18,0.0,0.0,0.0,
282:160,282,160,161,Persons,persons,persons,0.0,0,0,0,10,0,10,0.0,0.0,0.0,
282:162,282,162,163,Persons,persons,persons,0.0,0,0,0,20,0,24,0.0,0.0,0.0,
282:164,282,164,165,Persons,persons,persons,0.0,0,0,0,11,0,14,0.0,0.0,0.0,
282:186,282,186,187,Persons,persons,persons,0.0,0,0,0,1435,0,2488,0.0,0.0,0.0,187.0
282:190,282,190,191,Persons,persons,persons,0.0,0,0,0,39,0,41,0.0,0.0,0.0,
282:192,282,192,193,Persons,persons,persons,0.0,0,0,0,669,0,1047,0.0,0.0,0.0,193.0
282:222,282,222,223,Persons,persons,persons,0.0,0,0,0,320,0,519,0.0,0.0,0.0,
282:224,282,224,225,Persons,persons,persons,0.0,0,0,0,519,0,890,0.0,0.0,0.0,
282:226,282,226,227,Persons,persons,persons,0.0,0,0,0,2272,0,3983,0.0,0.0,0.0,227.0
282:228,282,228,229,Persons,persons,persons,0.0,0,0,0,4140,0,10425,0.0,0.0,0.0,229.0
282:242,282,242,243,Persons,persons,persons,0.0,0,0,0,951,0,2134,0.0,0.0,0.0,243.0
282:260,282,260,261,Persons,persons,persons,0.0,0,0,0,99,0,172,0.0,0.0,0.0,261.0
282:262,282,262,263,Persons,persons,persons,0.0,0,0,0,99,0,172,0.0,0.0,0.0,263.0
282:272,282,272,273,Persons,persons,persons,0.0,0,0,0,840,0,1617,0.0,0.0,0.0,273.0
282:278,282,278,279,Persons,persons,persons,0.0,0,0,0,7739,0,16878,0.0,0.0,0.0,279.0
282:280,282,280,281,Persons,persons,persons,0.0,0,0,0,473,0,1486,0.0,0.0,0.0,281.0
282:286,282,286,287,Persons,persons,persons,0.0,0,0,0,15,0,17,0.0,0.0,0.0,287.0
282:288,282,288,289,Persons,persons,persons,0.0,0,0,0,6,0,6,0.0,0.0,0.0,289.0
282:290,282,290,291,Persons,persons,persons,0.0,0,0,0,4,0,4,0.0,0.0,0.0,291.0
282:292,282,292,293,Persons,persons,persons,0.0,0,0,0,26,0,30,0.0,0.0,0.0,293.0
282:353,282,353,354,Persons,persons,persons,0.0,0,0,0,33786,0,50243,0.0,0.0,0.0,
282:355,282,355,356,Persons,persons,persons,0.0,0,0,0,1669,0,1861,0.0,0.0,0.0,
282:369,282,369,370,Persons,persons,persons,0.0,0,0,0,105,0,135,0.0,0.0,0.0,
282:371,282,371,372,Persons,persons,persons,0.0,0,0,0,53,0,58,0.0,0.0,0.0,
282:373,282,373,374,Persons,persons,persons,0.0,0,0,0,58,0,62,0.0,0.0,0.0,
282:375,282,375,376,Persons,persons,persons,0.0,0,0,0,39,0,50,0.0,0.0,0.0,
282:377,282,377,378,Persons,persons,persons,0.0,0,0,0,206,0,229,0.0,0.0,0.0,
282:387,282,387,388,Persons,persons,persons,0.0,0,0,0,9321,0,44896,0.0,0.0,0.0,388.0
282:389,282,389,390,Persons,persons,persons,0.0,0,0,0,9321,0,44896,0.0,0.0,0.0,390.0
282:391,282,391,392,Persons,persons,persons,0.0,0,0,0,155,0,304,0.0,0.0,0.0,392.0
282:401,282,401,402,Persons,persons,persons,0.0,0,0,0,27,0,28,0.0,0.0,0.0,
282:439,282,439,440,Persons,persons,persons,0.0,0,0,0,457,0,571,0.0,0.0,0.0,
282:441,282,441,442,Persons,persons,persons,0.0,0,0,0,277,0,331,0.0,0.0,0.0,
282:443,282,443,444,Persons,persons,persons,0.0,0,0,0,1597,0,2213,0.0,0.0,0.0,
282:461,282,461,462,Persons,persons,persons,0.0,0,0,0,27335,0,81435,0.0,0.0,0.0,462.0
282:463,282,463,464,Persons,persons,persons,0.0,0,0,0,461,0,2131,0.0,0.0,0.0,
282:465,282,465,466,Persons,persons,persons,0.0,0,0,0,738,0,2840,0.0,0.0,0.0,
282:467,282,467,468,Persons,persons,persons,0.0,0,0,0,253,0,478,0.0,0.0,0.0,
282:469,282,469,470,Persons,persons,persons,0.0,0,0,0,5692,0,15830,0.0,0.0,0.0,470.0
282:472,282,472,473,Persons,persons,persons,0.0,0,0,0,5523,0,11004,0.0,0.0,0.0,473.0
282:474,282,474,475,Persons,persons,persons,0.0,0,0,0,2078,0,7270,0.0,0.0,0.0,
282:476,282,476,477,Persons,persons,persons,0.0,0,0,0,399,0,1377,0.0,0.0,0.0,
282:478,282,478,479,Persons,persons,persons,0.0,0,0,0,596,0,1084,0.0,0.0,0.0,
282:480,282,480,481,Persons,persons,persons,0.0,0,0,0,1778,0,4189,0.0,0.0,0.0,481.0
282:482,282,482,483,Persons,persons,persons,0.0,0,0,0,350,0,955,0.0,0.0,0.0,483.0
282:484,282,484,485,Persons,persons,persons,0.0,0,0,0,1778,0,4189,0.0,0.0,0.0,485.0
282:486,282,486,487,Persons,persons,persons,0.0,0,0,0,473,0,831,0.0,0.0,0.0,487.0
282:488,282,488,489,Persons,persons,persons,0.0,0,0,0,8286,0,8286,0.0,0.0,0.0,489.0
282:492,282,492,493,Persons,persons,persons,0.0,0,0,0,19197,0,34627,0.0,0.0,0.0,
282:494,282,494,495,Persons,persons,persons,0.0,0,0,0,49,293,95,0.0,0.0,0.0,495.0
282:498,282,498,499,Persons,persons,persons,0.0,0,0,0,843,0,1588,0.0,0.0,0.0,499.0
282:500,282,500,501,Persons,persons,persons,0.0,0,0,0,6630,0,10131,0.0,0.0,0.0,501.0
282:502,282,502,503,Persons,persons,persons,0.0,0,0,0,6630,0,10131,0.0,0.0,0.0,503.0
282:504,282,504,505,Persons,persons,persons,0.0,0,0,0,1210,0,1925,0.0,0.0,0.0,505.0
282:506,282,506,507,Persons,persons,persons,0.0,0,0,0,5,0,9,0.0,0.0,0.0,507.0
282:508,282,508,509,Persons,persons,persons,0.0,0,0,0,7498,0,11947,0.0,0.0,0.0,509.0
282:510,282,510,511,Persons,persons,persons,0.0,0,0,0,185,0,360,0.0,0.0,0.0,511.0
282:512,282,512,513,Persons,persons,persons,0.0,0,0,0,289,0,555,0.0,0.0,0.0,
282:514,282,514,515,Persons,persons,persons,0.0,0,0,0,830,0,1605,0.0,0.0,0.0,
282:529,282,529,530,Households,households,households,0.0,236,231,44,44,280,275,0.0,0.0,100.0,
282:531,282,531,532,Households,households,households,0.0,724,687,121,96,845,783,0.0,0.0,100.0,
282:533,282,533,534,Households,households,households,0.0,0,910,0,0,509,910,0.0,0.0,0.0,
282:535,282,535,536,Households,households,households,0.0,225,476,92,0,318,476,0.0,0.0,99.69,
282:539,282,539,540,Households,households,households,0.0,161,0,56,201,217,201,0.0,0.0,100.0,
282:543,282,543,544,Households,households,households,0.0,0,0,0,294,284,294,0.0,0.0,0.0,
282:545,282,545,546,Households,households,households,0.0,0,0,698,200,698,200,0.0,0.0,100.0,
282:547,282,547,548,Households,households,households,0.0,0,0,0,335,150,335,0.0,0.0,0.0,
282:551,282,551,552,Households,households,households,0.0,0,0,102,102,102,102,0.0,0.0,100.0,
282:555,282,555,556,Households,households,households,0.0,0,0,52,52,52,52,0.0,0.0,100.0,
282:557,282,557,558,Households,households,households,0.0,25,0,19,51,54,51,0.0,0.0,81.48,
282:561,282,561,562,Households,households,households,0.0,0,0,0,51,8,51,0.0,0.0,0.0,
282:563,282,563,564,Households,households,households,0.0,0,0,210,212,241,212,0.0,0.0,87.14,
282:565,282,565,566,Households,households,households,0.0,12,0,12,12,24,12,0.0,0.0,100.0,
282:575,282,575,576,Households,households,households,0.0,0,0,169,169,282,282,0.0,0.0,59.93,
283:204,283,204,205,Persons,persons,persons,0.0,0,0,0,6547,0,6547,0.0,0.0,0.0,
283:206,283,206,207,Persons,persons,persons,0.0,0,0,0,4512,0,4512,0.0,0.0,0.0,
283:208,283,208,209,Persons,persons,persons,0.0,0,0,0,9882,0,20449,0.0,0.0,0.0,
283:210,283,210,211,Persons,persons,persons,0.0,0,0,0,8143,0,12977,0.0,0.0,0.0,
283:694,283,694,695,Persons,persons,persons,0.0,0,0,0,9,0,16,0.0,0.0,0.0,
283:1789,283,1789,1790,Households,households,households,0.0,0,0,0,1,1,1,0.0,0.0,0.0,
283:1792,283,1792,1793,Households,households,households,0.0,401,0,168,565,569,565,0.0,0.0,100.0,
283:1794,283,1794,1795,Households,households,households,0.0,423,750,240,0,663,750,0.0,0.0,100.0,
283:1796,283,1796,1797,Households,households,households,0.0,0,0,1784,1784,2500,2500,0.0,0.0,71.36,
283:1798,283,1798,1799,Persons,persons,persons,0.0,0,0,0,1,0,1,0.0,0.0,0.0,
283:1800,283,1800,1801,Households,households,households,0.0,236,231,44,44,280,275,0.0,0.0,100.0,
283:1802,283,1802,1803,Households,households,households,0.0,724,687,121,96,845,783,0.0,0.0,100.0,
283:1805,283,1805,1806,Households,households,households,0.0,0,910,0,0,509,910,0.0,0.0,0.0,
283:1807,283,1807,1808,Households,households,households,0.0,225,476,92,0,318,476,0.0,0.0,99.69,
283:1811,283,1811,1812,Households,households,households,0.0,161,0,56,201,217,201,0.0,0.0,100.0,
283:1813,283,1813,1814,Households,households,households,0.0,0,0,0,230,0,230,0.0,0.0,0.0,
283:1815,283,1815,1816,Households,households,households,0.0,0,0,0,294,284,294,0.0,0.0,0.0,
283:1817,283,1817,1818,Households,households,households,0.0,0,0,698,200,698,200,0.0,0.0,100.0,
283:1819,283,1819,1820,Households,households,households,0.0,0,0,0,335,150,335,0.0,0.0,0.0,
283:1821,283,1821,1822,Households,households,households,0.0,0,0,0,70,0,70,0.0,0.0,0.0,
283:1823,283,1823,1824,Households,households,households,0.0,0,0,102,102,102,102,0.0,0.0,100.0,
283:1825,283,1825,1826,Households,households,households,0.0,0,0,0,384,0,384,0.0,0.0,0.0,
283:1827,283,1827,1828,Households,households,households,0.0,0,0,52,52,52,52,0.0,0.0,100.0,
283:1829,283,1829,1830,Households,households,households,0.0,25,0,19,51,54,51,0.0,0.0,81.48,
283:1831,283,1831,1832,Households,households,households,0.0,0,0,0,408,0,408,0.0,0.0,0.0,
283:1833,283,1833,1834,Households,households,households,0.0,0,0,0,51,8,51,0.0,0.0,0.0,
283:1835,283,1835,1836,Households,households,households,0.0,0,0,210,212,241,212,0.0,0.0,87.14,
283:1837,283,1837,1838,Households,households,households,0.0,0,0,0,208,0,208,0.0,0.0,0.0,
283:1839,283,1839,1840,Households,households,households,0.0,0,100,0,0,0,100,0.0,0.0,0.0,
283:1841,283,1841,1842,Households,households,households,0.0,0,0,0,110,0,211,0.0,0.0,0.0,
283:1843,283,1843,1844,Households,households,households,0.0,0,0,0,148,0,148,0.0,0.0,0.0,
283:1845,283,1845,1846,Households,households,households,0.0,0,0,169,169,282,282,0.0,0.0,59.93,
283:1847,283,1847,1848,Households,households,households,0.0,0,0,0,200,0,200,0.0,0.0,0.0,
284:107,284,107,108,Persons,persons,persons,0.0,0,0,0,4512,0,4512,0.0,0.0,0.0,
284:200,284,200,201,Persons,persons,persons,0.0,0,0,0,9,0,16,0.0,0.0,0.0,
284:654,284,654,656,Households,households,households,0.0,724,687,121,96,845,783,0.0,0.0,100.0,
284:657,284,657,658,Households,households,households,0.0,0,0,0,230,0,230,0.0,0.0,0.0,
284:659,284,659,660,Households,households,households,0.0,0,0,0,294,284,294,0.0,0.0,0.0,
284:661,284,661,662,Households,households,households,0.0,0,0,698,200,698,200,0.0,0.0,100.0,
284:663,284,663,664,Households,households,households,0.0,0,0,0,335,150,335,0.0,0.0,0.0,
284:665,284,665,666,Households,households,households,0.0,0,0,0,70,0,70,0.0,0.0,0.0,
284:667,284,667,668,Households,households,households,0.0,0,0,102,102,102,102,0.0,0.0,100.0,
284:669,284,669,670,Households,households,households,0.0,0,0,0,384,0,384,0.0,0.0,0.0,
284:671,284,671,672,Households,households,households,0.0,25,0,19,51,54,51,0.0,0.0,81.48,
284:673,284,673,674,Households,households,households,0.0,0,0,0,408,0,408,0.0,0.0,0.0,
284:675,284,675,676,Households,households,households,0.0,0,0,0,51,8,51,0.0,0.0,0.0,
284:677,284,677,678,Households,households,households,0.0,0,0,210,212,241,212,0.0,0.0,87.14,
284:679,284,679,680,Households,households,households,0.0,0,0,0,208,0,208,0.0,0.0,0.0,
284:681,284,681,682,Households,households,households,0.0,0,100,0,0,0,100,0.0,0.0,0.0,
284:683,284,683,684,Households,households,households,0.0,0,0,0,110,0,211,0.0,0.0,0.0,
284:685,284,685,686,Households,households,households,0.0,0,0,0,148,0,148,0.0,0.0,0.0,
284:687,284,687,688,Households,households,households,0.0,0,0,169,169,282,282,0.0,0.0,59.93,
284:689,284,689,690,Households,households,households,0.0,0,0,0,200,0,200,0.0,0.0,0.0,
285:73,285,73,74,Persons,persons,persons,0.0,0,0,0,4512,0,4512,0.0,0.0,0.0,
285:83,285,83,84,Persons,persons,persons,0.0,0,0,0,9,0,16,0.0,0.0,0.0,
285:367,285,367,368,Households,households,households,0.0,0,0,0,230,0,230,0.0,0.0,0.0,
285:369,285,369,370,Households,households,households,0.0,0,0,0,294,284,294,0.0,0.0,0.0,
285:371,285,371,372,Households,households,households,0.0,0,0,698,200,698,200,0.0,0.0,100.0,
285:373,285,373,374,Households,households,households,0.0,0,0,0,335,150,335,0.0,0.0,0.0,
285:375,285,375,376,Households,households,households,0.0,0,0,0,70,0,70,0.0,0.0,0.0,
285:377,285,377,378,Households,households,households,0.0,0,0,102,102,102,102,0.0,0.0,100.0,
285:379,285,379,380,Households,households,households,0.0,0,0,0,384,0,384,0.0,0.0,0.0,
285:381,285,381,382,Households,households,households,0.0,25,0,19,51,54,51,0.0,0.0,81.48,
285:383,285,383,384,Households,households,households,0.0,0,0,0,408,0,408,0.0,0.0,0.0,
285:385,285,385,386,Households,households,households,0.0,0,0,0,51,8,51,0.0,0.0,0.0,
285:387,285,387,388,Households,households,households,0.0,0,0,210,212,241,212,0.0,0.0,87.14,
285:389,285,389,390,Households,households,households,0.0,0,0,0,208,0,208,0.0,0.0,0.0,
285:391,285,391,392,Households,households,households,0.0,0,100,0,0,0,100,0.0,0.0,0.0,
285:393,285,393,394,Households,households,households,0.0,0,0,0,110,0,211,0.0,0.0,0.0,
285:395,285,395,396,Households,households,households,0.0,0,0,0,148,0,148,0.0,0.0,0.0,
285:397,285,397,398,Households,households,households,0.0,0,0,169,169,282,282,0.0,0.0,59.93,
285:399,285,399,400,Households,households,households,0.0,0,0,0,200,0,200,0.0,0.0,0.0,
35:72,35,72,73,Households,households,households,0.0,6,61,0,32,6,93,6.0,6.0,100.0,
169:8,169,8,8,Households,households,households,87.0,0,0,87,210,87,210,0.0,87.0,100.0,
221:19,221,19,20,Households,households,households,4.0,0,0,4,217,4,217,0.0,4.0,100.0,
221:37,221,37,38,Households,households,households,4.0,0,0,4,192,4,192,0.0,4.0,100.0,
221:54,221,54,55,Households,households,households,1.0,1,33,1,17,2,50,1.0,2.0,100.0,
221:56,221,56,57,Households,households,households,0.0,0,0,0,0,1,21,0.0,1.0,0.0,
221:58,221,58,59,Households,households,households,0.0,1,78,0,39,1,117,1.0,1.0,100.0,
221:60,221,60,61,Households,households,households,0.0,2,52,0,27,2,79,2.0,2.0,100.0,
221:64,221,64,65,Households,households,households,88.0,194,291,88,150,282,441,194.0,282.0,100.0,
221:66,221,66,67,Households,households,households,0.0,0,0,0,0,71,189,0.0,71.0,0.0,
221:68,221,68,69,Households,households,households,4.0,14,83,4,43,18,126,14.0,18.0,100.0,
221:70,221,70,71,Households,households,households,0.0,0,0,0,0,2,54,0.0,2.0,0.0,
221:74,221,74,75,Households,households,households,15.0,56,254,15,131,71,385,56.0,71.0,100.0,
221:76,221,76,77,Households,households,households,0.0,0,0,0,0,8,165,0.0,8.0,0.0,
221:78,221,78,79,Households,households,households,2.0,2,140,2,72,4,212,2.0,4.0,100.0,
221:80,221,80,81,Households,households,households,0.0,0,0,0,0,1,91,0.0,1.0,0.0,
221:82,221,82,83,Households,households,households,30.0,75,101,30,51,105,152,75.0,105.0,100.0,
221:84,221,84,85,Households,households,households,0.0,0,0,0,0,28,65,0.0,28.0,0.0,
221:86,221,86,87,Households,households,households,9.0,17,72,9,37,26,109,17.0,26.0,100.0,
221:88,221,88,89,Households,households,households,0.0,0,0,0,0,5,47,0.0,5.0,0.0,
221:90,221,90,91,Households,households,households,32.0,105,1228,32,632,137,1860,105.0,137.0,100.0,
221:92,221,92,93,Households,households,households,0.0,0,0,0,0,16,797,0.0,16.0,0.0,
221:94,221,94,95,Households,households,households,3.0,5,241,3,123,8,364,5.0,8.0,100.0,
221:96,221,96,97,Households,households,households,0.0,0,0,0,0,2,156,0.0,2.0,0.0,
221:98,221,98,99,Households,households,households,35.0,96,631,35,326,131,957,96.0,131.0,100.0,
221:101,221,101,101,Households,households,households,0.0,0,0,0,0,42,410,0.0,42.0,0.0,
221:493,221,493,494,Households,households,households,172.0,131,131,172,172,303,303,131.0,303.0,100.0,
221:495,221,495,496,Households,households,households,0.0,0,0,0,0,616,616,0.0,616.0,0.0,
221:497,221,497,498,Households,households,households,0.0,4,4,0,0,4,4,4.0,4.0,100.0,
221:500,221,500,500,Households,households,households,0.0,0,0,0,0,6,6,0.0,6.0,0.0,
221:503,221,503,504,Households,households,households,88.0,0,0,88,4489,88,5645,0.0,88.0,100.0,
221:505,221,505,506,Households,households,households,50.0,0,0,50,284,50,326,0.0,50.0,100.0,
286:71,286,71,72,Persons,persons,persons,0.0,0,0,0,4512,0,4512,0.0,0.0,0.0,
286:310,286,310,311,Households,households,households,0.0,124,0,11,0,135,271,0.0,0.0,100.0,
286:312,286,312,313,Households,households,households,0.0,225,476,92,0,318,476,0.0,0.0,99.69,
286:316,286,316,317,Households,households,households,0.0,0,0,0,230,0,230,0.0,0.0,0.0,
286:318,286,318,319,Households,households,households,0.0,0,0,0,294,284,294,0.0,0.0,0.0,
286:320,286,320,321,Households,households,households,0.0,0,0,698,200,698,200,0.0,0.0,100.0,
286:322,286,322,323,Households,households,households,0.0,0,0,0,335,150,335,0.0,0.0,0.0,
286:324,286,324,325,Households,households,households,0.0,0,0,0,70,0,70,0.0,0.0,0.0,
286:326,286,326,327,Households,households,households,0.0,0,0,102,102,102,102,0.0,0.0,100.0,
286:328,286,328,329,Households,households,households,0.0,0,0,0,384,0,384,0.0,0.0,0.0,
286:330,286,330,331,Households,households,households,0.0,25,0,19,51,54,51,0.0,0.0,81.48,
286:332,286,332,333,Households,households,households,0.0,0,0,0,408,0,408,0.0,0.0,0.0,
286:334,286,334,335,Households,households,households,0.0,0,0,210,212,241,212,0.0,0.0,87.14,
286:336,286,336,337,Households,households,households,0.0,0,0,0,208,0,208,0.0,0.0,0.0,
286:338,286,338,339,Households,households,households,0.0,0,100,0,0,0,100,0.0,0.0,0.0,
286:340,286,340,341,Households,households,households,0.0,0,0,0,110,0,211,0.0,0.0,0.0,
286:342,286,342,343,Households,households,households,0.0,0,0,0,148,0,148,0.0,0.0,0.0,
286:344,286,344,345,Households,households,households,0.0,0,0,169,169,282,282,0.0,0.0,59.93,
286:346,286,346,347,Households,households,households,0.0,0,0,0,200,0,200,0.0,0.0,0.0,
63:74,63,74,75,Households,households,households,0.0,7,61,0,32,7,93,1.0,1.0,100.0,
170:8,170,8,8,Households,households,households,0.0,0,0,87,210,87,210,0.0,0.0,100.0,
222:19,222,19,20,Households,households,households,0.0,26,0,4,217,30,217,26.0,26.0,100.0,
222:21,222,21,22,Households,households,households,0.0,0,0,0,0,2,492,0.0,2.0,0.0,
222:23,222,23,24,Households,households,households,0.0,0,0,4,192,4,192,0.0,0.0,100.0,
222:44,222,44,45,Households,households,households,0.0,1,6,0,3,1,9,1.0,1.0,100.0,
222:47,222,47,48,Households,households,households,0.0,0,0,0,0,1,4,0.0,1.0,0.0,
222:49,222,49,50,Households,households,households,1.0,2,4,2,2,4,6,1.0,2.0,100.0,
222:51,222,51,52,Households,households,households,0.0,0,0,0,0,1,3,0.0,0.0,0.0,
222:53,222,53,54,Households,households,households,0.0,2,10,0,5,2,15,1.0,1.0,100.0,
222:57,222,57,58,Households,households,households,0.0,5,5,0,2,5,7,3.0,3.0,100.0,
222:61,222,61,62,Households,households,households,112.0,453,496,200,255,653,751,259.0,371.0,100.0,
222:63,222,63,64,Households,households,households,0.0,0,0,0,0,166,322,0.0,95.0,0.0,
222:65,222,65,66,Households,households,households,7.0,33,32,11,16,44,48,19.0,26.0,100.0,
222:67,222,67,68,Households,households,households,0.0,0,0,0,0,8,21,0.0,6.0,0.0,
222:73,222,73,74,Households,households,households,21.0,184,296,36,153,223,449,128.0,152.0,98.65,
222:75,222,75,76,Households,households,households,0.0,0,0,0,0,24,193,0.0,16.0,0.0,
222:77,222,77,78,Households,households,households,4.0,11,25,6,13,18,38,9.0,14.0,94.44,
222:79,222,79,80,Households,households,households,0.0,0,0,0,0,3,16,0.0,2.0,0.0,
222:81,222,81,82,Households,households,households,36.0,172,110,66,57,238,167,97.0,133.0,100.0,
222:83,222,83,84,Households,households,households,0.0,0,0,0,0,64,72,0.0,36.0,0.0,
222:85,222,85,86,Households,households,households,10.0,37,28,19,14,56,42,20.0,30.0,100.0,
222:87,222,87,88,Households,households,households,0.0,0,0,0,0,5,18,0.0,0.0,0.0,
222:89,222,89,90,Households,households,households,57.0,320,1121,89,577,411,1698,215.0,274.0,99.51,
222:91,222,91,92,Households,households,households,0.0,0,0,0,0,62,728,0.0,46.0,0.0,
222:93,222,93,94,Households,households,households,7.0,17,94,10,49,27,143,12.0,19.0,100.0,
222:95,222,95,96,Households,households,households,0.0,0,0,0,0,5,61,0.0,3.0,0.0,
222:101,222,101,102,Households,households,households,68.0,278,453,103,233,381,686,182.0,250.0,100.0,
222:104,222,104,104,Households,households,households,0.0,0,0,0,0,117,294,0.0,75.0,0.0,
222:404,222,404,405,Households,households,households,89.0,272,131,261,172,533,303,141.0,230.0,100.0,
222:406,222,406,407,Households,households,households,0.0,0,0,0,0,1076,616,0.0,460.0,0.0,
222:408,222,408,409,Households,households,households,0.0,8,4,0,0,8,4,4.0,4.0,100.0,
222:411,222,411,411,Households,households,households,0.0,0,0,0,0,9,6,0.0,3.0,0.0,
222:414,222,414,415,Households,households,households,0.0,0,0,88,4489,88,5645,0.0,0.0,100.0,
222:416,222,416,417,Households,households,households,0.0,0,0,50,284,50,326,0.0,0.0,100.0,
287:87,287,87,88,Persons,persons,persons,0.0,72,0,27,99,172,172,0.0,0.0,57.56,88.0
287:89,287,89,90,Persons,persons,persons,0.0,72,0,27,99,172,172,0.0,0.0,57.56,90.0
287:99,287,99,100,Persons,persons,persons,0.0,479,0,361,840,1617,1617,0.0,0.0,51.95,100.0
287:101,287,101,102,Persons,persons,persons,0.0,0,0,0,7739,16878,16878,0.0,0.0,0.0,102.0
287:103,287,103,104,Persons,persons,persons,0.0,0,0,473,473,1486,1486,0.0,0.0,31.83,104.0
287:109,287,109,110,Persons,persons,persons,0.0,13,0,2,15,17,17,0.0,0.0,88.24,110.0
287:111,287,111,112,Persons,persons,persons,0.0,6,0,0,6,6,6,0.0,0.0,100.0,112.0
287:113,287,113,114,Persons,persons,persons,0.0,2,0,2,4,4,4,0.0,0.0,100.0,114.0
287:115,287,115,116,Persons,persons,persons,0.0,19,0,7,26,30,30,0.0,0.0,86.67,116.0
287:117,287,117,118,Persons,persons,persons,0.0,2122,0,2975,5097,28494,28494,0.0,0.0,17.89,118.0
287:253,287,253,254,Persons,persons,persons,0.0,0,0,0,49,293,95,0.0,0.0,0.0,254.0
287:257,287,257,258,Persons,persons,persons,0.0,5846,0,2981,8827,12694,12694,0.0,0.0,69.54,41.79
287:259,287,259,260,Persons,persons,persons,0.0,5846,0,2981,8827,12694,12694,0.0,0.0,69.54,41.79
287:264,287,264,265,Households,households,households,0.0,236,231,44,44,280,275,0.0,0.0,100.0,
287:266,287,266,267,Households,households,households,0.0,724,687,121,96,845,783,0.0,0.0,100.0,
287:270,287,270,271,Households,households,households,0.0,0,0,0,294,284,294,0.0,0.0,0.0,
287:272,287,272,273,Households,households,households,0.0,0,0,698,200,698,200,0.0,0.0,100.0,
287:274,287,274,275,Households,households,households,0.0,0,0,0,335,150,335,0.0,0.0,0.0,
287:278,287,278,279,Households,households,households,0.0,0,0,102,102,102,102,0.0,0.0,100.0,
287:280,287,280,281,Households,households,households,0.0,25,0,19,51,54,51,0.0,0.0,81.48,
287:284,287,284,285,Households,households,households,0.0,0,0,210,212,241,212,0.0,0.0,87.14,
287:290,287,290,291,Households,households,households,0.0,0,0,169,169,282,282,0.0,0.0,59.93,
421:5,421,5,6,Households,households,households,0.0,2,0,4,6,6,6,0.0,0.0,100.0,
421:8,421,8,8,Households,households,households,0.0,14,0,9,28,23,28,0.0,0.0,100.0,
4:16,4,16,17,Households,households,households,0.0,1,0,0,8,1,8,1.0,1.0,100.0,
4:49,4,49,50,Households,households,households,0.0,1,0,0,13,1,13,1.0,1.0,100.0,
4:51,4,51,52,Households,households,households,0.0,1,9,0,4,1,13,1.0,1.0,100.0,
36:74,36,74,75,Households,households,households,0.0,18,61,0,32,18,93,11.0,11.0,100.0,
171:8,171,8,8,Households,households,households,0.0,0,0,87,210,87,210,0.0,0.0,100.0,
223:21,223,21,22,Households,households,households,26.0,33,0,30,217,63,217,7.0,33.0,100.0,
223:23,223,23,24,Households,households,households,0.0,0,0,0,0,11,492,0.0,9.0,0.0,
223:25,223,25,26,Households,households,households,4.0,15,0,8,192,23,192,15.0,19.0,100.0,
223:27,223,27,28,Households,households,households,0.0,0,0,0,0,15,1655,0.0,15.0,0.0,
223:42,223,42,43,Households,households,households,0.0,1,0,0,350,1,350,1.0,1.0,100.0,
223:47,223,47,48,Households,households,households,2.0,4,6,2,3,6,9,3.0,5.0,100.0,
223:50,223,50,51,Households,households,households,0.0,0,0,0,0,2,4,0.0,1.0,0.0,
223:52,223,52,53,Households,households,households,1.0,3,4,3,2,6,6,1.0,2.0,100.0,
223:54,223,54,55,Households,households,households,0.0,0,0,0,0,1,3,0.0,0.0,0.0,
223:56,223,56,57,Households,households,households,0.0,4,10,0,5,4,15,2.0,2.0,100.0,
223:60,223,60,61,Households,households,households,1.0,8,5,1,2,9,7,3.0,4.0,100.0,
223:64,223,64,65,Households,households,households,120.0,740,496,320,255,1060,751,287.0,407.0,100.0,
223:66,223,66,67,Households,households,households,0.0,0,0,0,0,281,322,0.0,115.0,0.0,
