category,disaster_code,year,quarter,entity_type,n_mentions
2018_Floods_Performance,2018-floodsgrantreport,2023,1,TX_COUNTY,3
2018_Floods_Performance,2018-floodsgrantreport,2023,1,WORK_OF_ART,5
2018_Floods_Performance,2018-floods,2023,2,CARDINAL,90
2018_Floods_Performance,2018-floods,2023,2,DAMAGE_METRIC,3
2018_Floods_Performance,2018-floods,2023,2,DATE,66
2018_Floods_Performance,2018-floods,2023,2,FAC,3
2018_Floods_Performance,2018-floods,2023,2,FEMA_DECLARATION,2
2018_Floods_Performance,2018-floods,2023,2,GPE,12
2018_Floods_Performance,2018-floods,2023,2,LAW,1
2018_Floods_Performance,2018-floods,2023,2,LOC,4
2018_Floods_Performance,2018-floods,2023,2,MONEY,647
2018_Floods_Performance,2018-floods,2023,2,NORP,1
2018_Floods_Performance,2018-floods,2023,2,ORDINAL,1
2018_Floods_Performance,2018-floods,2023,2,ORG,415
2018_Floods_Performance,2018-floods,2023,2,PERCENT,10
2018_Floods_Performance,2018-floods,2023,2,PERSON,8
2018_Floods_Performance,2018-floods,2023,2,PRODUCT,10
2018_Floods_Performance,2018-floods,2023,2,PROGRAM,54
2018_Floods_Performance,2018-floods,2023,2,QUANTITY,2
2018_Floods_Performance,2018-floods,2023,2,RAINFALL,2
2018_Floods_Performance,2018-floods,2023,2,TIME,1
2018_Floods_Performance,2018-floods,2023,2,TX_COUNTY,3
2018_Floods_Performance,2018-floods,2023,2,WORK_OF_ART,2
2018_Floods_Performance,2018-floods,2023,3,CARDINAL,18
2018_Floods_Performance,2018-floods,2023,3,DAMAGE_METRIC,1
2018_Floods_Performance,2018-floods,2023,3,DATE,36
2018_Floods_Performance,2018-floods,2023,3,DISASTER,1
2018_Floods_Performance,2018-floods,2023,3,FAC,1
2018_Floods_Performance,2018-floods,2023,3,FEMA_DECLARATION,2
2018_Floods_Performance,2018-floods,2023,3,GPE,8
2018_Floods_Performance,2018-floods,2023,3,LAW,8
2018_Floods_Performance,2018-floods,2023,3,LOC,3
2018_Floods_Performance,2018-floods,2023,3,MONEY,395
2018_Floods_Performance,2018-floods,2023,3,NORP,1
2018_Floods_Performance,2018-floods,2023,3,ORG,217
2018_Floods_Performance,2018-floods,2023,3,PERCENT,8
2018_Floods_Performance,2018-floods,2023,3,PERSON,11
2018_Floods_Performance,2018-floods,2023,3,PRODUCT,3
2018_Floods_Performance,2018-floods,2023,3,PROGRAM,25
2018_Floods_Performance,2018-floods,2023,3,QUANTITY,2
2018_Floods_Performance,2018-floods,2023,3,RAINFALL,2
2018_Floods_Performance,2018-floods,2023,3,TIME,1
2018_Floods_Performance,2018-floods,2023,3,TX_COUNTY,3
2018_Floods_Performance,2018-floods,2023,4,CARDINAL,75
2018_Floods_Performance,2018-floods,2023,4,DAMAGE_METRIC,2
2018_Floods_Performance,2018-floods,2023,4,DATE,86
2018_Floods_Performance,2018-floods,2023,4,DISASTER,1
2018_Floods_Performance,2018-floods,2023,4,FAC,3
2018_Floods_Performance,2018-floods,2023,4,FEMA_DECLARATION,2
2018_Floods_Performance,2018-floods,2023,4,GPE,10
2018_Floods_Performance,2018-floods,2023,4,LAW,2
2018_Floods_Performance,2018-floods,2023,4,LOC,4
2018_Floods_Performance,2018-floods,2023,4,MONEY,708
2018_Floods_Performance,2018-floods,2023,4,NORP,2
2018_Floods_Performance,2018-floods,2023,4,ORG,440
2018_Floods_Performance,2018-floods,2023,4,PERCENT,10
2018_Floods_Performance,2018-floods,2023,4,PERSON,16
2018_Floods_Performance,2018-floods,2023,4,PRODUCT,6
2018_Floods_Performance,2018-floods,2023,4,PROGRAM,55
2018_Floods_Performance,2018-floods,2023,4,QUANTITY,1
2018_Floods_Performance,2018-floods,2023,4,RAINFALL,2
2018_Floods_Performance,2018-floods,2023,4,TIME,1
2018_Floods_Performance,2018-floods,2023,4,TX_COUNTY,3
2018_Floods_Performance,2018-floods,2023,4,WORK_OF_ART,2
2018_Floods_Performance,2018-floods,2024,1,CARDINAL,93
2018_Floods_Performance,2018-floods,2024,1,DAMAGE_METRIC,2
2018_Floods_Performance,2018-floods,2024,1,DATE,103
2018_Floods_Performance,2018-floods,2024,1,DISASTER,1
2018_Floods_Performance,2018-floods,2024,1,EVENT,1
2018_Floods_Performance,2018-floods,2024,1,FAC,15
2018_Floods_Performance,2018-floods,2024,1,FEMA_DECLARATION,2
2018_Floods_Performance,2018-floods,2024,1,GPE,27
2018_Floods_Performance,2018-floods,2024,1,LAW,2
2018_Floods_Performance,2018-floods,2024,1,LOC,7
2018_Floods_Performance,2018-floods,2024,1,MONEY,1279
2018_Floods_Performance,2018-floods,2024,1,NORP,1
2018_Floods_Performance,2018-floods,2024,1,ORDINAL,1
2018_Floods_Performance,2018-floods,2024,1,ORG,701
2018_Floods_Performance,2018-floods,2024,1,PERCENT,10
2018_Floods_Performance,2018-floods,2024,1,PERSON,30
2018_Floods_Performance,2018-floods,2024,1,PRODUCT,4
2018_Floods_Performance,2018-floods,2024,1,PROGRAM,55
2018_Floods_Performance,2018-floods,2024,1,QUANTITY,1
2018_Floods_Performance,2018-floods,2024,1,QUARTER,1
2018_Floods_Performance,2018-floods,2024,1,RAINFALL,2
2018_Floods_Performance,2018-floods,2024,1,TIME,1
2018_Floods_Performance,2018-floods,2024,1,TX_COUNTY,3
2018_Floods_Performance,2018-floods,2024,1,WORK_OF_ART,6
2018_Floods_Performance,2018-floods,2024,2,CARDINAL,96
2018_Floods_Performance,2018-floods,2024,2,DAMAGE_METRIC,3
2018_Floods_Performance,2018-floods,2024,2,DATE,83
2018_Floods_Performance,2018-floods,2024,2,DISASTER,2
2018_Floods_Performance,2018-floods,2024,2,FAC,14
2018_Floods_Performance,2018-floods,2024,2,FEMA_DECLARATION,2
2018_Floods_Performance,2018-floods,2024,2,GPE,25
2018_Floods_Performance,2018-floods,2024,2,LOC,6
2018_Floods_Performance,2018-floods,2024,2,MONEY,1003
2018_Floods_Performance,2018-floods,2024,2,NORP,3
2018_Floods_Performance,2018-floods,2024,2,ORG,577
2018_Floods_Performance,2018-floods,2024,2,PERCENT,11
2018_Floods_Performance,2018-floods,2024,2,PERSON,18
2018_Floods_Performance,2018-floods,2024,2,PRODUCT,8
2018_Floods_Performance,2018-floods,2024,2,PROGRAM,51
2018_Floods_Performance,2018-floods,2024,2,QUANTITY,2
2018_Floods_Performance,2018-floods,2024,2,RAINFALL,2
2018_Floods_Performance,2018-floods,2024,2,TIME,1
2018_Floods_Performance,2018-floods,2024,2,TX_COUNTY,3
2018_Floods_Performance,2018-floods,2024,2,WORK_OF_ART,1
2018_Floods_Performance,2018-floods,2024,3,CARDINAL,87
2018_Floods_Performance,2018-floods,2024,3,DAMAGE_METRIC,2
2018_Floods_Performance,2018-floods,2024,3,DATE,101
2018_Floods_Performance,2018-floods,2024,3,EVENT,1
2018_Floods_Performance,2018-floods,2024,3,FAC,12
2018_Floods_Performance,2018-floods,2024,3,FEMA_DECLARATION,2
2018_Floods_Performance,2018-floods,2024,3,GPE,22
2018_Floods_Performance,2018-floods,2024,3,LAW,3
2018_Floods_Performance,2018-floods,2024,3,LOC,11
2018_Floods_Performance,2018-floods,2024,3,MONEY,1183
2018_Floods_Performance,2018-floods,2024,3,NORP,3
2018_Floods_Performance,2018-floods,2024,3,ORDINAL,1
2018_Floods_Performance,2018-floods,2024,3,ORG,688
2018_Floods_Performance,2018-floods,2024,3,PERCENT,9
2018_Floods_Performance,2018-floods,2024,3,PERSON,30
2018_Floods_Performance,2018-floods,2024,3,PRODUCT,4
2018_Floods_Performance,2018-floods,2024,3,PROGRAM,55
2018_Floods_Performance,2018-floods,2024,3,QUANTITY,2
2018_Floods_Performance,2018-floods,2024,3,RAINFALL,2
2018_Floods_Performance,2018-floods,2024,3,TIME,1
2018_Floods_Performance,2018-floods,2024,3,TX_COUNTY,3
2018_Floods_Performance,2018-floods,2024,3,WORK_OF_ART,5
2018_Floods_Performance,2018-floods,2024,4,CARDINAL,81
2018_Floods_Performance,2018-floods,2024,4,DAMAGE_METRIC,2
2018_Floods_Performance,2018-floods,2024,4,DATE,88
2018_Floods_Performance,2018-floods,2024,4,DISASTER,1
2018_Floods_Performance,2018-floods,2024,4,FAC,7
2018_Floods_Performance,2018-floods,2024,4,FEMA_DECLARATION,2
2018_Floods_Performance,2018-floods,2024,4,GPE,24
2018_Floods_Performance,2018-floods,2024,4,LAW,2
2018_Floods_Performance,2018-floods,2024,4,LOC,5
2018_Floods_Performance,2018-floods,2024,4,MONEY,1162
2018_Floods_Performance,2018-floods,2024,4,NORP,2
2018_Floods_Performance,2018-floods,2024,4,ORG,650
2018_Floods_Performance,2018-floods,2024,4,PERCENT,10
2018_Floods_Performance,2018-floods,2024,4,PERSON,24
2018_Floods_Performance,2018-floods,2024,4,PRODUCT,5
2018_Floods_Performance,2018-floods,2024,4,PROGRAM,55
2018_Floods_Performance,2018-floods,2024,4,QUANTITY,2
2018_Floods_Performance,2018-floods,2024,4,RAINFALL,2
2018_Floods_Performance,2018-floods,2024,4,TIME,2
2018_Floods_Performance,2018-floods,2024,4,TX_COUNTY,3
2018_Floods_Performance,2018-floods,2024,4,WORK_OF_ART,5
2018_Floods_Performance,2018-floods,2025,1,CARDINAL,50
2018_Floods_Performance,2018-floods,2025,1,DAMAGE_METRIC,1
2018_Floods_Performance,2018-floods,2025,1,DATE,62
2018_Floods_Performance,2018-floods,2025,1,FAC,5
2018_Floods_Performance,2018-floods,2025,1,FEMA_DECLARATION,2
2018_Floods_Performance,2018-floods,2025,1,GPE,14
2018_Floods_Performance,2018-floods,2025,1,LAW,15
2018_Floods_Performance,2018-floods,2025,1,LOC,5
2018_Floods_Performance,2018-floods,2025,1,MONEY,853
2018_Floods_Performance,2018-floods,2025,1,NORP,2
2018_Floods_Performance,2018-floods,2025,1,ORG,479
2018_Floods_Performance,2018-floods,2025,1,PERCENT,8
2018_Floods_Performance,2018-floods,2025,1,PERSON,20
2018_Floods_Performance,2018-floods,2025,1,PRODUCT,5
2018_Floods_Performance,2018-floods,2025,1,PROGRAM,52
2018_Floods_Performance,2018-floods,2025,1,QUANTITY,2
2018_Floods_Performance,2018-floods,2025,1,RAINFALL,2
2018_Floods_Performance,2018-floods,2025,1,TIME,1
2018_Floods_Performance,2018-floods,2025,1,TX_COUNTY,3
2018_Floods_Performance,2018-floods,2025,1,WORK_OF_ART,1
2018_Floods_Performance,2018-floods,2025,2,CARDINAL,112
2018_Floods_Performance,2018-floods,2025,2,DAMAGE_METRIC,2
2018_Floods_Performance,2018-floods,2025,2,DATE,94
2018_Floods_Performance,2018-floods,2025,2,DISASTER,1
2018_Floods_Performance,2018-floods,2025,2,EVENT,1
2018_Floods_Performance,2018-floods,2025,2,FAC,7
2018_Floods_Performance,2018-floods,2025,2,FEMA_DECLARATION,2
2018_Floods_Performance,2018-floods,2025,2,GPE,25
2018_Floods_Performance,2018-floods,2025,2,LAW,3
2018_Floods_Performance,2018-floods,2025,2,LOC,7
2018_Floods_Performance,2018-floods,2025,2,MONEY,1186
2018_Floods_Performance,2018-floods,2025,2,NORP,3
2018_Floods_Performance,2018-floods,2025,2,ORG,665
2018_Floods_Performance,2018-floods,2025,2,PERCENT,13
2018_Floods_Performance,2018-floods,2025,2,PERSON,28
2018_Floods_Performance,2018-floods,2025,2,PRODUCT,5
2018_Floods_Performance,2018-floods,2025,2,PROGRAM,54
2018_Floods_Performance,2018-floods,2025,2,QUANTITY,4
2018_Floods_Performance,2018-floods,2025,2,RAINFALL,2
2018_Floods_Performance,2018-floods,2025,2,TIME,1
2018_Floods_Performance,2018-floods,2025,2,TX_COUNTY,3
2018_Floods_Performance,2018-floods,2025,2,WORK_OF_ART,6
2018_Floods_Performance,2018-floods,2025,3,CARDINAL,105
2018_Floods_Performance,2018-floods,2025,3,DAMAGE_METRIC,2
2018_Floods_Performance,2018-floods,2025,3,DATE,98
2018_Floods_Performance,2018-floods,2025,3,DISASTER,1
2018_Floods_Performance,2018-floods,2025,3,FAC,12
2018_Floods_Performance,2018-floods,2025,3,FEMA_DECLARATION,2
2018_Floods_Performance,2018-floods,2025,3,GPE,31
2018_Floods_Performance,2018-floods,2025,3,LAW,3
2018_Floods_Performance,2018-floods,2025,3,LOC,7
2018_Floods_Performance,2018-floods,2025,3,MONEY,1265
2018_Floods_Performance,2018-floods,2025,3,NORP,2
2018_Floods_Performance,2018-floods,2025,3,ORG,718
2018_Floods_Performance,2018-floods,2025,3,PERCENT,13
2018_Floods_Performance,2018-floods,2025,3,PERSON,29
2018_Floods_Performance,2018-floods,2025,3,PRODUCT,6
2018_Floods_Performance,2018-floods,2025,3,PROGRAM,54
2018_Floods_Performance,2018-floods,2025,3,QUANTITY,2
2018_Floods_Performance,2018-floods,2025,3,RAINFALL,2
2018_Floods_Performance,2018-floods,2025,3,TIME,1
2018_Floods_Performance,2018-floods,2025,3,TX_COUNTY,3
2018_Floods_Performance,2018-floods,2025,3,WORK_OF_ART,5
2019_Disasters_ActionPlan,2019-disasters,2021,3,CARDINAL,126
2019_Disasters_ActionPlan,2019-disasters,2021,3,DAMAGE_METRIC,6
2019_Disasters_ActionPlan,2019-disasters,2021,3,DATE,77
2019_Disasters_ActionPlan,2019-disasters,2021,3,DISASTER,53
2019_Disasters_ActionPlan,2019-disasters,2021,3,EVENT,8
2019_Disasters_ActionPlan,2019-disasters,2021,3,FAC,1
2019_Disasters_ActionPlan,2019-disasters,2021,3,FEMA_DECLARATION,4
2019_Disasters_ActionPlan,2019-disasters,2021,3,GPE,21
2019_Disasters_ActionPlan,2019-disasters,2021,3,LOC,4
2019_Disasters_ActionPlan,2019-disasters,2021,3,MONEY,122
2019_Disasters_ActionPlan,2019-disasters,2021,3,NORP,1
2019_Disasters_ActionPlan,2019-disasters,2021,3,ORDINAL,4
2019_Disasters_ActionPlan,2019-disasters,2021,3,ORG,575
2019_Disasters_ActionPlan,2019-disasters,2021,3,PERCENT,18
2019_Disasters_ActionPlan,2019-disasters,2021,3,PERSON,225
2019_Disasters_ActionPlan,2019-disasters,2021,3,PRODUCT,11
2019_Disasters_ActionPlan,2019-disasters,2021,3,PROGRAM,75
2019_Disasters_ActionPlan,2019-disasters,2021,3,QUANTITY,3
2019_Disasters_ActionPlan,2019-disasters,2021,3,RAINFALL,5
2019_Disasters_ActionPlan,2019-disasters,2021,3,TIME,3
2019_Disasters_ActionPlan,2019-disasters,2021,3,TX_COUNTY,6
2019_Disasters_ActionPlan,2019-disasters,2021,3,WIND_SPEED,1
2019_Disasters_ActionPlan,2019-disasters,2021,3,WORK_OF_ART,1
2019_Disasters_ActionPlan,2019-disasters,2021,4,CARDINAL,126
2019_Disasters_ActionPlan,2019-disasters,2021,4,DAMAGE_METRIC,6
2019_Disasters_ActionPlan,2019-disasters,2021,4,DATE,77
2019_Disasters_ActionPlan,2019-disasters,2021,4,DISASTER,53
2019_Disasters_ActionPlan,2019-disasters,2021,4,EVENT,8
2019_Disasters_ActionPlan,2019-disasters,2021,4,FAC,1
2019_Disasters_ActionPlan,2019-disasters,2021,4,FEMA_DECLARATION,4
2019_Disasters_ActionPlan,2019-disasters,2021,4,GPE,21
2019_Disasters_ActionPlan,2019-disasters,2021,4,LOC,4
2019_Disasters_ActionPlan,2019-disasters,2021,4,MONEY,122
2019_Disasters_ActionPlan,2019-disasters,2021,4,NORP,1
2019_Disasters_ActionPlan,2019-disasters,2021,4,ORDINAL,4
2019_Disasters_ActionPlan,2019-disasters,2021,4,ORG,574
2019_Disasters_ActionPlan,2019-disasters,2021,4,PERCENT,18
2019_Disasters_ActionPlan,2019-disasters,2021,4,PERSON,229
2019_Disasters_ActionPlan,2019-disasters,2021,4,PRODUCT,12
2019_Disasters_ActionPlan,2019-disasters,2021,4,PROGRAM,75
2019_Disasters_ActionPlan,2019-disasters,2021,4,QUANTITY,3
2019_Disasters_ActionPlan,2019-disasters,2021,4,RAINFALL,5
2019_Disasters_ActionPlan,2019-disasters,2021,4,TIME,3
2019_Disasters_ActionPlan,2019-disasters,2021,4,TX_COUNTY,6
2019_Disasters_ActionPlan,2019-disasters,2021,4,WIND_SPEED,1
2019_Disasters_ActionPlan,2019-disasters,2021,4,WORK_OF_ART,1
2019_Disasters_ActionPlan,2019-disasters,2022,1,CARDINAL,126
2019_Disasters_ActionPlan,2019-disasters,2022,1,DAMAGE_METRIC,6
2019_Disasters_ActionPlan,2019-disasters,2022,1,DATE,77
2019_Disasters_ActionPlan,2019-disasters,2022,1,DISASTER,53
2019_Disasters_ActionPlan,2019-disasters,2022,1,EVENT,8
2019_Disasters_ActionPlan,2019-disasters,2022,1,FAC,1
2019_Disasters_ActionPlan,2019-disasters,2022,1,FEMA_DECLARATION,4
2019_Disasters_ActionPlan,2019-disasters,2022,1,GPE,21
2019_Disasters_ActionPlan,2019-disasters,2022,1,LOC,4
2019_Disasters_ActionPlan,2019-disasters,2022,1,MONEY,122
2019_Disasters_ActionPlan,2019-disasters,2022,1,NORP,1
2019_Disasters_ActionPlan,2019-disasters,2022,1,ORDINAL,4
2019_Disasters_ActionPlan,2019-disasters,2022,1,ORG,574
2019_Disasters_ActionPlan,2019-disasters,2022,1,PERCENT,18
2019_Disasters_ActionPlan,2019-disasters,2022,1,PERSON,229
2019_Disasters_ActionPlan,2019-disasters,2022,1,PRODUCT,12
2019_Disasters_ActionPlan,2019-disasters,2022,1,PROGRAM,75
2019_Disasters_ActionPlan,2019-disasters,2022,1,QUANTITY,3
2019_Disasters_ActionPlan,2019-disasters,2022,1,RAINFALL,5
2019_Disasters_ActionPlan,2019-disasters,2022,1,TIME,3
2019_Disasters_ActionPlan,2019-disasters,2022,1,TX_COUNTY,6
2019_Disasters_ActionPlan,2019-disasters,2022,1,WIND_SPEED,1
2019_Disasters_ActionPlan,2019-disasters,2022,1,WORK_OF_ART,1
2019_Disasters_ActionPlan,2019-disasters,2022,2,CARDINAL,126
2019_Disasters_ActionPlan,2019-disasters,2022,2,DAMAGE_METRIC,6
2019_Disasters_ActionPlan,2019-disasters,2022,2,DATE,84
2019_Disasters_ActionPlan,2019-disasters,2022,2,DISASTER,53
2019_Disasters_ActionPlan,2019-disasters,2022,2,FAC,1
2019_Disasters_ActionPlan,2019-disasters,2022,2,FEMA_DECLARATION,4
2019_Disasters_ActionPlan,2019-disasters,2022,2,GPE,21
2019_Disasters_ActionPlan,2019-disasters,2022,2,LOC,4
2019_Disasters_ActionPlan,2019-disasters,2022,2,MONEY,122
2019_Disasters_ActionPlan,2019-disasters,2022,2,NORP,1
2019_Disasters_ActionPlan,2019-disasters,2022,2,ORDINAL,4
2019_Disasters_ActionPlan,2019-disasters,2022,2,ORG,574
2019_Disasters_ActionPlan,2019-disasters,2022,2,PERCENT,18
2019_Disasters_ActionPlan,2019-disasters,2022,2,PERSON,229
2019_Disasters_ActionPlan,2019-disasters,2022,2,PRODUCT,12
2019_Disasters_ActionPlan,2019-disasters,2022,2,PROGRAM,75
2019_Disasters_ActionPlan,2019-disasters,2022,2,QUANTITY,3
2019_Disasters_ActionPlan,2019-disasters,2022,2,RAINFALL,5
2019_Disasters_ActionPlan,2019-disasters,2022,2,TIME,3
2019_Disasters_ActionPlan,2019-disasters,2022,2,TX_COUNTY,6
2019_Disasters_ActionPlan,2019-disasters,2022,2,WIND_SPEED,1
2019_Disasters_ActionPlan,2019-disasters,2022,2,WORK_OF_ART,1
2019_Disasters_ActionPlan,2019-disasters,2022,3,CARDINAL,127
2019_Disasters_ActionPlan,2019-disasters,2022,3,DAMAGE_METRIC,6
2019_Disasters_ActionPlan,2019-disasters,2022,3,DATE,59
2019_Disasters_ActionPlan,2019-disasters,2022,3,DISASTER,52
2019_Disasters_ActionPlan,2019-disasters,2022,3,FAC,1
2019_Disasters_ActionPlan,2019-disasters,2022,3,FEMA_DECLARATION,4
2019_Disasters_ActionPlan,2019-disasters,2022,3,GPE,21
2019_Disasters_ActionPlan,2019-disasters,2022,3,LAW,16
2019_Disasters_ActionPlan,2019-disasters,2022,3,LOC,4
2019_Disasters_ActionPlan,2019-disasters,2022,3,MONEY,122
2019_Disasters_ActionPlan,2019-disasters,2022,3,NORP,1
2019_Disasters_ActionPlan,2019-disasters,2022,3,ORDINAL,4
2019_Disasters_ActionPlan,2019-disasters,2022,3,ORG,569
2019_Disasters_ActionPlan,2019-disasters,2022,3,PERCENT,18
2019_Disasters_ActionPlan,2019-disasters,2022,3,PERSON,231
2019_Disasters_ActionPlan,2019-disasters,2022,3,PRODUCT,12
2019_Disasters_ActionPlan,2019-disasters,2022,3,PROGRAM,75
2019_Disasters_ActionPlan,2019-disasters,2022,3,QUANTITY,3
2019_Disasters_ActionPlan,2019-disasters,2022,3,RAINFALL,5
2019_Disasters_ActionPlan,2019-disasters,2022,3,TIME,3
2019_Disasters_ActionPlan,2019-disasters,2022,3,TX_COUNTY,6
2019_Disasters_ActionPlan,2019-disasters,2022,3,WIND_SPEED,1
2019_Disasters_ActionPlan,2019-disasters,2022,4,CARDINAL,127
2019_Disasters_ActionPlan,2019-disasters,2022,4,DAMAGE_METRIC,6
2019_Disasters_ActionPlan,2019-disasters,2022,4,DATE,59
2019_Disasters_ActionPlan,2019-disasters,2022,4,DISASTER,52
2019_Disasters_ActionPlan,2019-disasters,2022,4,FAC,1
2019_Disasters_ActionPlan,2019-disasters,2022,4,FEMA_DECLARATION,4
2019_Disasters_ActionPlan,2019-disasters,2022,4,GPE,21
2019_Disasters_ActionPlan,2019-disasters,2022,4,LAW,16
2019_Disasters_ActionPlan,2019-disasters,2022,4,LOC,4
2019_Disasters_ActionPlan,2019-disasters,2022,4,MONEY,122
2019_Disasters_ActionPlan,2019-disasters,2022,4,NORP,1
2019_Disasters_ActionPlan,2019-disasters,2022,4,ORDINAL,4
2019_Disasters_ActionPlan,2019-disasters,2022,4,ORG,569
2019_Disasters_ActionPlan,2019-disasters,2022,4,PERCENT,18
2019_Disasters_ActionPlan,2019-disasters,2022,4,PERSON,231
2019_Disasters_ActionPlan,2019-disasters,2022,4,PRODUCT,13
2019_Disasters_ActionPlan,2019-disasters,2022,4,PROGRAM,75
2019_Disasters_ActionPlan,2019-disasters,2022,4,QUANTITY,3
2019_Disasters_ActionPlan,2019-disasters,2022,4,RAINFALL,5
2019_Disasters_ActionPlan,2019-disasters,2022,4,TIME,3
2019_Disasters_ActionPlan,2019-disasters,2022,4,TX_COUNTY,6
2019_Disasters_ActionPlan,2019-disasters,2022,4,WIND_SPEED,1
2019_Disasters_ActionPlan,2019-disasters,2023,1,CARDINAL,136
2019_Disasters_ActionPlan,2019-disasters,2023,1,DAMAGE_METRIC,6
2019_Disasters_ActionPlan,2019-disasters,2023,1,DATE,67
2019_Disasters_ActionPlan,2019-disasters,2023,1,DISASTER,52
2019_Disasters_ActionPlan,2019-disasters,2023,1,FAC,1
2019_Disasters_ActionPlan,2019-disasters,2023,1,FEMA_DECLARATION,4
2019_Disasters_ActionPlan,2019-disasters,2023,1,GPE,32
2019_Disasters_ActionPlan,2019-disasters,2023,1,LAW,16
2019_Disasters_ActionPlan,2019-disasters,2023,1,LOC,4
2019_Disasters_ActionPlan,2019-disasters,2023,1,MONEY,120
2019_Disasters_ActionPlan,2019-disasters,2023,1,NORP,1
2019_Disasters_ActionPlan,2019-disasters,2023,1,ORDINAL,4
2019_Disasters_ActionPlan,2019-disasters,2023,1,ORG,589
2019_Disasters_ActionPlan,2019-disasters,2023,1,PERCENT,18
2019_Disasters_ActionPlan,2019-disasters,2023,1,PERSON,239
2019_Disasters_ActionPlan,2019-disasters,2023,1,PRODUCT,8
2019_Disasters_ActionPlan,2019-disasters,2023,1,PROGRAM,75
2019_Disasters_ActionPlan,2019-disasters,2023,1,QUANTITY,3
2019_Disasters_ActionPlan,2019-disasters,2023,1,RAINFALL,5
2019_Disasters_ActionPlan,2019-disasters,2023,1,TIME,3
2019_Disasters_ActionPlan,2019-disasters,2023,1,TX_COUNTY,6
2019_Disasters_ActionPlan,2019-disasters,2023,1,WIND_SPEED,1
2019_Disasters_ActionPlan,2019-disasters,2023,2,CARDINAL,136
2019_Disasters_ActionPlan,2019-disasters,2023,2,DAMAGE_METRIC,6
2019_Disasters_ActionPlan,2019-disasters,2023,2,DATE,65
2019_Disasters_ActionPlan,2019-disasters,2023,2,DISASTER,50
2019_Disasters_ActionPlan,2019-disasters,2023,2,FAC,2
2019_Disasters_ActionPlan,2019-disasters,2023,2,FEMA_DECLARATION,2
2019_Disasters_ActionPlan,2019-disasters,2023,2,GPE,32
2019_Disasters_ActionPlan,2019-disasters,2023,2,LAW,16
2019_Disasters_ActionPlan,2019-disasters,2023,2,LOC,4
2019_Disasters_ActionPlan,2019-disasters,2023,2,MONEY,116
2019_Disasters_ActionPlan,2019-disasters,2023,2,NORP,1
2019_Disasters_ActionPlan,2019-disasters,2023,2,ORDINAL,4
2019_Disasters_ActionPlan,2019-disasters,2023,2,ORG,572
2019_Disasters_ActionPlan,2019-disasters,2023,2,PERCENT,18
2019_Disasters_ActionPlan,2019-disasters,2023,2,PERSON,237
2019_Disasters_ActionPlan,2019-disasters,2023,2,PRODUCT,8
2019_Disasters_ActionPlan,2019-disasters,2023,2,PROGRAM,75
2019_Disasters_ActionPlan,2019-disasters,2023,2,QUANTITY,3
2019_Disasters_ActionPlan,2019-disasters,2023,2,RAINFALL,5
2019_Disasters_ActionPlan,2019-disasters,2023,2,TIME,3
2019_Disasters_ActionPlan,2019-disasters,2023,2,TX_COUNTY,6
2019_Disasters_ActionPlan,2019-disasters,2023,2,WIND_SPEED,1
2019_Disasters_ActionPlan,2019-disasters,2023,3,CARDINAL,149
2019_Disasters_ActionPlan,2019-disasters,2023,3,DAMAGE_METRIC,6
2019_Disasters_ActionPlan,2019-disasters,2023,3,DATE,70
2019_Disasters_ActionPlan,2019-disasters,2023,3,DISASTER,54
2019_Disasters_ActionPlan,2019-disasters,2023,3,FAC,13
2019_Disasters_ActionPlan,2019-disasters,2023,3,FEMA_DECLARATION,2
2019_Disasters_ActionPlan,2019-disasters,2023,3,GPE,36
2019_Disasters_ActionPlan,2019-disasters,2023,3,LAW,19
2019_Disasters_ActionPlan,2019-disasters,2023,3,LOC,4
2019_Disasters_ActionPlan,2019-disasters,2023,3,MONEY,136
2019_Disasters_ActionPlan,2019-disasters,2023,3,NORP,1
2019_Disasters_ActionPlan,2019-disasters,2023,3,ORDINAL,4
2019_Disasters_ActionPlan,2019-disasters,2023,3,ORG,655
2019_Disasters_ActionPlan,2019-disasters,2023,3,PERCENT,18
2019_Disasters_ActionPlan,2019-disasters,2023,3,PERSON,243
2019_Disasters_ActionPlan,2019-disasters,2023,3,PRODUCT,8
2019_Disasters_ActionPlan,2019-disasters,2023,3,PROGRAM,75
2019_Disasters_ActionPlan,2019-disasters,2023,3,QUANTITY,3
2019_Disasters_ActionPlan,2019-disasters,2023,3,RAINFALL,5
2019_Disasters_ActionPlan,2019-disasters,2023,3,TIME,3
2019_Disasters_ActionPlan,2019-disasters,2023,3,TX_COUNTY,9
2019_Disasters_ActionPlan,2019-disasters,2023,3,WIND_SPEED,1
2019_Disasters_ActionPlan,2019-disasters,2023,4,CARDINAL,220
2019_Disasters_ActionPlan,2019-disasters,2023,4,DAMAGE_METRIC,6
2019_Disasters_ActionPlan,2019-disasters,2023,4,DATE,100
2019_Disasters_ActionPlan,2019-disasters,2023,4,DISASTER,72
2019_Disasters_ActionPlan,2019-disasters,2023,4,EVENT,1
2019_Disasters_ActionPlan,2019-disasters,2023,4,FAC,40
2019_Disasters_ActionPlan,2019-disasters,2023,4,FEMA_DECLARATION,2
2019_Disasters_ActionPlan,2019-disasters,2023,4,GPE,69
2019_Disasters_ActionPlan,2019-disasters,2023,4,LAW,32
2019_Disasters_ActionPlan,2019-disasters,2023,4,LOC,10
