model_id,topic_index,topic_label,category,disaster_code,year,quarter,n_chunks,n_documents
1,0,storm / hurricane / category,Hurricane_Ike,ike,2009,3,1,1
1,0,storm / hurricane / category,Hurricane_Ike,ike,2009,4,1,1
1,1,eligibility / activities / determination,Hurricane_Ike,ike,2009,4,2,1
1,2,contractor / planning / provided,Hurricane_Ike,ike,2009,3,13,1
1,3,activities / eligibility / applicants,Hurricane_Ike,ike,2009,4,10,1
1,4,housing / county / hurricane,Hurricane_Ike,ike,2009,4,7,1
3,0,assessment / needs / hud,2018_Floods_Performance,2018-floods,2021,3,1,1
3,1,june / impacted / county,2018_Floods_Performance,2018-floods,2021,3,1,1
5,0,complete associated / complete / water,2015_Floods,f15,2018,2,3,1
5,0,complete associated / complete / water,2015_Floods,f15,2018,3,1,1
5,0,complete associated / complete / water,2015_Floods,15f,2018,4,1,1
5,0,complete associated / complete / water,2015_Floods,f15,2019,1,1,1
5,0,complete associated / complete / water,2015_Floods,f15,2019,2,4,1
5,0,complete associated / complete / water,2015_Floods,f15,2019,3,3,1
5,0,complete associated / complete / water,2015_Floods,15f,2019,4,5,1
5,0,complete associated / complete / water,2015_Floods,15f,2020,1,5,1
5,0,complete associated / complete / water,2015_Floods,f15,2020,2,5,1
5,0,complete associated / complete / water,2015_Floods,15f,2020,3,5,1
5,0,complete associated / complete / water,2015_Floods,15f,2020,4,5,1
5,0,complete associated / complete / water,2015_Floods,15f,2021,1,4,1
5,0,complete associated / complete / water,2015_Floods,15f,2021,2,4,1
5,0,complete associated / complete / water,2015_Floods,15f,2021,3,2,1
5,0,complete associated / complete / water,2015_Floods,15f,2021,4,2,1
5,0,complete associated / complete / water,2015_Floods,15f,2022,1,2,1
5,0,complete associated / complete / water,2015_Floods,15f,2022,2,1,1
5,0,complete associated / complete / water,2015_Floods,15f,2022,3,1,1
5,0,complete associated / complete / water,2015_Floods,15f,2023,2,1,1
5,0,complete associated / complete / water,2015_Floods,15f,2023,3,1,1
5,0,complete associated / complete / water,2015_Floods,15f,2024,2,1,1
5,0,complete associated / complete / water,2015_Floods,15f,2025,3,2,1
5,0,complete associated / complete / water,2016_Floods,f16,2019,2,1,1
5,0,complete associated / complete / water,2016_Floods,f16,2019,3,1,1
5,0,complete associated / complete / water,2016_Floods,16f,2019,4,5,1
5,0,complete associated / complete / water,2016_Floods,16f,2020,1,2,1
5,0,complete associated / complete / water,2016_Floods,f16,2020,2,2,1
5,0,complete associated / complete / water,2016_Floods,16f,2020,3,3,1
5,0,complete associated / complete / water,2016_Floods,16f,2020,4,3,1
5,0,complete associated / complete / water,2016_Floods,16f,2021,1,4,1
5,0,complete associated / complete / water,2016_Floods,16f,2021,2,5,1
5,0,complete associated / complete / water,2016_Floods,16f,2021,3,2,1
5,0,complete associated / complete / water,2016_Floods,16f,2021,4,2,1
5,0,complete associated / complete / water,2016_Floods,16f,2022,1,2,1
5,0,complete associated / complete / water,2016_Floods,16f,2022,2,2,1
5,0,complete associated / complete / water,2016_Floods,16f,2022,3,2,1
5,0,complete associated / complete / water,2016_Floods,16f,2022,4,2,1
5,0,complete associated / complete / water,2016_Floods,16f,2023,1,1,1
5,0,complete associated / complete / water,2016_Floods,16f,2023,2,2,1
5,0,complete associated / complete / water,2016_Floods,16f,2023,3,1,1
5,0,complete associated / complete / water,2016_Floods,16f,2023,4,1,1
5,0,complete associated / complete / water,2016_Floods,16f,2024,1,2,1
5,0,complete associated / complete / water,2016_Floods,16f,2024,2,1,1
5,0,complete associated / complete / water,2016_Floods,16f,2024,3,2,1
5,0,complete associated / complete / water,2016_Floods,16f,2024,4,1,1
5,0,complete associated / complete / water,2016_Floods,16f,2025,1,1,1
5,0,complete associated / complete / water,2016_Floods,16f,2025,2,1,1
5,0,complete associated / complete / water,2016_Floods,16f,2025,3,2,1
5,0,complete associated / complete / water,2019_Disasters_ActionPlan,2019-disasters,2023,4,1,1
5,0,complete associated / complete / water,2019_Disasters_Performance,2019-disasters,2023,4,2,1
5,0,complete associated / complete / water,2019_Disasters_Performance,2019-disasters,2024,1,1,1
5,0,complete associated / complete / water,2019_Disasters_Performance,2019-disasters,2024,2,2,1
5,0,complete associated / complete / water,2019_Disasters_Performance,2019-disasters,2024,3,2,1
5,0,complete associated / complete / water,2019_Disasters_Performance,2019-disasters,2024,4,1,1
5,0,complete associated / complete / water,2019_Disasters_Performance,2019-disasters,2025,2,1,1
5,0,complete associated / complete / water,2019_Disasters_Performance,2019-disasters,2025,3,2,1
5,0,complete associated / complete / water,Harvey_57M_ActionPlan,hh57m,2020,4,39,1
5,0,complete associated / complete / water,Harvey_5B_ActionPlan,hh5b-ap,2019,4,7,1
5,0,complete associated / complete / water,Harvey_5B_ActionPlan,hh5b-ap,2020,1,20,1
5,0,complete associated / complete / water,Harvey_5B_ActionPlan,hh5b-ap,2020,2,35,1
5,0,complete associated / complete / water,Harvey_5B_ActionPlan,hh5b,2020,3,38,1
5,0,complete associated / complete / water,Harvey_5B_ActionPlan,hh5b,2020,4,39,1
5,0,complete associated / complete / water,Harvey_5B_ActionPlan,hh5b,2021,1,41,1
5,0,complete associated / complete / water,Harvey_5B_ActionPlan,hh5b,2021,2,38,1
5,0,complete associated / complete / water,Harvey_5B_ActionPlan,hh5b,2021,3,10,1
5,0,complete associated / complete / water,Harvey_5B_ActionPlan,hh5b,2021,4,10,1
5,0,complete associated / complete / water,Harvey_5B_ActionPlan,hh5b,2022,1,12,1
5,0,complete associated / complete / water,Harvey_5B_ActionPlan,hh5b,2022,2,12,1
5,0,complete associated / complete / water,Harvey_5B_ActionPlan,h5b,2022,3,8,1
5,0,complete associated / complete / water,Harvey_5B_ActionPlan,h5b,2022,4,8,1
5,0,complete associated / complete / water,Harvey_5B_ActionPlan,h5b,2023,1,7,1
5,0,complete associated / complete / water,Harvey_5B_ActionPlan,h5b,2023,2,7,1
5,0,complete associated / complete / water,Harvey_5B_ActionPlan,h5b,2023,3,6,1
5,0,complete associated / complete / water,Harvey_5B_ActionPlan,h5b,2023,4,7,1
5,0,complete associated / complete / water,Harvey_5B_ActionPlan,h5b,2024,1,7,1
5,0,complete associated / complete / water,Harvey_5B_ActionPlan,h5b,2024,2,7,1
5,0,complete associated / complete / water,Harvey_5B_ActionPlan,h5b,2024,3,7,1
5,0,complete associated / complete / water,Harvey_5B_ActionPlan,h5b,2024,4,7,1
5,0,complete associated / complete / water,Harvey_5B_ActionPlan,h5b,2025,1,7,1
5,0,complete associated / complete / water,Harvey_5B_ActionPlan,h5b,2025,2,7,1
5,0,complete associated / complete / water,Harvey_5B_ActionPlan,h5b,2025,3,7,1
5,0,complete associated / complete / water,Harvey_5B_ActionPlan,h5b,2025,4,13,1
5,0,complete associated / complete / water,Harvey_5B_Performance,h5b,2020,1,4,1
5,0,complete associated / complete / water,Harvey_5B_Performance,h5b,2020,2,12,1
5,0,complete associated / complete / water,Harvey_5B_Performance,h5b,2020,3,15,1
5,0,complete associated / complete / water,Harvey_5B_Performance,h5b,2020,4,12,1
5,0,complete associated / complete / water,Harvey_5B_Performance,h5b,2021,1,10,1
5,0,complete associated / complete / water,Harvey_5B_Performance,h5b,2021,2,13,1
5,0,complete associated / complete / water,Harvey_5B_Performance,h5b,2021,3,6,1
5,0,complete associated / complete / water,Harvey_5B_Performance,h5b,2021,4,7,1
5,0,complete associated / complete / water,Harvey_5B_Performance,h5b,2022,1,7,1
5,0,complete associated / complete / water,Harvey_5B_Performance,h5b,2022,2,6,1
5,0,complete associated / complete / water,Harvey_5B_Performance,h5b,2022,3,6,1
5,0,complete associated / complete / water,Harvey_5B_Performance,h5b,2022,4,7,1
5,0,complete associated / complete / water,Harvey_5B_Performance,harveygrantperformance,2023,1,8,1
5,0,complete associated / complete / water,Harvey_5B_Performance,h5b,2023,2,8,1
5,0,complete associated / complete / water,Harvey_5B_Performance,h5b,2023,3,7,1
5,0,complete associated / complete / water,Harvey_5B_Performance,h5b,2023,4,8,1
5,0,complete associated / complete / water,Harvey_5B_Performance,h5b,2024,1,4,1
5,0,complete associated / complete / water,Harvey_5B_Performance,h5b,2024,2,4,1
5,0,complete associated / complete / water,Harvey_5B_Performance,h5b,2024,3,7,1
5,0,complete associated / complete / water,Harvey_5B_Performance,h5b,2024,4,1,1
5,0,complete associated / complete / water,Harvey_5B_Performance,h5b,2025,1,2,1
5,0,complete associated / complete / water,Harvey_5B_Performance,h5b,2025,2,1,1
5,0,complete associated / complete / water,Harvey_5B_Performance,h5b,2025,3,2,1
5,0,complete associated / complete / water,Hurricane_Ike,ike,2011,1,2,1
5,0,complete associated / complete / water,Hurricane_Ike,ike,2011,2,2,1
5,0,complete associated / complete / water,Hurricane_Ike,ike,2011,3,1,1
5,0,complete associated / complete / water,Hurricane_Ike,ike,2011,4,2,1
5,0,complete associated / complete / water,Hurricane_Ike,ike,2012,1,2,1
5,0,complete associated / complete / water,Hurricane_Ike,ike,2012,2,5,1
5,0,complete associated / complete / water,Hurricane_Ike,ike,2012,3,5,1
5,0,complete associated / complete / water,Hurricane_Ike,ike,2012,4,3,1
5,0,complete associated / complete / water,Hurricane_Ike,ike,2013,1,3,1
5,0,complete associated / complete / water,Hurricane_Ike,ike,2013,2,3,1
5,0,complete associated / complete / water,Hurricane_Ike,ike,2013,3,3,1
5,0,complete associated / complete / water,Hurricane_Ike,ike,2013,4,2,1
5,0,complete associated / complete / water,Hurricane_Ike,ike,2014,1,1,1
5,0,complete associated / complete / water,Hurricane_Ike,ike,2014,2,1,1
5,0,complete associated / complete / water,Hurricane_Ike,ike,2014,3,1,1
5,0,complete associated / complete / water,Hurricane_Ike,ike,2014,4,1,1
5,0,complete associated / complete / water,Hurricane_Ike,ike,2015,1,2,1
5,0,complete associated / complete / water,Hurricane_Ike,ike,2015,2,2,1
5,0,complete associated / complete / water,Hurricane_Ike,ike,2015,3,2,1
5,0,complete associated / complete / water,Hurricane_Ike,ike,2015,4,3,1
5,0,complete associated / complete / water,Hurricane_Ike,ike,2016,1,2,1
5,0,complete associated / complete / water,Hurricane_Ike,ike,2016,2,2,1
5,0,complete associated / complete / water,Hurricane_Ike,ike,2016,3,2,1
5,0,complete associated / complete / water,Hurricane_Ike,ike,2016,4,3,1
5,0,complete associated / complete / water,Hurricane_Ike,ike,2017,2,1,1
5,0,complete associated / complete / water,Hurricane_Ike,ike,2017,3,1,1
5,0,complete associated / complete / water,Hurricane_Ike,ike,2021,1,7,1
5,0,complete associated / complete / water,Hurricane_Ike,ike,2021,2,7,1
5,0,complete associated / complete / water,Hurricane_Ike,ike,2021,3,7,1
5,0,complete associated / complete / water,Hurricane_Ike,ike,2021,4,7,1
5,0,complete associated / complete / water,Hurricane_Ike,ike,2022,1,8,1
5,0,complete associated / complete / water,Hurricane_Ike,ike,2022,2,7,1
5,0,complete associated / complete / water,Hurricane_Ike,ike,2022,3,7,1
5,0,complete associated / complete / water,Hurricane_Ike,ike,2022,4,1,1
5,0,complete associated / complete / water,Hurricane_Ike,ike,2023,1,2,1
5,0,complete associated / complete / water,Hurricane_Ike,ike,2023,2,2,1
5,0,complete associated / complete / water,Hurricane_Ike,ike,2023,4,1,1
5,0,complete associated / complete / water,Hurricane_Ike,ike,2024,1,6,1
5,0,complete associated / complete / water,Hurricane_Ike,ike,2024,2,7,1
5,0,complete associated / complete / water,Hurricane_Ike,ike,2024,3,7,1
5,0,complete associated / complete / water,Hurricane_Ike,ike,2024,4,1,1
5,0,complete associated / complete / water,Hurricane_Ike,ike,2025,2,1,1
5,0,complete associated / complete / water,Hurricane_Ike,ike,2025,3,1,1
5,0,complete associated / complete / water,Mitigation_ActionPlan,mit,2021,4,14,1
5,0,complete associated / complete / water,Mitigation_ActionPlan,mit,2022,1,22,1
5,0,complete associated / complete / water,Mitigation_ActionPlan,mit,2022,2,21,1
5,0,complete associated / complete / water,Mitigation_ActionPlan,mit,2022,3,23,1
5,0,complete associated / complete / water,Mitigation_ActionPlan,mit,2022,4,23,1
5,0,complete associated / complete / water,Mitigation_ActionPlan,mit,2023,1,23,1
5,0,complete associated / complete / water,Mitigation_ActionPlan,mit,2023,2,23,1
5,0,complete associated / complete / water,Mitigation_ActionPlan,mit,2023,3,22,1
5,0,complete associated / complete / water,Mitigation_ActionPlan,mit,2023,4,21,1
5,0,complete associated / complete / water,Mitigation_ActionPlan,mit,2024,1,21,1
5,0,complete associated / complete / water,Mitigation_ActionPlan,mit,2024,2,18,1
5,0,complete associated / complete / water,Mitigation_ActionPlan,mit,2024,3,18,1
5,0,complete associated / complete / water,Mitigation_ActionPlan,mit,2024,4,20,1
5,0,complete associated / complete / water,Mitigation_ActionPlan,mit,2025,1,20,1
5,0,complete associated / complete / water,Mitigation_ActionPlan,mit,2025,2,23,1
5,0,complete associated / complete / water,Mitigation_ActionPlan,mit,2025,3,24,1
5,0,complete associated / complete / water,Mitigation_ActionPlan,mit,2025,4,25,1
5,0,complete associated / complete / water,Mitigation_Performance,mit,2021,4,8,1
5,0,complete associated / complete / water,Mitigation_Performance,mit,2022,1,8,1
5,0,complete associated / complete / water,Mitigation_Performance,mit,2022,2,12,1
5,0,complete associated / complete / water,Mitigation_Performance,mit,2022,3,14,1
5,0,complete associated / complete / water,Mitigation_Performance,mit,2022,4,12,1
5,0,complete associated / complete / water,Mitigation_Performance,mitigationgrantreport,2023,1,12,1
5,0,complete associated / complete / water,Mitigation_Performance,mit,2023,2,9,1
5,0,complete associated / complete / water,Mitigation_Performance,mit,2023,3,14,1
5,0,complete associated / complete / water,Mitigation_Performance,mit,2023,4,15,1
5,0,complete associated / complete / water,Mitigation_Performance,mit,2024,1,13,1
5,0,complete associated / complete / water,Mitigation_Performance,mit,2024,2,15,1
5,0,complete associated / complete / water,Mitigation_Performance,mit,2024,3,15,1
5,0,complete associated / complete / water,Mitigation_Performance,mit,2024,4,13,1
5,0,complete associated / complete / water,Mitigation_Performance,mit,2025,1,17,1
5,0,complete associated / complete / water,Mitigation_Performance,mit,2025,2,19,1
5,0,complete associated / complete / water,Mitigation_Performance,mit,2025,3,27,1
5,1,water / shall / storage,2015_Floods,15f,2021,3,1,1
5,1,water / shall / storage,2015_Floods,15f,2021,4,1,1
5,1,water / shall / storage,2015_Floods,15f,2023,3,1,1
5,1,water / shall / storage,2015_Floods,15f,2024,3,1,1
5,1,water / shall / storage,Harvey_5B_ActionPlan,hh5b,2022,1,1,1
5,1,water / shall / storage,Harvey_5B_ActionPlan,hh5b,2022,2,1,1
5,1,water / shall / storage,Harvey_5B_ActionPlan,h5b,2024,3,1,1
5,1,water / shall / storage,Harvey_5B_ActionPlan,h5b,2024,4,1,1
5,1,water / shall / storage,Harvey_5B_ActionPlan,h5b,2025,1,1,1
5,1,water / shall / storage,Harvey_5B_ActionPlan,h5b,2025,2,1,1
5,1,water / shall / storage,Harvey_5B_ActionPlan,h5b,2025,3,1,1
5,1,water / shall / storage,Harvey_5B_ActionPlan,h5b,2025,4,1,1
5,1,water / shall / storage,Harvey_5B_Performance,h5b,2024,3,1,1
5,1,water / shall / storage,Harvey_5B_Performance,h5b,2024,4,1,1
5,1,water / shall / storage,Harvey_5B_Performance,h5b,2025,2,1,1
5,1,water / shall / storage,Hurricane_Ike,ike,2009,4,4,1
5,1,water / shall / storage,Hurricane_Ike,ike,2010,1,4,1
5,1,water / shall / storage,Hurricane_Ike,ike,2010,2,9,1
5,1,water / shall / storage,Hurricane_Ike,ike,2010,3,9,1
5,1,water / shall / storage,Hurricane_Ike,ike,2010,4,11,1
5,1,water / shall / storage,Hurricane_Ike,ike,2011,1,11,1
5,1,water / shall / storage,Hurricane_Ike,ike,2011,2,11,1
5,1,water / shall / storage,Hurricane_Ike,ike,2011,3,13,1
5,1,water / shall / storage,Hurricane_Ike,ike,2011,4,15,1
5,1,water / shall / storage,Hurricane_Ike,ike,2012,1,14,1
5,1,water / shall / storage,Hurricane_Ike,ike,2012,2,16,1
5,1,water / shall / storage,Hurricane_Ike,ike,2012,3,36,1
5,1,water / shall / storage,Hurricane_Ike,ike,2012,4,46,1
5,1,water / shall / storage,Hurricane_Ike,ike,2013,1,45,1
5,1,water / shall / storage,Hurricane_Ike,ike,2013,2,47,1
5,1,water / shall / storage,Hurricane_Ike,ike,2013,3,55,1
5,1,water / shall / storage,Hurricane_Ike,ike,2013,4,57,1
5,1,water / shall / storage,Hurricane_Ike,ike,2014,1,58,1
5,1,water / shall / storage,Hurricane_Ike,ike,2014,2,58,1
5,1,water / shall / storage,Hurricane_Ike,ike,2014,3,53,1
5,1,water / shall / storage,Hurricane_Ike,ike,2014,4,61,1
5,1,water / shall / storage,Hurricane_Ike,ike,2015,1,59,1
5,1,water / shall / storage,Hurricane_Ike,ike,2015,2,46,1
5,1,water / shall / storage,Hurricane_Ike,ike,2015,3,52,1
5,1,water / shall / storage,Hurricane_Ike,ike,2015,4,53,1
5,1,water / shall / storage,Hurricane_Ike,ike,2016,1,47,1
5,1,water / shall / storage,Hurricane_Ike,ike,2016,2,36,1
5,1,water / shall / storage,Hurricane_Ike,ike,2016,3,48,1
5,1,water / shall / storage,Hurricane_Ike,ike,2016,4,60,1
5,1,water / shall / storage,Hurricane_Ike,ike,2017,1,39,1
5,1,water / shall / storage,Hurricane_Ike,ike,2017,2,43,1
5,1,water / shall / storage,Hurricane_Ike,ike,2017,3,63,1
5,1,water / shall / storage,Hurricane_Ike,ike,2017,4,30,1
5,1,water / shall / storage,Hurricane_Ike,ike,2018,1,30,1
5,1,water / shall / storage,Hurricane_Ike,ike,2018,2,27,1
5,1,water / shall / storage,Hurricane_Ike,ike,2018,3,33,1
5,1,water / shall / storage,Hurricane_Ike,ike,2018,4,35,1
5,1,water / shall / storage,Hurricane_Ike,ike,2019,1,31,1
5,1,water / shall / storage,Hurricane_Ike,ike,2019,2,62,1
5,1,water / shall / storage,Hurricane_Ike,ike,2019,3,27,1
5,1,water / shall / storage,Hurricane_Ike,ike,2019,4,22,1
5,1,water / shall / storage,Hurricane_Ike,ike,2020,1,20,1
5,1,water / shall / storage,Hurricane_Ike,ike,2020,2,17,1
5,1,water / shall / storage,Hurricane_Ike,ike,2020,3,24,1
5,1,water / shall / storage,Hurricane_Ike,ike,2020,4,18,1
5,1,water / shall / storage,Hurricane_Ike,ike,2021,1,8,1
5,1,water / shall / storage,Hurricane_Ike,ike,2021,2,12,1
5,1,water / shall / storage,Hurricane_Ike,ike,2021,3,10,1
5,1,water / shall / storage,Hurricane_Ike,ike,2021,4,14,1
5,1,water / shall / storage,Hurricane_Ike,ike,2022,1,12,1
5,1,water / shall / storage,Hurricane_Ike,ike,2022,2,16,1
5,1,water / shall / storage,Hurricane_Ike,ike,2022,3,6,1
5,1,water / shall / storage,Hurricane_Ike,ike,2022,4,6,1
5,1,water / shall / storage,Hurricane_Ike,ike,2023,1,7,1
5,1,water / shall / storage,Hurricane_Ike,ike,2023,2,8,1
5,1,water / shall / storage,Hurricane_Ike,ike,2023,3,1,1
5,1,water / shall / storage,Hurricane_Ike,ike,2023,4,6,1
5,1,water / shall / storage,Hurricane_Ike,ike,2024,1,5,1
5,1,water / shall / storage,Hurricane_Ike,ike,2024,2,4,1
5,1,water / shall / storage,Hurricane_Ike,ike,2024,3,4,1
5,1,water / shall / storage,Hurricane_Ike,ike,2024,4,2,1
5,1,water / shall / storage,Hurricane_Ike,ike,2025,3,1,1
5,1,water / shall / storage,Hurricane_Rita1,rita1,2011,3,2,1
5,1,water / shall / storage,Mitigation_ActionPlan,mit,2021,4,1,1
5,1,water / shall / storage,Mitigation_ActionPlan,mit,2022,1,1,1
5,1,water / shall / storage,Mitigation_ActionPlan,mit,2022,2,2,1
5,1,water / shall / storage,Mitigation_ActionPlan,mit,2022,3,1,1
5,1,water / shall / storage,Mitigation_ActionPlan,mit,2022,4,1,1
5,1,water / shall / storage,Mitigation_ActionPlan,mit,2023,1,1,1
5,1,water / shall / storage,Mitigation_ActionPlan,mit,2023,2,1,1
5,1,water / shall / storage,Mitigation_ActionPlan,mit,2023,3,1,1
5,1,water / shall / storage,Mitigation_ActionPlan,mit,2023,4,1,1
5,1,water / shall / storage,Mitigation_ActionPlan,mit,2024,1,1,1
5,1,water / shall / storage,Mitigation_ActionPlan,mit,2024,2,1,1
5,1,water / shall / storage,Mitigation_ActionPlan,mit,2024,3,1,1
5,1,water / shall / storage,Mitigation_ActionPlan,mit,2024,4,1,1
5,1,water / shall / storage,Mitigation_ActionPlan,mit,2025,1,2,1
5,1,water / shall / storage,Mitigation_ActionPlan,mit,2025,2,4,1
5,1,water / shall / storage,Mitigation_ActionPlan,mit,2025,3,4,1
5,1,water / shall / storage,Mitigation_ActionPlan,mit,2025,4,4,1
5,1,water / shall / storage,Mitigation_Performance,mit,2021,4,1,1
5,1,water / shall / storage,Mitigation_Performance,mit,2022,2,2,1
5,1,water / shall / storage,Mitigation_Performance,mit,2022,3,2,1
5,1,water / shall / storage,Mitigation_Performance,mit,2022,4,1,1
5,1,water / shall / storage,Mitigation_Performance,mitigationgrantreport,2023,1,2,1
5,1,water / shall / storage,Mitigation_Performance,mit,2023,2,1,1
5,1,water / shall / storage,Mitigation_Performance,mit,2023,3,1,1
5,1,water / shall / storage,Mitigation_Performance,mit,2023,4,1,1
5,1,water / shall / storage,Mitigation_Performance,mit,2024,1,1,1
5,1,water / shall / storage,Mitigation_Performance,mit,2024,2,1,1
5,1,water / shall / storage,Mitigation_Performance,mit,2024,3,1,1
5,1,water / shall / storage,Mitigation_Performance,mit,2024,4,1,1
5,1,water / shall / storage,Mitigation_Performance,mit,2025,1,1,1
5,1,water / shall / storage,Mitigation_Performance,mit,2025,2,1,1
5,1,water / shall / storage,Mitigation_Performance,mit,2025,3,2,1
5,2,county / street / road,2015_Floods,15f,2020,1,1,1
5,2,county / street / road,2015_Floods,15f,2020,4,1,1
5,2,county / street / road,2015_Floods,15f,2021,2,2,1
5,2,county / street / road,2015_Floods,15f,2021,3,4,1
5,2,county / street / road,2015_Floods,15f,2021,4,2,1
5,2,county / street / road,2015_Floods,15f,2022,1,2,1
5,2,county / street / road,2015_Floods,15f,2022,2,2,1
5,2,county / street / road,2015_Floods,15f,2022,3,3,1
5,2,county / street / road,2015_Floods,15f,2022,4,1,1
5,2,county / street / road,2015_Floods,15f,2023,1,1,1
5,2,county / street / road,2015_Floods,15f,2023,2,1,1
5,2,county / street / road,2015_Floods,15f,2023,3,2,1
5,2,county / street / road,2015_Floods,15f,2024,1,1,1
5,2,county / street / road,2015_Floods,15f,2024,2,1,1
5,2,county / street / road,2015_Floods,15f,2025,1,1,1
5,2,county / street / road,2015_Floods,15f,2025,3,1,1
5,2,county / street / road,2016_Floods,16f,2019,4,1,1
5,2,county / street / road,2016_Floods,16f,2020,1,1,1
5,2,county / street / road,2016_Floods,16f,2021,1,1,1
5,2,county / street / road,2016_Floods,16f,2021,3,5,1
5,2,county / street / road,2016_Floods,16f,2021,4,2,1
5,2,county / street / road,2016_Floods,16f,2022,1,4,1
5,2,county / street / road,2016_Floods,16f,2022,2,4,1
5,2,county / street / road,2016_Floods,16f,2022,3,5,1
5,2,county / street / road,2016_Floods,16f,2022,4,3,1
5,2,county / street / road,2016_Floods,16f,2023,1,3,1
5,2,county / street / road,2016_Floods,16f,2023,2,1,1
5,2,county / street / road,2016_Floods,16f,2023,3,1,1
5,2,county / street / road,2016_Floods,16f,2023,4,1,1
5,2,county / street / road,2016_Floods,16f,2024,1,1,1
5,2,county / street / road,2016_Floods,16f,2024,2,1,1
5,2,county / street / road,2016_Floods,16f,2024,3,1,1
5,2,county / street / road,2016_Floods,16f,2024,4,1,1
5,2,county / street / road,2016_Floods,16f,2025,1,1,1
5,2,county / street / road,2016_Floods,16f,2025,2,1,1
5,2,county / street / road,2016_Floods,16f,2025,3,1,1
5,2,county / street / road,Harvey_57M_ActionPlan,hh57m,2020,4,1,1
5,2,county / street / road,Harvey_5B_ActionPlan,hh5b-ap,2020,1,2,1
5,2,county / street / road,Harvey_5B_ActionPlan,hh5b-ap,2020,2,1,1
5,2,county / street / road,Harvey_5B_ActionPlan,hh5b,2020,3,1,1
5,2,county / street / road,Harvey_5B_ActionPlan,hh5b,2020,4,1,1
5,2,county / street / road,Harvey_5B_ActionPlan,hh5b,2021,1,1,1
5,2,county / street / road,Harvey_5B_ActionPlan,hh5b,2021,2,1,1
5,2,county / street / road,Harvey_5B_ActionPlan,hh5b,2021,3,2,1
5,2,county / street / road,Harvey_5B_ActionPlan,hh5b,2021,4,2,1
5,2,county / street / road,Harvey_5B_ActionPlan,hh5b,2022,1,2,1
5,2,county / street / road,Harvey_5B_ActionPlan,hh5b,2022,2,2,1
5,2,county / street / road,Harvey_5B_ActionPlan,h5b,2022,3,2,1
5,2,county / street / road,Harvey_5B_ActionPlan,h5b,2022,4,2,1
5,2,county / street / road,Harvey_5B_ActionPlan,h5b,2023,1,2,1
5,2,county / street / road,Harvey_5B_ActionPlan,h5b,2023,2,3,1
5,2,county / street / road,Harvey_5B_ActionPlan,h5b,2023,3,3,1
5,2,county / street / road,Harvey_5B_ActionPlan,h5b,2023,4,3,1
5,2,county / street / road,Harvey_5B_ActionPlan,h5b,2024,1,4,1
5,2,county / street / road,Harvey_5B_ActionPlan,h5b,2024,2,4,1
5,2,county / street / road,Harvey_5B_ActionPlan,h5b,2024,3,4,1
5,2,county / street / road,Harvey_5B_ActionPlan,h5b,2024,4,4,1
5,2,county / street / road,Harvey_5B_ActionPlan,h5b,2025,1,5,1
5,2,county / street / road,Harvey_5B_ActionPlan,h5b,2025,2,5,1
5,2,county / street / road,Harvey_5B_ActionPlan,h5b,2025,3,5,1
5,2,county / street / road,Harvey_5B_ActionPlan,h5b,2025,4,5,1
5,2,county / street / road,Harvey_5B_Performance,h5b,2019,4,2,1
5,2,county / street / road,Harvey_5B_Performance,h5b,2020,2,2,1
5,2,county / street / road,Harvey_5B_Performance,h5b,2020,3,1,1
5,2,county / street / road,Harvey_5B_Performance,h5b,2020,4,1,1
5,2,county / street / road,Harvey_5B_Performance,h5b,2021,1,1,1
5,2,county / street / road,Harvey_5B_Performance,h5b,2021,2,2,1
5,2,county / street / road,Harvey_5B_Performance,h5b,2021,3,2,1
5,2,county / street / road,Harvey_5B_Performance,h5b,2021,4,2,1
5,2,county / street / road,Harvey_5B_Performance,h5b,2022,1,2,1
5,2,county / street / road,Harvey_5B_Performance,h5b,2022,2,6,1
5,2,county / street / road,Harvey_5B_Performance,h5b,2022,3,9,1
5,2,county / street / road,Harvey_5B_Performance,h5b,2022,4,5,1
5,2,county / street / road,Harvey_5B_Performance,harveygrantperformance,2023,1,2,1
5,2,county / street / road,Harvey_5B_Performance,h5b,2023,2,2,1
5,2,county / street / road,Harvey_5B_Performance,h5b,2023,3,2,1
5,2,county / street / road,Harvey_5B_Performance,h5b,2023,4,1,1
5,2,county / street / road,Harvey_5B_Performance,h5b,2024,1,1,1
5,2,county / street / road,Harvey_5B_Performance,h5b,2024,2,1,1
5,2,county / street / road,Harvey_5B_Performance,h5b,2024,3,4,1
5,2,county / street / road,Harvey_5B_Performance,h5b,2024,4,2,1
5,2,county / street / road,Harvey_5B_Performance,h5b,2025,1,3,1
5,2,county / street / road,Harvey_5B_Performance,h5b,2025,2,2,1
5,2,county / street / road,Harvey_5B_Performance,h5b,2025,3,2,1
5,2,county / street / road,Hurricane_Ike,ike,2009,4,1,1
5,2,county / street / road,Hurricane_Ike,ike,2010,1,6,1
5,2,county / street / road,Hurricane_Ike,ike,2010,2,5,1
5,2,county / street / road,Hurricane_Ike,ike,2010,3,7,1
5,2,county / street / road,Hurricane_Ike,ike,2010,4,39,1
5,2,county / street / road,Hurricane_Ike,ike,2011,1,46,1
5,2,county / street / road,Hurricane_Ike,ike,2011,2,35,1
5,2,county / street / road,Hurricane_Ike,ike,2011,3,30,1
