,DoF,DoF Baseline,chi2,chi2 p-value,chi2 Baseline,CFI,GFI,AGFI,NFI,TLI,RMSEA,AIC,BIC,LogLik
Value,1,6,159.63296892639278,0.0,168.3340429636465,0.022799124383802605,0.0516893308332933,-4.68986401500024,0.0516893308332933,-4.863205253697185,0.825123137972228,16.63561565020177,47.73350568842109,0.6821921748991144
