,DoF,DoF Baseline,chi2,chi2 p-value,chi2 Baseline,CFI,GFI,AGFI,NFI,TLI,RMSEA,AIC,BIC,LogLik
Value,4,10,8698.891661383857,0.0,8707.595749915128,0.00031090069129702247,0.000999597223074522,-1.4975010069423136,0.0009995972230745398,-1.4992227482717573,3.054387483355793,-52.349501379349206,-14.340969110414491,37.1747506896746
