,DoF,DoF Baseline,chi2,chi2 p-value,chi2 Baseline,CFI,GFI,AGFI,NFI,TLI,RMSEA,AIC,BIC,LogLik
Value,0,3,147.8544756329396,,147.8544756329396,-0.02071044050859694,0.0,,0.0,,inf,10.746995969212376,31.529986799366043,0.6265020153938119
