,DoF,DoF Baseline,chi2,chi2 p-value,chi2 Baseline,CFI,GFI,AGFI,NFI,TLI,RMSEA,AIC,BIC,LogLik
Value,5,10,8707.595749915585,0.0,8707.595749915128,-0.0005748715098083945,-5.240252676230739e-14,-1.0000000000001048,-5.243311166511836e-14,-1.0011497430196166,2.7331372578620723,-54.4238952984238,-19.870684144846784,37.2119476492119
