category,disaster_code,year,quarter,unit_level,unit_id,n_documents,programs_total,programs_completed,programs_in_progress,programs_cancelled,program_completion_rate,program_duration_quarters_mean,program_duration_quarters_n_obs,sum_budget_usd,sum_obligated_usd,sum_drawdown_usd,sum_expended_usd,admin_activity_count,admin_activity_budget_usd,admin_activity_obligated_usd,admin_activity_drawdown_usd,admin_activity_expended_usd,outcome_persons_total_actual,outcome_persons_total_expected,outcome_households_total_actual,outcome_households_total_expected,severity_rainfall_inches_max,severity_wind_speed_mph_max,sem_signal_count,sem_signal_confidence_mean,admin_staff_count_sum,admin_staff_count_n_obs,admin_payroll_usd_sum,admin_payroll_usd_n_obs,affected_population_persons_sum,affected_population_persons_n_obs,affected_population_households_sum,affected_population_households_n_obs,severity_deaths_count_sum,severity_deaths_count_n_obs,severity_unmet_need_usd_sum,severity_unmet_need_usd_n_obs,ratio_disbursed_to_obligated,ratio_expended_to_disbursed,duration_of_completion,timeliness,progress_rate,signal_density,spending_cv,completion_pct,has_admin_staff_signal,has_admin_payroll_signal,has_deaths_signal,has_unmet_need_signal
2015_Floods,15f,2022,2,disaster,2015_Floods|15f,1,42.0,0.0,42.0,0.0,0.0,,0.0,40406874.9,1166.48,34717490.89,4603453150183.15,1.0,45227.85,0.0,0.0,35752.4,,,,,,,7.0,0.84,,,,,,,,,,,700947044.0,7.0,29762.611352102052,132597.51877717423,,,0.0,7.0,0.8887055664831628,0.0,False,False,False,True
2015_Floods,15f,2022,3,disaster,2015_Floods|15f,1,36.0,5.0,31.0,0.0,0.1388888888888889,,0.0,36135038.48,0.0,20300124.18,5044604619757.37,2.0,3027331.0,0.0,3027331.0,2945291.8000000003,,,,,,,7.0,0.84,,,,,,,,,,,700947044.0,7.0,,248501.17048679898,,,0.1388888888888889,7.0,0.8887055664831628,0.1388888888888889,False,False,False,True
2015_Floods,15f,2022,4,disaster,2015_Floods|15f,1,15.0,0.0,15.0,0.0,0.0,,0.0,14796557.04,0.0,4357353.24,8650665.93,2.0,37050.25,0.0,19578.22,13101.97,,,,,1.0,,7.0,0.84,,,,,,,,,,,700947044.0,7.0,,1.9853028784969473,,,0.0,7.0,0.8887055664831628,0.0,False,False,False,True
2015_Floods,15f,2023,1,disaster,2015_Floods|15f,1,9.0,0.0,9.0,0.0,0.0,,0.0,13638314.66,0.0,4835267.15,8453776.74,1.0,3100000.0,0.0,0.0,2940182.99,,,,,,,7.0,0.84,,,,,,,,,,,700947044.0,7.0,,1.748357738620502,,,0.0,7.0,0.8887055664831628,0.0,False,False,False,True
2015_Floods,15f,2023,2,disaster,2015_Floods|15f,1,9.0,0.0,9.0,0.0,0.0,,0.0,13367389.07,0.0,476072.30999999994,2047845815691.59,2.0,3128300.0,0.0,53827.0,2940182.99,,,,,,,7.0,0.84,,,,,,,,,,,700947044.0,7.0,,4301543.636704245,,,0.0,7.0,0.8887055664831628,0.0,False,False,False,True
2015_Floods,15f,2023,3,disaster,2015_Floods|15f,1,56.0,0.0,56.0,0.0,0.0,,0.0,42634351.23,1165186.54,36133277.94,5285808465717.9795,5.0,837205.5,0.0,606177.81,2982357.68,,,,,1.0,,7.0,0.84,,,,,,,,,,,700947044.0,7.0,31.0107237764693,146286.43641175225,,,0.0,7.0,0.8887055664831628,0.0,False,False,False,True
2015_Floods,15f,2024,1,disaster,2015_Floods|15f,1,19.0,2.0,17.0,0.0,0.1052631578947368,,0.0,23605480.39,19952.5,12800088.98,6615954886427.99,1.0,809874.5,0.0,3701069.0,2933191.69,,,,,,,7.0,0.84,,,,,,,,,,,700947044.0,7.0,641.528078185691,516867.8824627975,,,0.1052631578947368,7.0,0.8887055664831628,0.1052631578947368,False,False,False,True
2015_Floods,15f,2024,2,disaster,2015_Floods|15f,1,39.0,6.0,33.0,0.0,0.1538461538461538,,0.0,35608420.800000004,1858.83,25553449.72,11110627147409.04,1.0,837205.5,0.0,2933192.6,2933192.6,,,,,,,7.0,0.84,,,,,,,,,,,700947044.0,7.0,13747.061172888321,434799.4994473505,,,0.1538461538461538,7.0,0.8887055664831628,0.1538461538461538,False,False,False,True
2015_Floods,15f,2024,3,disaster,2015_Floods|15f,1,16.0,8.0,8.0,0.0,0.5,,0.0,12597330.52,41.08,10014474.12,4888549014043.04,,,,,,,,,,,,7.0,0.84,,,,,,,,,,,700947044.0,7.0,243779.79844206426,488148.3496252762,,,0.5,7.0,0.8887055664831628,0.5,False,False,False,True
2015_Floods,15f,2024,4,disaster,2015_Floods|15f,1,10.0,5.0,5.0,0.0,0.5,,0.0,7492251.0,5516.89,2401868.48,6884019589496.08,1.0,837205.5,0.0,588.88,2932603.72,,,,,,,7.0,0.84,,,,,,,,,,,700947044.0,7.0,435.36638939692466,2866110.1333475513,,,0.5,7.0,0.8887055664831628,0.5,False,False,False,True
2015_Floods,15f,2025,1,disaster,2015_Floods|15f,1,18.0,9.0,9.0,0.0,0.5,,0.0,20935162.92,910810.42,11370439.17,7968031892467.04,1.0,837205.5,0.0,136.41,2932740.13,,,,,,,7.0,0.84,,,,,,,,,,,700947044.0,7.0,12.483870320675514,700767.2943266834,,,0.5,7.0,0.8887055664831628,0.5,False,False,False,True
2015_Floods,15f,2025,2,disaster,2015_Floods|15f,1,14.0,2.0,10.0,2.0,0.1428571428571428,,0.0,13374726.92,100.79,5829229.95,6150076531371.79,1.0,837205.5,0.0,13824.08,2946564.21,,,,,,,7.0,0.84,,,,,,,,,,,700947044.0,7.0,57835.39984125409,1055040.9889683267,,,0.1428571428571428,7.0,0.8887055664831628,0.1428571428571428,False,False,False,True
2015_Floods,15f,2025,3,disaster,2015_Floods|15f,1,13.0,4.0,7.0,2.0,0.3076923076923077,,0.0,4761088.04,1190.52,13644779.04,15705489.89,1.0,837205.5,0.0,2961058.13,2961058.13,,,,,,,7.0,0.84,,,,,,,,,,,700947044.0,7.0,11461.19262171152,1.151025593302682,,,0.3076923076923077,7.0,0.8887055664831628,0.3076923076923077,False,False,False,True
2015_Floods,f15,2017,2,disaster,2015_Floods|f15,1,2.0,0.0,2.0,0.0,0.0,,0.0,122125.94,22935.52,145977.9,127326.77,1.0,108805.5,0.0,123042.38,123042.38,,,,,,,8.0,0.84,,,,,,,,,,,780803164.0,8.0,6.364708539418334,0.8722331942026842,,,0.0,8.0,2.1471252117038504,0.0,False,False,False,True
2015_Floods,f15,2017,3,disaster,2015_Floods|f15,1,2.0,0.0,2.0,0.0,0.0,,0.0,122125.94,13121.07,363282.98,191052.53,1.0,108805.5,0.0,212150.86,177732.09,,,,,,,8.0,0.84,,,,,,,,,,,780803164.0,8.0,27.686993515010588,0.5259055351285656,,,0.0,8.0,2.1471252117038504,0.0,False,False,False,True
2015_Floods,f15,2017,4,disaster,2015_Floods|f15,1,2.0,0.0,2.0,0.0,0.0,,0.0,122125.94,13121.07,363282.98,191052.53,1.0,108805.5,0.0,212150.86,177732.09,,,,,,,8.0,0.84,,,,,,,,,,,780803164.0,8.0,27.686993515010588,0.5259055351285656,,,0.0,8.0,2.1471252117038504,0.0,False,False,False,True
2015_Floods,f15,2018,1,disaster,2015_Floods|f15,1,2.0,0.0,2.0,0.0,0.0,,0.0,122125.94,55933.81,363262.64,294207.76,1.0,108805.5,0.0,280887.32,280887.32,,,,,,,8.0,0.84,,,,,,,,,,,780803164.0,8.0,6.494509134993665,0.8099037104393669,,,0.0,8.0,2.1471252117038504,0.0,False,False,False,True
2015_Floods,f15,2018,2,disaster,2015_Floods|f15,1,28.0,0.0,28.0,0.0,0.0,,0.0,18291405.97,49216.65,19749404.33,21216758.01,4.0,1559988.0,49216.65,1533488.0,1252600.68,,,,,323.0,,8.0,0.84,,,,,,,,,,,780803164.0,8.0,401.27485982893995,1.0742986297450523,,,0.0,8.0,2.1471252117038504,0.0,False,False,False,True
2015_Floods,f15,2018,3,disaster,2015_Floods|f15,1,26.0,0.0,26.0,0.0,0.0,,0.0,15979067.04,163103.46,19016808.88,18881405.31,6.0,1720784.85,163103.46,1677645.85,678435.28,,,,,,,8.0,0.84,,,,,,,,,,,780803164.0,8.0,116.59353443513706,0.9928797954034021,,,0.0,8.0,2.1471252117038504,0.0,False,False,False,True
2015_Floods,f15,2019,1,disaster,2015_Floods|f15,1,33.0,0.0,33.0,0.0,0.0,,0.0,23649868.13,700640.86,27898852.25,8131057.81,3.0,3067074.0,155851.38,3027074.0,1617828.99,,,,,718.47,,8.0,0.84,,,,,,,,,,,780803164.0,8.0,39.81904830671737,0.2914477533748722,,,0.0,8.0,2.1471252117038504,0.0,False,False,False,True
2015_Floods,f15,2019,2,disaster,2015_Floods|f15,1,33.0,0.0,33.0,0.0,0.0,,0.0,29173702.84,462098.99,30547462.89,1068741799567.93,2.0,3027570.0,4299.0,3027570.0,1068740174299.0,,,,,323.0,,8.0,0.84,,,,,,,,,,,780803164.0,8.0,66.10588542944014,34986.27049376964,,,0.0,8.0,2.1471252117038504,0.0,False,False,False,True
2015_Floods,f15,2019,3,disaster,2015_Floods|f15,1,29.0,0.0,29.0,0.0,0.0,,0.0,26332390.63,1219332.72,32309739.63,6105911.54,2.0,3027331.0,135984.37,3027331.0,1232055.54,,,,,323.0,,8.0,0.84,,,,,,,,,,,780803164.0,8.0,26.497886179909944,0.18898052444627517,,,0.0,8.0,2.1471252117038504,0.0,False,False,False,True
2015_Floods,f15,2020,2,disaster,2015_Floods|f15,1,62.0,0.0,62.0,0.0,0.0,,0.0,51946081.3,3017534.55,391522590539718.2,1515351741290.22,1.0,3000000.0,0.0,3000000.0,1515338110000.0,,,,,323.0,,8.0,0.84,,,,,,,,,,,780803164.0,8.0,129749165.76836485,0.003870406913688661,,,0.0,8.0,2.1471252117038504,0.0,False,False,False,True
2016_Floods,16f,2019,4,disaster,2016_Floods|16f,1,66.0,0.0,66.0,0.0,0.0,,0.0,136011404.01,1967652.21,178233467.43,4749949761552.63,3.0,10507439.0,478788.09,6049105.31,2016379.41,,,,,10.0,,8.0,0.8474999999999999,,,,,,,,,29.0,1.0,1416625321.0,7.0,90.58179414237031,26650.156281216605,,,0.0,8.0,0.7757643016673731,0.0,False,False,True,True
2016_Floods,16f,2020,1,disaster,2016_Floods|16f,1,57.0,0.0,57.0,0.0,0.0,,0.0,125432295.45,1769251.35,151931926.72,92364954935.18,3.0,10724302.0,94473.76,6265968.31,2077784.47,,,6.0,93.0,16.0,,8.0,0.8474999999999999,,,,,,,,,29.0,1.0,1416625321.0,7.0,85.87356834290391,607.9364418605853,,,0.0,8.0,0.7757643016673731,0.0,False,False,True,True
2016_Floods,16f,2020,3,disaster,2016_Floods|16f,1,63.0,0.0,63.0,0.0,0.0,,0.0,121533963.82,2873315.6999999997,160390340.19,1146224974781.22,4.0,10425073.93,123807.8,10425073.93,4189312.79,,,18.0,93.0,4.0,,8.0,0.8474999999999999,,,,,,,,,29.0,1.0,1416625321.0,7.0,55.820646575661705,7146.471373671197,,,0.0,8.0,0.7757643016673731,0.0,False,False,True,True
2016_Floods,16f,2020,4,disaster,2016_Floods|16f,1,58.0,0.0,58.0,0.0,0.0,,0.0,111671051.52,4098751.24,101433944.28,6449140123618.84,1.0,10132350.93,442891.75,10132350.93,2665378.35,,,18.0,93.0,4.0,,25.0,0.8832000000000001,,,33266.13,17.0,,,,,29.0,1.0,1416625321.0,7.0,24.747523901938482,63579.70371157532,,,0.0,25.0,0.7757643016673731,0.0,False,True,True,True
2016_Floods,16f,2021,1,disaster,2016_Floods|16f,1,61.0,0.0,61.0,0.0,0.0,,0.0,120392004.2,4556855.59,84438938.03999999,8576134620854.5,2.0,10132350.93,33149.5,10310740.93,6369684.07,,,19.0,102.0,3.0,,8.0,0.8474999999999999,,,,,,,,,29.0,1.0,1416625321.0,7.0,18.530088648255802,101566.11179538823,,,0.0,8.0,0.7757643016673731,0.0,False,False,True,True
2016_Floods,16f,2021,2,disaster,2016_Floods|16f,1,67.0,0.0,67.0,0.0,0.0,,0.0,188255956.36,7389786.93,98860104.27,9457579940209.62,1.0,10132350.93,3601686.56,10132350.93,9938221.13,14245.0,14245.0,22.0,124.0,4.0,,7.0,0.8485714285714285,,,,,,,,,29.0,1.0,839085203.0,6.0,13.377937037489117,95666.29541862226,,,0.0,7.0,0.7757643016673731,0.0,False,False,True,True
2016_Floods,16f,2021,3,disaster,2016_Floods|16f,1,73.0,0.0,73.0,0.0,0.0,,0.0,177447170.65,2138837.74,98778068.49,6864297758895.069,3.0,40000.0,50001.990000000005,226853.16,44688.33,14245.0,14245.0,22.0,124.0,3.0,,7.0,0.8485714285714285,,,,,,,,,29.0,1.0,839085203.0,6.0,46.18305851008594,69492.12374597091,,,0.0,7.0,0.7757643016673731,0.0,False,False,True,True
2016_Floods,16f,2021,4,disaster,2016_Floods|16f,1,68.0,0.0,68.0,0.0,0.0,,0.0,184033434.18,6716605.83,128014075.5,7633489777340.46,1.0,33981.07,1732.25,1732.25,1732.25,11935.0,11935.0,25.0,147.0,2022.0,,7.0,0.8485714285714285,,,,,,,,,29.0,1.0,839085203.0,6.0,19.059340199512647,59630.08167285839,,,0.0,7.0,0.7757643016673731,0.0,False,False,True,True
2016_Floods,16f,2022,1,disaster,2016_Floods|16f,1,72.0,0.0,72.0,0.0,0.0,,0.0,197798343.64,1576.76,144019047.81,3208892203967.44,1.0,40000.0,0.0,16000.0,26000.0,,,,,,,7.0,0.8485714285714285,,,,,,,,,29.0,1.0,839085203.0,6.0,91338.5980174535,22281.026383404747,,,0.0,7.0,0.7757643016673731,0.0,False,False,True,True
2016_Floods,16f,2022,2,disaster,2016_Floods|16f,1,74.0,0.0,74.0,0.0,0.0,,0.0,204307948.46,706.03,134761041.96,29689339218859.0,3.0,10212350.93,0.0,10145350.93,9461998.89,,,,,2016.0,,7.0,0.8485714285714285,,,,,,,,,29.0,1.0,839085203.0,6.0,190871.55214367664,220310.99483240445,,,0.0,7.0,0.7757643016673731,0.0,False,False,True,True
2016_Floods,16f,2022,3,disaster,2016_Floods|16f,1,64.0,0.0,63.0,1.0,0.0,,0.0,177289570.12,0.0,87786342.56,2624916757759.46,4.0,10350740.93,0.0,10342740.93,9690622.51,,,,,,,7.0,0.8485714285714285,,,,,,,,,29.0,1.0,839085203.0,6.0,,29901.19739827853,,,0.0,7.0,0.7757643016673731,0.0,False,False,True,True
2016_Floods,16f,2022,4,disaster,2016_Floods|16f,1,64.0,0.0,64.0,0.0,0.0,,0.0,160780361.05,7586523.16,137873547.10999998,7854206019593.14,2.0,10186457.28,0.0,10438953.58,9751093.25,,,,,5.0,,7.0,0.8485714285714285,,,,,,,,,29.0,1.0,839085203.0,6.0,18.17348266158855,56966.73643513936,,,0.0,7.0,0.7757643016673731,0.0,False,False,True,True
2016_Floods,16f,2023,1,disaster,2016_Floods|16f,1,69.0,0.0,69.0,0.0,0.0,,0.0,195084406.5,0.0,104559577.17,14448978169727.43,4.0,10314083.18,0.0,9491250.94,9491250.94,,,,,7.0,,7.0,0.8485714285714285,,,,,,,,,29.0,1.0,839085203.0,6.0,,138188.9498867742,,,0.0,7.0,0.7757643016673731,0.0,False,False,True,True
2016_Floods,16f,2023,2,disaster,2016_Floods|16f,1,68.0,0.0,68.0,0.0,0.0,,0.0,163168713.3,232928.95,116967521.9,21166514882394.09,4.0,10290350.93,0.0,9508490.58,9444490650000.0,,,,,,,7.0,0.8485714285714285,,,,,,,,,29.0,1.0,839085203.0,6.0,502.15965812751057,180960.61657602826,,,0.0,7.0,0.7757643016673731,0.0,False,False,True,True
2016_Floods,16f,2023,3,disaster,2016_Floods|16f,1,73.0,10.0,63.0,0.0,0.136986301369863,,0.0,181532337.54,50237.59,116915102.21,33180418333062.3,4.0,10323499.42,0.0,9519342.09,9444490642851.51,,,,,,,7.0,0.8485714285714285,,,,,,,,,29.0,1.0,839085203.0,6.0,2327.243448780087,283799.2501042719,,,0.136986301369863,7.0,0.7757643016673731,0.136986301369863,False,False,True,True
2016_Floods,16f,2023,4,disaster,2016_Floods|16f,1,41.0,0.0,41.0,0.0,0.0,,0.0,139153520.9,2567681.78,80456547.03,9837634533247.57,2.0,10246350.93,0.0,45968.93,9478459.51,,,,,,,7.0,0.8485714285714285,,,,,,,,,29.0,1.0,839085203.0,6.0,31.334313954589813,122272.64152386991,,,0.0,7.0,0.7757643016673731,0.0,False,False,True,True
2016_Floods,16f,2024,1,disaster,2016_Floods|16f,1,53.0,3.0,50.0,0.0,0.0566037735849056,,0.0,129429089.28,1976.62,87702203.85,21305042443003.75,,,,,,,,,,,,7.0,0.8485714285714285,,,,,,,,,29.0,1.0,839085203.0,6.0,44369.78470823932,242924.82409498483,,,0.0566037735849056,7.0,0.7757643016673731,0.0566037735849056,False,False,True,True
2016_Floods,16f,2024,2,disaster,2016_Floods|16f,1,38.0,2.0,36.0,0.0,0.0526315789473684,,0.0,139062490.71,13085.37,96996373.03,10098767595235.73,2.0,10246350.93,0.0,14000.0,9464459.51,,,,,,,7.0,0.8485714285714285,,,,,,,,,29.0,1.0,839085203.0,6.0,7412.581610607877,104114.8991427987,,,0.0526315789473684,7.0,0.7757643016673731,0.0526315789473684,False,False,True,True
2016_Floods,16f,2024,3,disaster,2016_Floods|16f,1,50.0,8.0,42.0,0.0,0.16,,0.0,137702997.12,5010.4,105849780.65,12084582341424.44,1.0,11933601.51,0.0,1701250.58,9464936.53,,,,,,,7.0,0.8485714285714285,,,,,,,,,29.0,1.0,839085203.0,6.0,21126.01402083666,114167.28752025467,,,0.16,7.0,0.7757643016673731,0.16,False,False,True,True
2016_Floods,16f,2024,4,disaster,2016_Floods|16f,1,32.0,0.0,31.0,1.0,0.0,,0.0,104385929.09,2594.7700000000004,100422207.32,20779021679758.5,2.0,11944750.0,0.0,9464395.38,9464395380000.0,,,,,27.0,,7.0,0.8485714285714285,,,,,,,,,29.0,1.0,839085203.0,6.0,38701.7760032681,206916.59976707332,,,0.0,7.0,0.7757643016673731,0.0,False,False,True,True
2016_Floods,16f,2025,1,disaster,2016_Floods|16f,1,34.0,1.0,32.0,1.0,0.0294117647058823,,0.0,129331875.4,2041196.4,93706258.98,28552231356150.91,1.0,11944750.0,0.0,18393.96,9482789340000.0,,,,,,,7.0,0.8485714285714285,,,,,,,,,29.0,1.0,839085203.0,6.0,45.907517267814114,304699.29828534607,,,0.0294117647058823,7.0,0.7757643016673731,0.0294117647058823,False,False,True,True
2016_Floods,16f,2025,2,disaster,2016_Floods|16f,1,41.0,0.0,41.0,0.0,0.0,,0.0,127920837.28,1258.52,87633625.5,10694167644133.1,1.0,11944750.0,0.0,4272.51,9478516.83,,,,,,,7.0,0.8485714285714285,,,,,,,,,29.0,1.0,839085203.0,6.0,69632.28673362362,122032.69673161132,,,0.0,7.0,0.7757643016673731,0.0,False,False,True,True
2016_Floods,16f,2025,3,disaster,2016_Floods|16f,1,34.0,8.0,26.0,0.0,0.2352941176470588,,0.0,116196429.2,636.53,66212189.54,6422448735271.61,1.0,11944750.0,0.0,21076.39,9499593.22,,,,,,,7.0,0.8485714285714285,,,,,,,,,29.0,1.0,839085203.0,6.0,104020.53248079431,96997.98148786019,,,0.2352941176470588,7.0,0.7757643016673731,0.2352941176470588,False,False,True,True
2016_Floods,f16,2018,2,disaster,2016_Floods|f16,1,2.0,0.0,2.0,0.0,0.0,,0.0,33377600.0,166666.91,818417.0,818417.0,1.0,11113200.0,110627.91,818417.0,818417.0,,,,,,,8.0,0.8474999999999999,,,,,,,,,29.0,1.0,1416625321.0,7.0,4.910494830677547,1.0,,,0.0,8.0,2.645702003003215,0.0,False,False,True,True
2016_Floods,f16,2018,3,disaster,2016_Floods|f16,1,10.0,0.0,10.0,0.0,0.0,,0.0,49844944.76,459406.2,28801889.93,28477889.18,3.0,11573909.0,421597.27,1279126.0,992934.18,,,,,,,8.0,0.8474999999999999,,,,,,,,,29.0,1.0,1416625321.0,7.0,62.69373362832282,0.9887507121655055,,,0.0,8.0,2.645702003003215,0.0,False,False,True,True
2016_Floods,f16,2018,4,disaster,2016_Floods|f16,1,27.0,0.0,27.0,0.0,0.0,,0.0,76204901.45,349805.59,60797795.57,33852106.79,6.0,11871163.42,0.0,1210741.42,1123373.83,,,,,,,8.0,0.8474999999999999,,,,,,,,,29.0,1.0,1416625321.0,7.0,173.8045283095676,0.5567982600787577,,,0.0,8.0,2.645702003003215,0.0,False,False,True,True
2016_Floods,f16,2019,1,disaster,2016_Floods|f16,1,10.0,0.0,10.0,0.0,0.0,,0.0,43810139.0,857058.88,38294255.04,27622097.0,1.0,11113200.0,432769.44,6000000.0,5181583.0,,,,,,,8.0,0.8474999999999999,,,,,,,,,29.0,1.0,1416625321.0,7.0,44.68100842733232,0.7213117730361259,,,0.0,8.0,2.645702003003215,0.0,False,False,True,True
2016_Floods,f16,2019,2,disaster,2016_Floods|f16,1,29.0,0.0,29.0,0.0,0.0,,0.0,111876982.6,452596.05,96315999.12,31634523.34,5.0,11594744.0,99569.75,1883051.74,1685129.35,,,,,,,8.0,0.8474999999999999,,,,,,,,,29.0,1.0,1416625321.0,7.0,212.8078650266612,0.3284451558311364,,,0.0,8.0,2.645702003003215,0.0,False,False,True,True
2016_Floods,f16,2019,3,disaster,2016_Floods|f16,1,32.0,0.0,32.0,0.0,0.0,,0.0,114094174.67,699648.98,111515136.53,36007853.84,2.0,10320190.0,343232.62,383232.62,1534854.58,,,,,,,8.0,0.8474999999999999,,,,,,,,,29.0,1.0,1416625321.0,7.0,159.3872637819039,0.32289655880314605,,,0.0,8.0,2.645702003003215,0.0,False,False,True,True
2016_Floods,f16,2020,2,disaster,2016_Floods|f16,1,56.0,0.0,56.0,0.0,0.0,,0.0,104465346.18,1722245.11,132439861.5,9916566712924.09,6.0,10539055.0,81319.35,474543.14,2219375.0,,,7.0,93.0,4.0,,8.0,0.8474999999999999,,,,,,,,,29.0,1.0,1416625321.0,7.0,76.89954277181835,74875.99730632525,,,0.0,8.0,2.645702003003215,0.0,False,False,True,True
2018_Floods_ActionPlan,2018-floods,2022,3,disaster,2018_Floods_ActionPlan|2018-floods,1,14.0,0.0,14.0,0.0,0.0,,0.0,16513000.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,,,,,600.0,,1.0,0.76,,,,,20000.0,1.0,,,,,,,,,,,0.0,1.0,,0.0,False,False,False,False
2018_Floods_ActionPlan,2018-floods,2022,4,disaster,2018_Floods_ActionPlan|2018-floods,1,14.0,0.0,14.0,0.0,0.0,,0.0,13513000.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,,,,,600.0,,1.0,0.76,,,,,20000.0,1.0,,,,,,,,,,,0.0,1.0,,0.0,False,False,False,False
