DoF,DoF Baseline,chi2,chi2 p-value,chi2 Baseline,CFI,GFI,AGFI,NFI,TLI,RMSEA,AIC,BIC,LogLik
8,15,93.1389524859925,1.1102230246251565e-16,502.1055329268838,0.8252145649538902,0.8145032341247764,0.6521935639839558,0.8145032341247765,0.6722773092885443,0.40778305086676186,23.134186077354077,51.40122058599735,1.4329069613229617
