DoF,DoF Baseline,chi2,chi2 p-value,chi2 Baseline,CFI,GFI,AGFI,NFI,TLI,RMSEA,AIC,BIC,LogLik
1,6,0.38038314616913116,0.5373982543249087,7.633675331844588,1.3792778416573492,0.9501703793214354,0.7010222759286127,0.9501703793214354,3.275667049944095,0,17.971823470654137,29.6343552646931,0.014088264672930784
