DoF,DoF Baseline,chi2,chi2 p-value,chi2 Baseline,CFI,GFI,AGFI,NFI,TLI,RMSEA,AIC,BIC,LogLik
1,6,0.19194016782845935,0.6613067146830269,95.92193736456724,1.0089862369056335,0.9979989961305832,0.9879939767834991,0.9979989961305831,1.0539174214338012,0,17.9940941486822,37.563579577742935,0.0029529256588993746
