DoF,DoF Baseline,chi2,chi2 p-value,chi2 Baseline,CFI,GFI,AGFI,NFI,TLI,RMSEA,AIC,BIC,LogLik
1,6,21.964179600142014,2.7778690567803466e-06,107.98025088534817,0.7944290250500452,0.7965907708117547,-0.220455375129472,0.7965907708117547,-0.23342584969972885,0.5723332126062745,17.324179089226398,36.89366451828713,0.3379104553868002
