DoF,DoF Baseline,chi2,chi2 p-value,chi2 Baseline,CFI,GFI,AGFI,NFI,TLI,RMSEA,AIC,BIC,LogLik
1,6,5.323974417980833,0.02103398371225229,71.59041589154722,0.934076124397039,0.9256328608839742,0.5537971653038454,0.9256328608839742,0.6044567463822342,0.23852547083401787,17.861714950182318,38.95596374686548,0.06914252490884198
