from,to,wave,estimate,std_error,z_value,p_value
outcome_T1,capacity_T2,T1->T2,-0.07567637021462462,0.061890713125934735,-1.2227419331785077,0.22142718343799972
capacity_T1,outcome_T2,T1->T2,0.5202140721018212,0.5711369107797523,0.9108395242581699,0.36237993389793255
outcome_T2,capacity_T3,T2->T3,0.010574225020727688,0.010749023039787123,0.9837382411967892,0.32524423205244246
capacity_T2,outcome_T3,T2->T3,0.5924464043096115,0.06359335331712791,9.316168646523138,0.0
