DoF,DoF Baseline,chi2,chi2 p-value,chi2 Baseline,CFI,GFI,AGFI,NFI,TLI,RMSEA,AIC,BIC,LogLik
27,39,462.67404775555275,0.0,306.71017488564445,-0.6274093726234202,-0.5085057022580315,-1.178952681039379,-0.5085057022580316,-1.3507024271227182,0.8033946936045383,0.4096886341882495,23.05542631857493,17.795155682905875
